%TITLE%
 KHUM   240728/1900

   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
 426.74,    7109.94,     -14.03,     -14.88,     171.63,      31.85
 425.43,    7133.43,     -14.26,     -15.15,     171.48,      31.62
 424.07,    7157.60,     -14.48,     -15.25,     171.25,      31.53
 422.71,    7181.96,     -14.62,     -15.36,     171.38,      31.56
 421.37,    7206.09,     -14.75,     -15.78,     171.35,      32.09
 420.01,    7230.47,     -14.92,     -15.75,     171.33,      32.54
 418.69,    7254.38,     -15.18,     -16.05,     171.64,      33.21
 417.35,    7278.53,     -15.31,     -15.98,     172.19,      33.95
 416.03,    7302.60,     -15.55,     -16.14,     172.90,      34.41
 414.71,    7326.46,     -15.59,     -17.01,     173.66,      35.09
 413.42,    7350.10,     -15.20,     -17.18,     174.37,      35.70
 412.11,    7374.01,     -15.31,     -17.62,     174.84,      36.39
 410.81,    7397.90,     -15.13,     -18.35,     175.21,      37.09
 409.49,    7422.21,     -15.03,     -18.56,     175.66,      37.78
 408.17,    7446.73,     -15.12,     -18.91,     176.05,      38.41
 406.78,    7472.40,     -15.31,     -19.20,     176.39,      38.85
 405.37,    7498.74,     -15.41,     -19.15,     176.92,      39.14
 403.93,    7525.57,     -15.62,     -19.39,     177.20,      39.18
 402.49,    7552.61,     -15.81,     -19.54,     177.40,      38.99
 401.01,    7580.30,     -15.98,     -19.85,     177.39,      38.84
 399.21,    7614.15,     -16.20,     -19.68,     177.22,      38.74
 397.73,    7642.18,     -16.38,     -20.18,     177.41,      38.87
 396.23,    7670.50,     -16.57,     -20.43,     177.26,      39.24
 394.80,    7697.83,     -16.69,     -20.72,     177.32,      39.67
 393.34,    7725.56,     -16.88,     -20.70,     177.56,      39.96
 391.91,    7752.88,     -17.18,     -21.04,     177.66,      40.19
 390.57,    7778.61,     -17.36,     -20.79,     177.90,      40.45
 389.25,    7803.94,     -17.54,     -21.26,     178.56,      40.52
 387.97,    7828.68,     -17.66,     -20.97,     178.98,      40.74
 386.60,    7855.20,     -17.81,     -21.61,     179.46,      40.76
 385.28,    7880.73,     -17.93,     -21.86,     179.98,      40.70
 384.01,    7905.46,     -18.11,     -21.96,     179.97,      40.47
 382.76,    7929.80,     -18.27,     -22.21,     179.60,      40.32
 381.41,    7956.12,     -18.44,     -22.11,     179.15,      40.21
 380.11,    7981.65,     -18.49,     -22.81,     179.04,      39.89
 378.86,    8006.14,     -18.60,     -23.00,     178.98,      39.79
 377.59,    8031.14,     -18.81,     -22.55,     178.97,      39.50
 376.31,    8056.44,     -19.03,     -22.99,     178.78,      39.17
 375.00,    8082.37,     -19.22,     -22.95,     177.99,      39.06
 373.69,    8108.50,     -19.27,     -23.70,     176.77,      38.88
 372.37,    8134.82,     -19.52,     -23.86,     176.20,      39.13
 371.14,    8159.35,     -19.67,     -23.99,     175.70,      39.49
 369.91,    8184.08,     -19.80,     -24.08,     175.51,      39.93
 368.68,    8208.81,     -19.86,     -24.21,     175.74,      40.62
 367.43,    8233.94,     -20.05,     -24.37,     175.58,      41.13
 366.18,    8259.27,     -20.30,     -24.50,     175.63,      41.53
 364.92,    8284.79,     -20.35,     -24.49,     175.24,      41.89
 363.72,    8309.12,     -20.62,     -24.36,     174.71,      42.07
 362.47,    8334.65,     -20.77,     -24.91,     174.51,      42.21
 361.24,    8359.78,     -20.90,     -25.53,     174.20,      42.28
 360.07,    8383.71,     -21.11,     -25.56,     174.39,      42.07
 358.86,    8408.43,     -21.33,     -25.56,     174.69,      42.10
 357.64,    8433.51,     -21.57,     -25.83,     174.55,      42.04
 356.31,    8461.08,     -21.73,     -26.67,     174.29,      42.30
 355.01,    8488.00,     -21.84,     -27.28,     173.87,      42.78
 353.67,    8515.72,     -22.06,     -27.05,     173.45,      43.05
 352.44,    8541.44,     -22.25,     -27.88,     173.24,      43.33
 351.18,    8567.76,     -22.52,     -27.87,     172.95,      43.54
 349.91,    8594.36,     -22.64,     -27.58,     172.87,      43.60
 348.63,    8621.16,     -22.93,     -27.62,     172.95,      43.82
 347.35,    8648.09,     -23.21,     -27.41,     172.91,      44.24
 346.02,    8676.24,     -23.46,     -27.91,     172.81,      44.73
 344.75,    8703.16,     -23.59,     -28.15,     172.84,      45.09
 343.42,    8731.27,     -23.85,     -28.40,     172.55,      45.34
 342.13,    8758.79,     -24.11,     -28.12,     172.35,      45.30
 340.85,    8786.11,     -24.39,     -28.40,     172.32,      45.20
