Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
02:55.0     	17:27:23.3         	39.7     	0.0                 	0.2                   	-87.61428    	41.8664     	190.4
02:55.9     	17:27:24.2         	39.8     	-0.9                	0.3                   	-87.61428    	41.8664     	190.4
02:56.9     	17:27:25.1         	39.1     	-0.1                	0.1                   	-87.61428    	41.8664     	189.7
02:58.0     	17:27:26.2         	40.3     	0.5                 	0.1                   	-87.61428    	41.8664     	190.9
02:58.9     	17:27:27.1         	39.4     	0.1                 	0.1                   	-87.61428    	41.8664     	190.0
03:00.0     	17:27:28.2         	39.8     	0.4                 	0.3                   	-87.61428    	41.8664     	190.4
03:00.9     	17:27:29.1         	40.1     	0.2                 	0.1                   	-87.61428    	41.8664     	190.7
03:02.0     	17:27:30.2         	150.7    	0.0                 	0.1                   	-87.61428    	41.8664     	0.0
03:04.9     	17:27:33.2         	40.7     	-0.8                	0.3                   	-87.61429    	41.8664     	191.3
03:06.0     	17:27:34.3         	40.8     	-0.1                	0.1                   	-87.61429    	41.8664     	191.4
03:06.9     	17:27:35.2         	39.9     	0.3                 	0.1                   	-87.61429    	41.8664     	190.6
03:08.0     	17:27:36.3         	40.9     	1.4                 	0.5                   	-87.61429    	41.8664     	191.5
03:08.9     	17:27:37.2         	40.7     	0.1                 	0.1                   	-87.61429    	41.8664     	191.3
03:10.1     	17:27:38.3         	41.1     	0.6                 	0.1                   	-87.61429    	41.8664     	191.7
03:11.0     	17:27:39.2         	41.6     	0.3                 	0.2                   	-87.61429    	41.8664     	192.2
03:11.9     	17:27:40.1         	42.9     	-0.3                	0.2                   	-87.61429    	41.8664     	193.5
03:15.0     	17:27:43.2         	44.4     	0.3                 	0.4                   	-87.61427    	41.8664     	195.0
03:17.0     	17:27:45.3         	44.7     	0.6                 	0.2                   	-87.61427    	41.8664     	195.2
03:17.9     	17:27:46.2         	45.1     	0.4                 	0.6                   	-87.61427    	41.8664     	195.6
03:19.0     	17:27:47.3         	45.4     	0.4                 	0.1                   	-87.61426    	41.8664     	195.9
03:19.9     	17:27:48.2         	45.9     	0.4                 	0.2                   	-87.61426    	41.8664     	196.4
03:21.0     	17:27:49.3         	46.3     	0.7                 	0.0                   	-87.61426    	41.8664     	196.8
03:21.9     	17:27:50.2         	47.4     	1.2                 	0.4                   	-87.61426    	41.8664     	197.9
03:23.0     	17:27:51.3         	47.1     	0.6                 	0.1                   	-87.61426    	41.8664     	197.6
03:24.0     	17:27:52.2         	47.0     	0.4                 	0.1                   	-87.61427    	41.8664     	197.5
03:24.9     	17:27:53.1         	47.0     	0.5                 	0.3                   	-87.61427    	41.8664     	197.5
03:26.0     	17:27:54.2         	46.3     	0.4                 	0.1                   	-87.61427    	41.8664     	196.8
03:26.9     	17:27:55.1         	45.6     	0.6                 	0.3                   	-87.61427    	41.8664     	196.1
03:28.0     	17:27:56.2         	45.9     	0.7                 	0.2                   	-87.61427    	41.8664     	196.4
03:28.9     	17:27:57.1         	43.2     	0.5                 	0.1                   	-87.61427    	41.8664     	193.8
03:30.9     	17:27:59.2         	43.6     	0.2                 	0.2                   	-87.61427    	41.8664     	194.2
03:32.0     	17:28:00.3         	42.9     	0.4                 	0.4                   	-87.61427    	41.8664     	193.5
03:32.9     	17:28:01.2         	42.9     	0.1                 	0.7                   	-87.61428    	41.8664     	193.5
03:34.0     	17:28:02.3         	40.8     	-0.6                	0.2                   	-87.61428    	41.8664     	191.4
03:34.9     	17:28:03.2         	40.5     	0.5                 	0.1                   	-87.61428    	41.8664     	191.2
03:36.0     	17:28:04.3         	41.8     	-0.2                	0.2                   	-87.61428    	41.8664     	192.4
03:36.9     	17:28:05.2         	41.9     	-0.1                	0.7                   	-87.61428    	41.8664     	192.5
03:38.1     	17:28:06.3         	45.0     	0.7                 	0.4                   	-87.61428    	41.8664     	195.6
03:39.0     	17:28:07.2         	44.2     	-0.3                	0.2                   	-87.61428    	41.8664     	194.8
03:39.9     	17:28:08.1         	42.4     	-0.6                	0.6                   	-87.61428    	41.8664     	193.1
03:41.0     	17:28:09.2         	42.7     	0.1                 	0.3                   	-87.61429    	41.8664     	193.4
03:41.9     	17:28:10.1         	42.9     	0.0                 	0.2                   	-87.61428    	41.8664     	193.6
03:43.0     	17:28:11.2         	41.9     	-0.6                	0.2                   	-87.61428    	41.8664     	192.6
03:43.9     	17:28:12.1         	42.4     	0.7                 	0.5                   	-87.61428    	41.8664     	193.1
03:45.0     	17:28:13.3         	41.9     	0.2                 	0.1                   	-87.61428    	41.8664     	192.6
03:45.9     	17:28:14.2         	40.9     	0.8                 	0.1                   	-87.61428    	41.8664     	191.6
03:47.0     	17:28:15.3         	40.6     	0.4                 	0.1                   	-87.61428    	41.8664     	191.3
03:47.9     	17:28:16.2         	40.7     	0.2                 	0.2                   	-87.61428    	41.8664     	191.4
03:49.0     	17:28:17.3         	40.4     	0.0                 	0.2                   	-87.61428    	41.8664     	191.1
03:51.0     	17:28:19.3         	39.6     	-0.2                	0.2                   	-87.61428    	41.8664     	190.3
03:52.9     	17:28:21.1         	41.5     	-0.1                	0.1                   	-87.61428    	41.8664     	192.2
03:54.0     	17:28:22.2         	42.0     	0.1                 	0.1                   	-87.61428    	41.8664     	192.7
03:56.9     	17:28:25.1         	43.8     	0.0                 	0.1                   	-87.61428    	41.8664     	194.5
03:58.0     	17:28:26.3         	44.0     	0.4                 	0.2                   	-87.61428    	41.8664     	194.7
03:58.9     	17:28:27.2         	44.3     	0.2                 	0.1                   	-87.61428    	41.8664     	195.0
04:00.0     	17:28:28.3         	44.3     	-0.2                	0.2                   	-87.61428    	41.8664     	195.0
04:00.9     	17:28:29.2         	44.4     	0.2                 	0.0                   	-87.61428    	41.8664     	195.1
04:02.0     	17:28:30.3         	44.5     	0.1                 	0.2                   	-87.61428    	41.8664     	195.1
04:02.9     	17:28:31.2         	44.4     	0.0                 	0.1                   	-87.61428    	41.8664     	195.0
04:04.0     	17:28:32.3         	44.5     	0.2                 	0.1                   	-87.61428    	41.8664     	195.1
04:05.0     	17:28:33.2         	44.7     	0.2                 	0.2                   	-87.61428    	41.8664     	195.3
04:06.1     	17:28:34.3         	44.8     	0.1                 	0.1                   	-87.61427    	41.8664     	195.4
04:07.0     	17:28:35.2         	44.9     	0.1                 	0.1                   	-87.61427    	41.8664     	195.5
04:07.9     	17:28:36.1         	44.7     	0.0                 	0.1                   	-87.61427    	41.8664     	195.3
04:09.0     	17:28:37.2         	44.7     	0.2                 	0.1                   	-87.61427    	41.8664     	195.3
04:09.9     	17:28:38.1         	44.7     	0.0                 	0.2                   	-87.61427    	41.8664     	195.3
04:11.0     	17:28:39.3         	44.7     	0.1                 	0.1                   	-87.61427    	41.8664     	195.3
04:11.9     	17:28:40.2         	44.7     	0.0                 	0.1                   	-87.61427    	41.8664     	195.3
04:13.0     	17:28:41.3         	44.5     	0.0                 	0.2                   	-87.61427    	41.8664     	195.1
04:13.9     	17:28:42.2         	44.5     	0.0                 	0.2                   	-87.61427    	41.8664     	195.1
04:15.0     	17:28:43.3         	44.8     	0.3                 	0.2                   	-87.61428    	41.8664     	195.4
04:15.9     	17:28:44.2         	44.9     	0.5                 	0.4                   	-87.61427    	41.8664     	195.5
04:17.1     	17:28:45.3         	45.2     	0.8                 	0.2                   	-87.61427    	41.8664     	195.8
04:18.0     	17:28:46.2         	45.4     	0.6                 	0.2                   	-87.61426    	41.8664     	195.9
04:19.1     	17:28:47.3         	45.4     	0.3                 	0.2                   	-87.61426    	41.8664     	195.9
04:20.0     	17:28:48.2         	45.6     	0.3                 	0.2                   	-87.61425    	41.8664     	196.0
04:20.9     	17:28:49.1         	45.9     	0.2                 	0.1                   	-87.61425    	41.8664     	196.3
04:22.0     	17:28:50.2         	45.9     	0.0                 	0.1                   	-87.61425    	41.8664     	196.3
04:22.9     	17:28:51.1         	46.0     	-0.2                	0.2                   	-87.61425    	41.8664     	196.4
04:24.0     	17:28:52.3         	46.1     	0.2                 	0.0                   	-87.61425    	41.8664     	196.5
04:24.9     	17:28:53.2         	45.8     	-0.2                	0.1                   	-87.61425    	41.8664     	196.2
04:26.0     	17:28:54.3         	45.5     	0.0                 	0.1                   	-87.61425    	41.8664     	195.9
04:26.9     	17:28:55.2         	45.7     	0.1                 	0.1                   	-87.61425    	41.8664     	196.1
04:28.0     	17:28:56.3         	45.5     	0.1                 	0.0                   	-87.61425    	41.8664     	195.9
04:28.9     	17:28:57.2         	45.2     	0.0                 	0.1                   	-87.61425    	41.8664     	195.6
04:30.1     	17:28:58.3         	45.0     	0.1                 	0.1                   	-87.61425    	41.8664     	195.4
04:31.0     	17:28:59.2         	44.8     	-0.3                	0.1                   	-87.61425    	41.8664     	195.2
04:32.1     	17:29:00.3         	44.8     	0.0                 	0.2                   	-87.61424    	41.8664     	195.2
04:33.0     	17:29:01.2         	44.7     	0.1                 	0.4                   	-87.61424    	41.8664     	195.1
04:34.1     	17:29:02.3         	44.4     	0.6                 	0.6                   	-87.61425    	41.8664     	194.8
04:35.0     	17:29:03.2         	44.0     	0.4                 	0.2                   	-87.61426    	41.8664     	194.5
04:35.9     	17:29:04.1         	44.0     	0.3                 	0.2                   	-87.61426    	41.8664     	194.5
04:37.0     	17:29:05.3         	43.8     	0.4                 	0.1                   	-87.61426    	41.8664     	194.3
04:37.9     	17:29:06.2         	44.0     	0.4                 	0.1                   	-87.61426    	41.8664     	194.5
04:39.0     	17:29:07.3         	43.8     	0.3                 	0.1                   	-87.61426    	41.8664     	194.3
04:39.9     	17:29:08.2         	44.0     	0.5                 	0.1                   	-87.61426    	41.8664     	194.5
04:41.0     	17:29:09.3         	44.9     	0.5                 	0.2                   	-87.61426    	41.8664     	195.3
04:41.9     	17:29:10.2         	45.2     	-0.2                	0.1                   	-87.61426    	41.8664     	195.6
04:43.0     	17:29:11.3         	45.3     	0.3                 	0.2                   	-87.61426    	41.8664     	195.8
04:44.0     	17:29:12.2         	45.4     	0.2                 	0.1                   	-87.61426    	41.8664     	195.9
04:45.1     	17:29:13.3         	45.0     	0.0                 	0.2                   	-87.61426    	41.8664     	195.5
04:46.0     	17:29:14.2         	45.0     	0.5                 	0.2                   	-87.61427    	41.8664     	195.5
04:48.0     	17:29:16.2         	45.2     	0.4                 	0.3                   	-87.61426    	41.8664     	195.7
04:48.9     	17:29:17.1         	45.8     	0.6                 	0.2                   	-87.61426    	41.8664     	196.3
04:52.0     	17:29:20.3         	44.9     	-0.5                	0.2                   	-87.61427    	41.8664     	195.4
04:52.9     	17:29:21.2         	45.1     	-0.3                	0.4                   	-87.61427    	41.8664     	195.6
04:54.0     	17:29:22.3         	44.8     	0.0                 	0.1                   	-87.61427    	41.8664     	195.4
04:54.9     	17:29:23.2         	44.4     	0.1                 	0.1                   	-87.61427    	41.8664     	195.0
04:56.0     	17:29:24.3         	44.3     	0.1                 	0.2                   	-87.61427    	41.8664     	194.9
04:56.9     	17:29:25.2         	44.6     	0.4                 	0.3                   	-87.61427    	41.8664     	195.2
04:58.1     	17:29:26.3         	45.3     	0.8                 	0.2                   	-87.61427    	41.8664     	195.9
04:59.0     	17:29:27.2         	45.6     	1.2                 	0.4                   	-87.61427    	41.8664     	196.2
05:00.1     	17:29:28.3         	45.3     	0.4                 	0.2                   	-87.61427    	41.8664     	195.9
05:01.0     	17:29:29.2         	45.6     	0.1                 	0.1                   	-87.61427    	41.8664     	196.2
05:02.1     	17:29:30.3         	45.9     	-0.1                	0.8                   	-87.61427    	41.8664     	196.5
05:03.0     	17:29:31.3         	45.8     	0.0                 	0.6                   	-87.61428    	41.8664     	196.4
05:03.9     	17:29:32.2         	45.5     	0.2                 	1.1                   	-87.61429    	41.8664     	196.2
05:05.0     	17:29:33.3         	44.9     	-0.6                	1.2                   	-87.61429    	41.8664     	195.6
05:05.9     	17:29:34.2         	44.7     	0.2                 	0.8                   	-87.61430    	41.8664     	195.3
05:07.0     	17:29:35.3         	44.7     	-0.9                	1.7                   	-87.61430    	41.8664     	195.3
05:07.9     	17:29:36.2         	44.7     	0.1                 	1.2                   	-87.61429    	41.8664     	195.2
05:09.0     	17:29:37.3         	45.8     	0.5                 	1.5                   	-87.61429    	41.8664     	196.2
05:09.9     	17:29:38.2         	45.7     	0.3                 	1.0                   	-87.61428    	41.8664     	196.0
05:11.1     	17:29:39.3         	45.8     	0.1                 	0.8                   	-87.61427    	41.8663     	196.0
05:12.0     	17:29:40.2         	45.9     	0.4                 	0.9                   	-87.61427    	41.8663     	196.0
05:13.1     	17:29:41.3         	46.5     	0.2                 	0.7                   	-87.61426    	41.8663     	196.5
05:14.0     	17:29:42.2         	46.6     	0.0                 	1.0                   	-87.61425    	41.8663     	196.5
05:15.1     	17:29:43.3         	46.2     	-0.2                	0.6                   	-87.61424    	41.8663     	195.9
05:16.0     	17:29:44.2         	46.4     	0.6                 	0.9                   	-87.61424    	41.8663     	196.0
05:17.1     	17:29:45.4         	46.3     	0.0                 	1.2                   	-87.61423    	41.8663     	195.7
05:18.0     	17:29:46.3         	46.6     	0.0                 	1.5                   	-87.61422    	41.8663     	195.6
05:18.9     	17:29:47.2         	46.4     	-0.1                	1.0                   	-87.61421    	41.8663     	195.1
05:20.0     	17:29:48.3         	46.5     	0.0                 	1.3                   	-87.61420    	41.8663     	194.9
05:20.9     	17:29:49.2         	46.8     	0.1                 	1.2                   	-87.61418    	41.8663     	194.8
05:22.0     	17:29:50.3         	46.5     	-1.2                	0.7                   	-87.61417    	41.8663     	194.2
05:22.9     	17:29:51.2         	46.2     	0.1                 	0.7                   	-87.61417    	41.8663     	193.6
05:24.1     	17:29:52.3         	46.6     	0.1                 	1.2                   	-87.61415    	41.8663     	193.7
05:25.0     	17:29:53.2         	47.1     	-0.1                	1.2                   	-87.61414    	41.8663     	193.8
05:26.1     	17:29:54.3         	47.5     	-0.1                	1.1                   	-87.61413    	41.8663     	193.7
05:27.0     	17:29:55.2         	48.0     	0.0                 	1.0                   	-87.61412    	41.8663     	193.8
05:28.1     	17:29:56.3         	48.4     	-0.2                	0.7                   	-87.61411    	41.8663     	193.9
05:29.0     	17:29:57.2         	48.7     	-0.1                	0.9                   	-87.61410    	41.8663     	193.9
05:30.1     	17:29:58.4         	49.3     	0.1                 	0.5                   	-87.61409    	41.8663     	194.2
05:31.0     	17:29:59.3         	49.4     	0.1                 	0.2                   	-87.61409    	41.8663     	194.2
05:31.8     	17:30:00.1         	49.1     	0.0                 	0.1                   	-87.61409    	41.8663     	194.0
05:33.0     	17:30:01.3         	49.3     	0.0                 	0.4                   	-87.61408    	41.8663     	194.0
05:33.8     	17:30:02.1         	49.2     	0.0                 	0.2                   	-87.61408    	41.8663     	194.0
05:35.0     	17:30:03.3         	49.0     	-0.4                	0.1                   	-87.61408    	41.8663     	193.8
05:35.8     	17:30:04.1         	48.6     	-0.2                	0.1                   	-87.61408    	41.8663     	193.4
05:37.0     	17:30:05.3         	48.4     	-0.2                	0.0                   	-87.61408    	41.8663     	193.2
05:37.9     	17:30:06.1         	48.2     	-0.3                	0.0                   	-87.61408    	41.8663     	193.0
05:39.1     	17:30:07.3         	47.9     	0.3                 	0.0                   	-87.61408    	41.8663     	192.7
05:39.9     	17:30:08.1         	48.0     	0.6                 	0.1                   	-87.61408    	41.8663     	192.8
05:41.1     	17:30:09.3         	48.3     	0.0                 	0.1                   	-87.61408    	41.8663     	193.1
05:41.9     	17:30:10.1         	48.4     	0.0                 	0.1                   	-87.61408    	41.8663     	193.2
05:43.1     	17:30:11.3         	48.3     	0.1                 	0.2                   	-87.61408    	41.8663     	193.2
05:44.0     	17:30:12.2         	48.5     	0.1                 	0.0                   	-87.61408    	41.8663     	193.4
05:44.9     	17:30:13.2         	48.2     	-0.2                	0.1                   	-87.61408    	41.8663     	193.0
05:46.0     	17:30:14.3         	47.5     	0.2                 	0.1                   	-87.61408    	41.8663     	192.2
05:46.9     	17:30:15.2         	47.6     	0.4                 	0.1                   	-87.61408    	41.8663     	192.3
05:47.9     	17:30:16.2         	---      	---                 	---                   	---          	---         	---
05:48.9     	17:30:17.2         	47.1     	0.3                 	0.1                   	-87.61408    	41.8663     	191.8
05:49.9     	17:30:18.2         	47.1     	0.1                 	0.1                   	-87.61408    	41.8663     	191.7
05:50.9     	17:30:19.2         	47.1     	0.0                 	0.1                   	-87.61408    	41.8663     	191.7
05:52.1     	17:30:20.3         	46.8     	-0.1                	0.0                   	-87.61408    	41.8663     	191.4
05:53.0     	17:30:21.2         	46.8     	0.0                 	0.0                   	-87.61408    	41.8663     	191.3
05:54.1     	17:30:22.3         	46.6     	-0.1                	0.1                   	-87.61408    	41.8663     	191.1
05:55.0     	17:30:23.2         	46.3     	-0.4                	0.0                   	-87.61408    	41.8663     	190.8
05:56.1     	17:30:24.3         	50.3     	6.0                 	3.6                   	-87.61410    	41.8663     	195.2
05:57.0     	17:30:25.2         	54.8     	4.1                 	5.3                   	-87.61413    	41.8662     	200.1
05:58.1     	17:30:26.4         	59.1     	5.8                 	8.1                   	-87.61421    	41.8662     	204.9
05:59.0     	17:30:27.3         	63.0     	3.7                 	1.5                   	-87.61426    	41.8662     	208.8
05:59.9     	17:30:28.2         	66.3     	3.5                 	1.3                   	-87.61427    	41.8662     	212.2
06:01.0     	17:30:29.3         	70.6     	3.0                 	5.3                   	-87.61428    	41.8662     	215.5
06:01.9     	17:30:30.2         	74.5     	3.2                 	3.3                   	-87.61431    	41.8661     	218.6
06:03.0     	17:30:31.3         	78.3     	3.6                 	6.9                   	-87.61437    	41.8661     	222.0
06:03.9     	17:30:32.2         	154.4    	1.5                 	0.2                   	-87.61441    	41.8661     	0.0
06:05.1     	17:30:33.3         	83.4     	2.4                 	3.8                   	-87.61443    	41.8661     	226.4
06:06.0     	17:30:34.2         	89.9     	5.5                 	7.6                   	-87.61448    	41.8661     	231.3
06:07.1     	17:30:35.3         	96.0     	3.8                 	2.6                   	-87.61451    	41.8660     	235.8
06:08.0     	17:30:36.2         	100.5    	4.1                 	4.1                   	-87.61453    	41.8660     	239.2
06:08.8     	17:30:37.0         	105.8    	5.1                 	5.4                   	-87.61458    	41.8660     	243.1
06:11.1     	17:30:39.4         	84.2     	5.1                 	2.3                   	-87.61461    	41.8660     	215.6
06:12.0     	17:30:40.3         	117.3    	3.7                 	5.3                   	-87.61464    	41.8660     	253.4
06:12.8     	17:30:41.1         	121.9    	4.4                 	6.0                   	-87.61471    	41.8660     	256.3
06:14.0     	17:30:42.3         	125.3    	1.4                 	1.5                   	-87.61474    	41.8659     	258.7
06:14.8     	17:30:43.1         	130.1    	4.5                 	4.0                   	-87.61474    	41.8659     	263.0
06:16.0     	17:30:44.3         	133.8    	2.8                 	4.7                   	-87.61476    	41.8659     	265.6
06:20.1     	17:30:48.3         	149.8    	3.3                 	3.6                   	-87.61487    	41.8658     	276.2
06:20.9     	17:30:49.1         	154.9    	3.5                 	6.2                   	-87.61493    	41.8658     	280.0
06:22.1     	17:30:50.3         	158.9    	0.8                 	5.2                   	-87.61497    	41.8658     	281.7
06:22.9     	17:30:51.1         	162.5    	1.1                 	1.8                   	-87.61497    	41.8658     	284.9
06:24.1     	17:30:52.3         	166.0    	3.3                 	2.0                   	-87.61497    	41.8658     	289.3
06:24.9     	17:30:53.2         	170.6    	2.6                 	5.4                   	-87.61501    	41.8658     	293.0
06:26.1     	17:30:54.4         	176.5    	3.7                 	4.2                   	-87.61506    	41.8657     	297.2
06:26.9     	17:30:55.2         	181.3    	3.3                 	2.8                   	-87.61509    	41.8657     	300.7
06:27.8     	17:30:56.1         	186.2    	3.9                 	3.1                   	-87.61511    	41.8657     	304.8
06:28.9     	17:30:57.2         	190.7    	4.5                 	2.7                   	-87.61514    	41.8657     	308.3
06:29.8     	17:30:58.1         	195.0    	4.6                 	1.5                   	-87.61516    	41.8657     	312.0
06:31.0     	17:30:59.2         	199.3    	3.3                 	3.5                   	-87.61518    	41.8656     	315.5
06:31.9     	17:31:00.1         	203.7    	2.1                 	5.6                   	-87.61520    	41.8656     	317.7
06:33.0     	17:31:01.2         	208.9    	3.2                 	5.3                   	-87.61525    	41.8656     	320.5
06:33.9     	17:31:02.1         	213.2    	2.7                 	3.3                   	-87.61530    	41.8656     	323.1
06:35.0     	17:31:03.2         	216.7    	2.5                 	2.0                   	-87.61533    	41.8656     	325.8
06:35.9     	17:31:04.1         	219.5    	2.6                 	3.1                   	-87.61535    	41.8655     	327.4
06:37.0     	17:31:05.3         	224.0    	2.9                 	4.2                   	-87.61538    	41.8655     	330.6
06:37.9     	17:31:06.2         	228.9    	4.0                 	2.7                   	-87.61542    	41.8655     	334.4
06:39.0     	17:31:07.3         	233.5    	5.1                 	3.0                   	-87.61544    	41.8655     	338.0
06:39.9     	17:31:08.2         	238.2    	4.0                 	5.3                   	-87.61547    	41.8655     	340.8
06:41.0     	17:31:09.3         	244.0    	3.6                 	5.0                   	-87.61551    	41.8654     	344.6
06:41.9     	17:31:10.2         	248.1    	2.3                 	3.7                   	-87.61556    	41.8654     	347.2
06:42.8     	17:31:11.1         	252.7    	3.9                 	3.6                   	-87.61560    	41.8654     	350.6
06:43.9     	17:31:12.2         	257.3    	2.6                 	3.9                   	-87.61563    	41.8654     	353.6
06:44.9     	17:31:13.1         	261.8    	2.9                 	3.7                   	-87.61565    	41.8654     	356.5
06:46.0     	17:31:14.2         	265.6    	5.9                 	2.3                   	-87.61567    	41.8654     	359.5
06:47.0     	17:31:15.2         	270.4    	5.1                 	3.3                   	-87.61571    	41.8654     	364.2
06:48.0     	17:31:16.2         	274.2    	4.5                 	3.4                   	-87.61575    	41.8654     	367.1
06:49.0     	17:31:17.2         	279.3    	4.4                 	3.7                   	-87.61579    	41.8653     	371.1
06:50.0     	17:31:18.2         	284.4    	4.4                 	3.9                   	-87.61584    	41.8653     	374.7
06:51.0     	17:31:19.3         	289.7    	4.3                 	3.3                   	-87.61587    	41.8653     	378.8
06:52.0     	17:31:20.3         	295.5    	4.5                 	3.8                   	-87.61590    	41.8653     	383.4
06:52.9     	17:31:21.2         	300.6    	3.6                 	3.4                   	-87.61594    	41.8653     	387.2
06:54.0     	17:31:22.3         	305.5    	3.4                 	2.9                   	-87.61597    	41.8653     	391.0
06:54.9     	17:31:23.2         	309.9    	3.3                 	2.6                   	-87.61600    	41.8652     	394.6
06:55.8     	17:31:24.1         	313.8    	2.1                 	3.3                   	-87.61603    	41.8652     	397.3
06:57.0     	17:31:25.2         	319.1    	3.5                 	3.4                   	-87.61606    	41.8652     	401.5
06:57.9     	17:31:26.1         	323.4    	2.2                 	3.5                   	-87.61609    	41.8652     	404.3
06:59.1     	17:31:27.3         	328.2    	4.1                 	3.6                   	-87.61612    	41.8652     	407.6
06:59.9     	17:31:28.1         	333.1    	3.5                 	2.8                   	-87.61616    	41.8652     	411.6
07:01.1     	17:31:29.3         	337.1    	3.3                 	1.5                   	-87.61618    	41.8652     	415.3
07:01.9     	17:31:30.1         	340.6    	2.6                 	1.8                   	-87.61620    	41.8652     	418.6
07:03.0     	17:31:31.2         	343.9    	1.8                 	2.4                   	-87.61621    	41.8651     	421.2
07:03.9     	17:31:32.2         	347.9    	3.1                 	3.0                   	-87.61623    	41.8651     	424.3
07:05.1     	17:31:33.4         	351.5    	2.4                 	2.4                   	-87.61625    	41.8651     	426.8
07:05.9     	17:31:34.2         	355.0    	3.0                 	1.9                   	-87.61627    	41.8651     	429.7
07:07.1     	17:31:35.4         	358.4    	2.7                 	1.9                   	-87.61629    	41.8651     	432.6
07:07.9     	17:31:36.2         	362.1    	3.2                 	2.5                   	-87.61631    	41.8651     	435.8
07:08.8     	17:31:37.1         	365.6    	4.2                 	2.5                   	-87.61632    	41.8651     	438.5
07:09.9     	17:31:38.2         	368.4    	3.2                 	2.1                   	-87.61634    	41.8650     	440.4
07:10.9     	17:31:39.1         	372.8    	4.2                 	2.5                   	-87.61636    	41.8650     	444.2
07:12.0     	17:31:40.2         	377.2    	2.9                 	2.6                   	-87.61638    	41.8650     	447.9
07:12.9     	17:31:41.1         	381.0    	2.9                 	2.7                   	-87.61640    	41.8650     	450.7
07:14.0     	17:31:42.2         	385.6    	2.8                 	2.7                   	-87.61642    	41.8650     	454.6
