Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
00:35.6     	12:08:17.2         	4.0      	0.2                 	0.1                   	-87.61427    	41.8664     	185.1
00:36.5     	12:08:18.1         	4.2      	-0.3                	0.2                   	-87.61427    	41.8664     	184.7
00:37.6     	12:08:19.2         	4.2      	0.1                 	0.1                   	-87.61427    	41.8664     	184.9
00:38.5     	12:08:20.1         	4.2      	0.3                 	0.1                   	-87.61427    	41.8664     	185.1
00:39.6     	12:08:21.2         	4.0      	-0.1                	0.0                   	-87.61427    	41.8664     	185.7
00:40.5     	12:08:22.1         	4.2      	-0.2                	0.4                   	-87.61427    	41.8664     	185.7
00:41.6     	12:08:23.2         	4.4      	0.6                 	0.4                   	-87.61427    	41.8664     	185.8
00:42.5     	12:08:24.2         	4.6      	0.0                 	0.0                   	-87.61427    	41.8664     	185.5
00:43.3     	12:08:25.0         	5.1      	0.0                 	0.1                   	-87.61428    	41.8664     	185.1
00:44.5     	12:08:26.2         	5.0      	0.2                 	0.2                   	-87.61427    	41.8664     	185.7
00:45.3     	12:08:27.0         	5.0      	0.4                 	0.6                   	-87.61427    	41.8664     	185.9
00:46.6     	12:08:28.2         	4.8      	0.1                 	0.2                   	-87.61427    	41.8664     	186.3
00:47.4     	12:08:29.0         	4.8      	0.2                 	0.1                   	-87.61427    	41.8664     	186.5
00:48.6     	12:08:30.2         	5.0      	-0.1                	0.3                   	-87.61428    	41.8664     	186.5
00:49.4     	12:08:31.0         	5.1      	-0.1                	0.3                   	-87.61428    	41.8664     	186.4
00:50.6     	12:08:32.2         	5.0      	0.1                 	0.1                   	-87.61428    	41.8664     	186.0
00:51.4     	12:08:33.0         	4.3      	0.0                 	0.1                   	-87.61427    	41.8664     	186.0
00:52.6     	12:08:34.2         	4.1      	0.0                 	0.1                   	-87.61427    	41.8664     	186.4
00:53.4     	12:08:35.0         	4.2      	-0.1                	0.1                   	-87.61427    	41.8664     	186.2
00:54.6     	12:08:36.2         	3.9      	0.1                 	0.0                   	-87.61427    	41.8664     	185.9
00:55.4     	12:08:37.0         	3.7      	0.5                 	1.1                   	-87.61426    	41.8664     	185.6
00:56.6     	12:08:38.3         	3.0      	1.8                 	0.5                   	-87.61425    	41.8664     	186.7
00:57.5     	12:08:39.2         	3.0      	0.1                 	0.2                   	-87.61425    	41.8664     	186.9
00:58.4     	12:08:40.1         	2.9      	0.0                 	0.7                   	-87.61425    	41.8664     	186.8
00:59.5     	12:08:41.2         	3.2      	0.2                 	0.2                   	-87.61426    	41.8664     	185.5
01:00.5     	12:08:42.1         	3.0      	0.2                 	0.0                   	-87.61425    	41.8664     	186.1
01:01.6     	12:08:43.2         	2.7      	0.6                 	0.2                   	-87.61426    	41.8664     	186.8
01:02.5     	12:08:44.1         	2.5      	0.2                 	0.2                   	-87.61426    	41.8664     	187.3
01:03.6     	12:08:45.2         	2.7      	-0.8                	0.2                   	-87.61426    	41.8664     	186.8
01:04.5     	12:08:46.1         	2.8      	0.0                 	0.2                   	-87.61426    	41.8664     	186.3
01:05.5     	12:08:47.1         	2.6      	0.7                 	0.1                   	-87.61426    	41.8664     	186.4
01:06.5     	12:08:48.1         	2.4      	-0.2                	0.2                   	-87.61426    	41.8664     	186.4
01:07.6     	12:08:49.2         	2.7      	-0.1                	0.5                   	-87.61426    	41.8664     	186.4
01:08.5     	12:08:50.2         	3.3      	0.6                 	0.4                   	-87.61427    	41.8664     	186.4
01:09.6     	12:08:51.3         	3.3      	1.2                 	0.5                   	-87.61427    	41.8664     	187.3
01:10.5     	12:08:52.2         	3.3      	0.0                 	0.2                   	-87.61427    	41.8664     	185.7
01:11.4     	12:08:53.1         	2.5      	0.5                 	0.5                   	-87.61427    	41.8664     	186.8
01:12.5     	12:08:54.2         	1.9      	0.2                 	0.1                   	-87.61427    	41.8664     	186.9
01:13.5     	12:08:55.1         	2.3      	0.0                 	0.0                   	-87.61427    	41.8664     	186.0
01:14.6     	12:08:56.2         	3.2      	0.3                 	0.1                   	-87.61427    	41.8664     	185.0
01:15.5     	12:08:57.1         	2.6      	0.0                 	0.1                   	-87.61426    	41.8664     	185.0
01:16.6     	12:08:58.2         	3.2      	0.3                 	0.2                   	-87.61426    	41.8664     	184.2
01:17.5     	12:08:59.1         	3.2      	0.1                 	0.0                   	-87.61426    	41.8664     	184.2
01:18.6     	12:09:00.2         	3.1      	-0.1                	0.0                   	-87.61426    	41.8664     	184.2
01:19.5     	12:09:01.1         	3.1      	0.0                 	0.1                   	-87.61426    	41.8664     	184.2
01:20.6     	12:09:02.3         	3.1      	0.1                 	0.1                   	-87.61426    	41.8664     	184.1
01:21.5     	12:09:03.2         	3.1      	0.0                 	0.0                   	-87.61426    	41.8664     	184.1
01:22.5     	12:09:04.2         	3.2      	-0.2                	0.1                   	-87.61426    	41.8664     	184.0
01:23.5     	12:09:05.2         	3.1      	0.0                 	0.0                   	-87.61426    	41.8664     	184.1
01:24.6     	12:09:06.3         	2.9      	0.1                 	0.1                   	-87.61426    	41.8664     	184.3
01:25.6     	12:09:07.2         	2.8      	0.3                 	0.1                   	-87.61426    	41.8664     	184.5
01:26.4     	12:09:08.0         	2.6      	0.2                 	0.0                   	-87.61426    	41.8664     	184.7
01:27.6     	12:09:09.2         	2.6      	0.0                 	0.1                   	-87.61426    	41.8664     	184.8
01:28.4     	12:09:10.0         	2.5      	0.1                 	0.0                   	-87.61426    	41.8664     	185.0
01:29.6     	12:09:11.2         	2.6      	0.0                 	0.0                   	-87.61426    	41.8664     	185.0
01:30.4     	12:09:12.0         	2.5      	0.2                 	0.1                   	-87.61425    	41.8664     	185.1
01:31.6     	12:09:13.2         	2.5      	0.1                 	0.0                   	-87.61425    	41.8664     	185.2
01:32.4     	12:09:14.0         	2.5      	0.0                 	0.1                   	-87.61425    	41.8664     	185.2
01:33.6     	12:09:15.2         	2.4      	0.0                 	0.0                   	-87.61425    	41.8664     	185.2
01:34.4     	12:09:16.0         	2.3      	0.2                 	0.0                   	-87.61425    	41.8664     	185.4
01:35.6     	12:09:17.2         	2.3      	0.2                 	0.1                   	-87.61425    	41.8664     	185.4
01:36.4     	12:09:18.1         	2.2      	0.2                 	0.0                   	-87.61425    	41.8664     	185.7
01:37.6     	12:09:19.3         	2.3      	-0.2                	0.0                   	-87.61425    	41.8664     	185.4
01:38.4     	12:09:20.1         	2.3      	-0.1                	0.1                   	-87.61425    	41.8664     	185.2
01:39.3     	12:09:21.0         	2.3      	0.0                 	0.1                   	-87.61425    	41.8664     	185.2
01:40.4     	12:09:22.1         	2.1      	0.1                 	0.0                   	-87.61425    	41.8664     	185.3
01:41.4     	12:09:23.0         	2.0      	0.1                 	0.1                   	-87.61425    	41.8664     	185.4
01:42.5     	12:09:24.1         	1.9      	0.0                 	0.1                   	-87.61425    	41.8664     	185.4
01:43.4     	12:09:25.0         	1.8      	-0.1                	0.0                   	-87.61425    	41.8664     	185.4
01:44.5     	12:09:26.1         	1.8      	0.1                 	0.1                   	-87.61425    	41.8664     	185.3
01:45.4     	12:09:27.0         	1.9      	0.1                 	0.1                   	-87.61425    	41.8664     	185.2
01:46.5     	12:09:28.1         	1.9      	0.1                 	0.1                   	-87.61425    	41.8664     	185.2
01:47.4     	12:09:29.0         	2.0      	0.2                 	0.2                   	-87.61425    	41.8664     	185.2
01:48.5     	12:09:30.1         	1.9      	0.2                 	0.1                   	-87.61425    	41.8664     	185.3
01:49.5     	12:09:31.1         	1.7      	0.2                 	0.1                   	-87.61425    	41.8664     	185.4
01:50.5     	12:09:32.2         	1.7      	0.0                 	0.1                   	-87.61425    	41.8664     	185.4
01:51.5     	12:09:33.2         	1.7      	0.0                 	0.1                   	-87.61425    	41.8664     	185.4
01:52.6     	12:09:34.3         	1.6      	0.9                 	0.4                   	-87.61425    	41.8664     	185.7
01:53.5     	12:09:35.2         	1.6      	0.0                 	0.1                   	-87.61425    	41.8664     	186.0
01:54.4     	12:09:36.1         	1.4      	0.1                 	0.0                   	-87.61425    	41.8664     	186.1
01:55.6     	12:09:37.2         	1.5      	0.1                 	0.1                   	-87.61425    	41.8664     	186.0
01:56.5     	12:09:38.1         	1.8      	0.2                 	0.0                   	-87.61425    	41.8664     	186.1
01:57.6     	12:09:39.2         	1.7      	-0.1                	0.1                   	-87.61425    	41.8664     	186.3
01:58.5     	12:09:40.1         	1.6      	0.0                 	0.1                   	-87.61425    	41.8664     	186.5
01:59.6     	12:09:41.2         	1.8      	0.0                 	0.2                   	-87.61425    	41.8664     	186.4
02:00.5     	12:09:42.1         	2.1      	-0.1                	0.5                   	-87.61426    	41.8664     	186.3
02:01.6     	12:09:43.2         	2.2      	0.0                 	0.2                   	-87.61426    	41.8664     	185.9
02:02.5     	12:09:44.1         	2.6      	0.3                 	1.0                   	-87.61427    	41.8664     	186.0
02:03.6     	12:09:45.2         	2.8      	-0.2                	0.4                   	-87.61427    	41.8664     	186.1
02:04.5     	12:09:46.1         	2.8      	0.3                 	0.7                   	-87.61428    	41.8664     	186.2
02:05.6     	12:09:47.3         	3.0      	0.6                 	1.2                   	-87.61429    	41.8664     	186.8
02:06.5     	12:09:48.2         	3.1      	-0.1                	1.1                   	-87.61429    	41.8664     	187.0
02:07.3     	12:09:49.0         	3.2      	-0.3                	1.2                   	-87.61429    	41.8664     	186.9
02:08.6     	12:09:50.2         	3.3      	0.0                 	1.6                   	-87.61428    	41.8664     	186.8
02:09.4     	12:09:51.0         	3.6      	0.2                 	1.1                   	-87.61428    	41.8664     	187.2
02:10.6     	12:09:52.2         	4.1      	0.5                 	1.3                   	-87.61427    	41.8664     	187.3
02:11.4     	12:09:53.0         	4.9      	0.2                 	1.5                   	-87.61426    	41.8663     	187.8
02:12.6     	12:09:54.2         	5.8      	0.1                 	1.4                   	-87.61425    	41.8663     	188.0
02:13.4     	12:09:55.0         	6.7      	-0.4                	1.5                   	-87.61423    	41.8663     	187.8
02:14.6     	12:09:56.2         	8.0      	0.0                 	1.8                   	-87.61422    	41.8663     	187.7
02:15.4     	12:09:57.0         	9.2      	0.2                 	1.2                   	-87.61420    	41.8663     	187.5
02:16.6     	12:09:58.2         	10.1     	0.2                 	1.4                   	-87.61419    	41.8663     	187.3
02:17.4     	12:09:59.0         	11.2     	-0.3                	1.4                   	-87.61417    	41.8663     	187.2
02:18.6     	12:10:00.3         	12.6     	0.1                 	1.7                   	-87.61415    	41.8663     	187.0
02:19.4     	12:10:01.1         	14.0     	0.0                 	1.5                   	-87.61414    	41.8663     	187.1
02:20.6     	12:10:02.3         	15.6     	-0.1                	1.6                   	-87.61412    	41.8663     	186.9
02:21.4     	12:10:03.1         	17.2     	0.0                 	1.6                   	-87.61410    	41.8663     	187.0
02:22.4     	12:10:04.0         	18.4     	0.0                 	1.1                   	-87.61408    	41.8663     	186.7
02:23.5     	12:10:05.1         	19.5     	0.0                 	0.6                   	-87.61407    	41.8663     	186.3
02:24.4     	12:10:06.0         	20.0     	0.5                 	0.3                   	-87.61407    	41.8663     	186.5
02:25.5     	12:10:07.1         	20.4     	0.9                 	0.3                   	-87.61406    	41.8663     	186.8
02:26.4     	12:10:08.0         	20.3     	0.1                 	0.1                   	-87.61406    	41.8663     	186.6
02:27.5     	12:10:09.1         	20.4     	0.0                 	0.1                   	-87.61406    	41.8663     	186.6
02:28.4     	12:10:10.0         	20.4     	0.2                 	0.0                   	-87.61406    	41.8663     	187.1
02:29.5     	12:10:11.1         	20.3     	0.0                 	0.0                   	-87.61406    	41.8663     	187.6
02:30.4     	12:10:12.0         	20.2     	0.1                 	0.1                   	-87.61407    	41.8663     	188.0
02:31.5     	12:10:13.2         	20.3     	-0.2                	0.0                   	-87.61406    	41.8663     	188.1
02:32.4     	12:10:14.1         	20.5     	0.1                 	0.2                   	-87.61406    	41.8663     	188.1
02:33.5     	12:10:15.2         	20.7     	0.0                 	0.1                   	-87.61406    	41.8663     	188.1
02:34.5     	12:10:16.2         	20.8     	0.4                 	0.2                   	-87.61406    	41.8663     	188.5
02:35.4     	12:10:17.1         	20.9     	0.1                 	0.1                   	-87.61406    	41.8663     	189.0
02:36.6     	12:10:18.2         	20.9     	-0.1                	0.1                   	-87.61406    	41.8663     	188.9
02:37.5     	12:10:19.1         	21.0     	-0.3                	0.1                   	-87.61406    	41.8663     	188.8
02:38.6     	12:10:20.2         	20.9     	0.0                 	0.0                   	-87.61406    	41.8663     	188.4
02:39.5     	12:10:21.1         	20.9     	0.1                 	0.1                   	-87.61406    	41.8663     	188.7
02:40.6     	12:10:22.2         	20.7     	0.0                 	0.1                   	-87.61406    	41.8663     	188.7
02:41.5     	12:10:23.1         	20.6     	0.0                 	0.1                   	-87.61407    	41.8663     	188.9
02:42.6     	12:10:24.2         	20.9     	3.8                 	1.0                   	-87.61407    	41.8663     	190.9
02:43.5     	12:10:25.1         	22.4     	4.6                 	4.8                   	-87.61409    	41.8662     	195.2
02:44.6     	12:10:26.2         	26.2     	4.6                 	5.8                   	-87.61413    	41.8662     	199.7
02:45.5     	12:10:27.1         	30.5     	4.6                 	4.8                   	-87.61416    	41.8662     	203.3
02:46.6     	12:10:28.3         	32.5     	1.9                 	4.7                   	-87.61421    	41.8662     	206.1
02:47.5     	12:10:29.2         	34.0     	2.4                 	2.3                   	-87.61424    	41.8661     	208.0
02:48.6     	12:10:30.3         	37.5     	0.4                 	4.9                   	-87.61424    	41.8661     	209.1
02:49.5     	12:10:31.2         	42.9     	3.6                 	5.4                   	-87.61427    	41.8661     	211.8
02:50.4     	12:10:32.1         	48.2     	2.8                 	3.7                   	-87.61429    	41.8660     	215.1
02:51.6     	12:10:33.2         	53.2     	5.2                 	3.3                   	-87.61428    	41.8660     	219.3
02:52.5     	12:10:34.1         	58.1     	4.8                 	3.8                   	-87.61429    	41.8660     	224.5
02:53.6     	12:10:35.2         	61.4     	3.8                 	3.2                   	-87.61433    	41.8660     	228.6
02:54.5     	12:10:36.1         	63.9     	3.3                 	1.7                   	-87.61434    	41.8660     	231.8
02:55.6     	12:10:37.2         	67.9     	3.3                 	5.1                   	-87.61433    	41.8660     	234.4
02:56.5     	12:10:38.1         	73.6     	4.0                 	5.7                   	-87.61435    	41.8659     	237.6
02:57.6     	12:10:39.2         	78.2     	3.6                 	1.9                   	-87.61439    	41.8659     	241.0
02:58.5     	12:10:40.1         	82.5     	3.9                 	4.3                   	-87.61438    	41.8659     	244.6
02:59.6     	12:10:41.2         	88.4     	3.6                 	5.7                   	-87.61439    	41.8658     	248.2
03:00.5     	12:10:42.2         	94.0     	3.5                 	6.2                   	-87.61444    	41.8658     	251.8
03:01.6     	12:10:43.3         	100.2    	7.4                 	1.8                   	-87.61448    	41.8658     	258.1
03:02.5     	12:10:44.2         	106.6    	4.3                 	5.3                   	-87.61448    	41.8657     	263.7
03:03.6     	12:10:45.3         	112.5    	0.4                 	8.0                   	-87.61448    	41.8657     	265.7
03:04.5     	12:10:46.2         	120.2    	5.0                 	6.6                   	-87.61450    	41.8656     	269.3
03:05.4     	12:10:47.0         	126.7    	4.2                 	3.9                   	-87.61454    	41.8656     	273.8
03:06.6     	12:10:48.2         	130.7    	4.0                 	4.0                   	-87.61459    	41.8656     	277.9
03:07.4     	12:10:49.0         	135.0    	5.5                 	2.2                   	-87.61463    	41.8656     	283.0
03:08.6     	12:10:50.2         	140.1    	4.1                 	2.3                   	-87.61465    	41.8656     	288.3
03:09.4     	12:10:51.0         	144.6    	4.2                 	1.9                   	-87.61465    	41.8655     	292.7
03:12.6     	12:10:54.2         	161.6    	5.1                 	4.1                   	-87.61476    	41.8655     	305.8
03:13.4     	12:10:55.0         	166.2    	2.5                 	2.5                   	-87.61477    	41.8655     	309.6
03:14.6     	12:10:56.3         	---      	---                 	---                   	---          	---         	---
03:15.5     	12:10:57.2         	173.7    	5.2                 	4.3                   	-87.61475    	41.8654     	318.3
03:16.6     	12:10:58.3         	180.0    	3.3                 	7.0                   	-87.61480    	41.8654     	322.0
03:17.5     	12:10:59.2         	186.3    	4.1                 	3.3                   	-87.61483    	41.8654     	326.1
03:18.4     	12:11:00.1         	190.2    	3.3                 	0.2                   	-87.61483    	41.8653     	329.8
03:19.6     	12:11:01.2         	193.5    	4.3                 	3.1                   	-87.61485    	41.8653     	333.7
03:20.5     	12:11:02.1         	199.8    	5.3                 	6.8                   	-87.61490    	41.8653     	338.8
03:21.6     	12:11:03.2         	207.0    	4.3                 	4.4                   	-87.61493    	41.8653     	343.6
03:22.5     	12:11:04.1         	211.4    	3.4                 	2.7                   	-87.61492    	41.8653     	347.5
03:23.6     	12:11:05.2         	214.5    	3.1                 	2.4                   	-87.61489    	41.8652     	351.2
03:24.5     	12:11:06.1         	218.4    	2.9                 	4.0                   	-87.61488    	41.8652     	354.4
03:25.6     	12:11:07.2         	224.2    	5.7                 	6.7                   	-87.61492    	41.8652     	357.4
03:26.5     	12:11:08.1         	230.9    	7.7                 	3.3                   	-87.61495    	41.8651     	362.2
03:27.6     	12:11:09.2         	234.7    	3.3                 	2.4                   	-87.61495    	41.8651     	366.1
03:28.5     	12:11:10.2         	237.0    	4.3                 	3.0                   	-87.61492    	41.8651     	369.5
03:29.6     	12:11:11.3         	240.1    	3.3                 	1.6                   	-87.61490    	41.8651     	373.2
03:30.5     	12:11:12.2         	243.6    	2.7                 	2.5                   	-87.61490    	41.8651     	375.8
03:31.4     	12:11:13.1         	247.7    	3.5                 	2.7                   	-87.61491    	41.8651     	379.0
03:32.5     	12:11:14.2         	252.0    	4.0                 	2.1                   	-87.61491    	41.8650     	382.7
03:33.5     	12:11:15.1         	256.0    	2.7                 	2.3                   	-87.61492    	41.8650     	386.1
03:34.6     	12:11:16.2         	259.1    	3.6                 	1.0                   	-87.61494    	41.8650     	389.2
03:36.6     	12:11:18.2         	263.2    	3.9                 	1.6                   	-87.61496    	41.8650     	394.3
03:37.5     	12:11:19.1         	266.2    	3.1                 	1.8                   	-87.61498    	41.8650     	397.6
03:38.6     	12:11:20.2         	269.9    	3.7                 	2.5                   	-87.61499    	41.8650     	400.9
03:39.5     	12:11:21.1         	274.0    	3.3                 	2.6                   	-87.61500    	41.8650     	404.2
03:40.6     	12:11:22.2         	277.1    	2.8                 	0.5                   	-87.61499    	41.8650     	407.1
03:41.5     	12:11:23.1         	279.5    	3.4                 	2.2                   	-87.61500    	41.8650     	410.2
03:42.6     	12:11:24.2         	281.6    	2.8                 	2.4                   	-87.61503    	41.8650     	413.1
03:43.5     	12:11:25.2         	251.3    	3.4                 	1.4                   	-87.61505    	41.8650     	0.0
03:45.5     	12:11:27.2         	287.1    	1.8                 	1.5                   	-87.61505    	41.8650     	418.4
03:46.4     	12:11:28.0         	293.2    	4.7                 	2.0                   	-87.61506    	41.8650     	423.5
03:47.6     	12:11:29.2         	296.8    	2.3                 	1.9                   	-87.61507    	41.8649     	426.6
03:48.4     	12:11:30.0         	300.0    	3.1                 	2.5                   	-87.61507    	41.8649     	429.1
03:49.6     	12:11:31.2         	303.4    	3.0                 	1.9                   	-87.61506    	41.8649     	432.1
03:50.4     	12:11:32.0         	305.9    	3.5                 	0.7                   	-87.61504    	41.8649     	435.1
03:51.6     	12:11:33.2         	308.3    	3.9                 	1.4                   	-87.61505    	41.8649     	438.4
03:52.4     	12:11:34.0         	311.8    	4.0                 	2.4                   	-87.61507    	41.8649     	442.5
03:53.6     	12:11:35.2         	315.3    	2.5                 	3.4                   	-87.61510    	41.8649     	445.5
03:54.4     	12:11:36.1         	319.2    	4.0                 	3.5                   	-87.61514    	41.8649     	448.7
03:55.6     	12:11:37.3         	322.7    	5.4                 	2.2                   	-87.61517    	41.8649     	451.7
03:56.4     	12:11:38.1         	325.7    	5.7                 	0.9                   	-87.61518    	41.8649     	454.5
03:57.6     	12:11:39.3         	328.6    	3.7                 	0.6                   	-87.61518    	41.8649     	457.6
03:58.4     	12:11:40.1         	331.4    	4.2                 	0.8                   	-87.61518    	41.8649     	461.0
03:59.5     	12:11:41.1         	334.1    	3.7                 	1.3                   	-87.61519    	41.8649     	464.4
04:01.4     	12:11:43.0         	339.2    	2.0                 	1.6                   	-87.61522    	41.8649     	470.0
04:02.5     	12:11:44.1         	341.7    	3.1                 	2.6                   	-87.61524    	41.8649     	472.5
04:03.5     	12:11:45.1         	344.4    	2.7                 	2.9                   	-87.61527    	41.8649     	475.3
04:04.5     	12:11:46.1         	346.6    	3.0                 	1.7                   	-87.61529    	41.8649     	477.9
04:05.5     	12:11:47.1         	348.7    	3.8                 	0.2                   	-87.61530    	41.8649     	480.5
04:06.6     	12:11:48.2         	351.5    	3.9                 	0.5                   	-87.61530    	41.8649     	483.8
04:07.5     	12:11:49.1         	354.4    	3.0                 	1.1                   	-87.61531    	41.8649     	487.0
04:08.6     	12:11:50.2         	357.7    	3.8                 	1.2                   	-87.61532    	41.8649     	490.5
04:09.5     	12:11:51.2         	361.1    	3.7                 	1.5                   	-87.61534    	41.8649     	494.0
04:10.6     	12:11:52.3         	364.4    	3.7                 	2.1                   	-87.61536    	41.8649     	497.4
04:11.5     	12:11:53.2         	367.0    	2.7                 	2.3                   	-87.61538    	41.8649     	500.3
04:12.4     	12:11:54.1         	369.1    	2.9                 	1.7                   	-87.61540    	41.8649     	502.7
04:13.5     	12:11:55.2         	372.1    	3.6                 	0.6                   	-87.61542    	41.8649     	506.0
04:14.4     	12:11:56.1         	374.9    	3.2                 	0.2                   	-87.61542    	41.8649     	509.1
04:15.6     	12:11:57.2         	377.6    	5.9                 	1.1                   	-87.61542    	41.8649     	512.3
04:16.5     	12:11:58.1         	381.1    	4.6                 	1.6                   	-87.61544    	41.8649     	516.5
04:17.6     	12:11:59.2         	384.6    	3.8                 	1.9                   	-87.61545    	41.8649     	520.4
04:18.5     	12:12:00.1         	387.8    	2.7                 	2.5                   	-87.61548    	41.8649     	523.4
04:19.6     	12:12:01.2         	391.3    	3.3                 	3.3                   	-87.61551    	41.8649     	526.5
04:20.5     	12:12:02.1         	394.7    	3.4                 	3.0                   	-87.61555    	41.8649     	529.5
04:21.6     	12:12:03.2         	397.4    	2.5                 	2.2                   	-87.61558    	41.8649     	532.1
04:22.5     	12:12:04.1         	400.0    	3.9                 	1.8                   	-87.61560    	41.8649     	535.1
04:23.6     	12:12:05.2         	402.6    	2.8                 	1.5                   	-87.61561    	41.8649     	538.1
04:24.5     	12:12:06.1         	404.9    	4.0                 	1.3                   	-87.61562    	41.8649     	540.9
04:25.6     	12:12:07.3         	406.9    	4.0                 	0.8                   	-87.61563    	41.8650     	543.3
04:26.5     	12:12:08.2         	409.5    	6.6                 	1.3                   	-87.61564    	41.8650     	546.0
04:27.3     	12:12:09.0         	413.1    	4.0                 	1.8                   	-87.61565    	41.8649     	549.3
04:28.5     	12:12:10.2         	416.6    	4.5                 	1.4                   	-87.61567    	41.8649     	552.6
04:29.4     	12:12:11.0         	419.4    	2.7                 	1.3                   	-87.61568    	41.8649     	555.4
04:30.6     	12:12:12.2         	422.6    	4.4                 	2.2                   	-87.61570    	41.8649     	558.7
04:31.5     	12:12:13.1         	425.8    	3.5                 	2.7                   	-87.61573    	41.8650     	562.1
04:32.6     	12:12:14.2         	429.2    	3.7                 	2.1                   	-87.61576    	41.8650     	565.5
04:33.5     	12:12:15.1         	432.2    	3.0                 	1.7                   	-87.61578    	41.8650     	568.6
04:34.6     	12:12:16.2         	435.1    	3.6                 	1.7                   	-87.61580    	41.8650     	571.6
04:35.5     	12:12:17.1         	437.9    	4.3                 	0.9                   	-87.61581    	41.8650     	574.6
04:36.6     	12:12:18.2         	440.3    	3.0                 	0.4                   	-87.61582    	41.8650     	577.3
04:37.5     	12:12:19.1         	443.5    	3.7                 	0.9                   	-87.61582    	41.8650     	580.7
04:38.6     	12:12:20.2         	446.9    	3.2                 	1.4                   	-87.61584    	41.8650     	584.2
04:39.5     	12:12:21.2         	450.1    	3.3                 	1.5                   	-87.61585    	41.8650     	587.4
04:40.6     	12:12:22.3         	453.1    	3.3                 	2.0                   	-87.61587    	41.8650     	590.2
04:41.5     	12:12:23.2         	456.0    	2.8                 	2.4                   	-87.61590    	41.8650     	593.0
04:42.4     	12:12:24.1         	458.8    	3.4                 	2.2                   	-87.61592    	41.8650     	595.8
04:43.6     	12:12:25.2         	461.6    	3.1                 	1.2                   	-87.61594    	41.8650     	598.8
04:44.5     	12:12:26.1         	464.4    	3.7                 	1.0                   	-87.61595    	41.8650     	602.0
04:45.6     	12:12:27.2         	467.4    	5.1                 	0.6                   	-87.61595    	41.8650     	605.5
04:46.5     	12:12:28.1         	470.2    	3.8                 	0.3                   	-87.61595    	41.8650     	608.6
04:47.6     	12:12:29.2         	473.5    	4.0                 	1.2                   	-87.61595    	41.8650     	612.0
04:48.5     	12:12:30.1         	476.9    	2.9                 	1.4                   	-87.61595    	41.8650     	615.2
