Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00000.0  	  996.0       	  31.7	  48	   189    	  19.3  	 255.5	   ///./	  255.5	 350.2  	 1138.4 	 22.5    	   36.3    	  34.3    	 14.15       	 59280.2      	   0.1   	 001    	 ////./       	 ////./       	 ////./        	  -87.61432	  41.86649	   189.0
00001.0  	  995.9       	  31.2	  48	   189    	  19.0  	 255.9	   ///./	  256.0	 349.9  	 1140.2 	 22.0    	   35.8    	  33.7    	 13.86       	 59281.2      	   0.2   	 284    	 ////./       	 ////./       	 ////./        	  -87.61429	  41.86647	   189.4
00002.0  	  995.9       	  30.7	  49	   190    	  18.7  	 256.3	   ///./	  256.5	 349.6  	 1142.1 	 21.6    	   35.3    	  33.2    	 13.58       	 59282.2      	   0.3   	 281    	 ////./       	 ////./       	 ////./        	  -87.61425	  41.86646	   189.8
00003.0  	  995.8       	  30.2	  49	   190    	  18.3  	 256.8	   ///./	  257.0	 349.3  	 1143.9 	 21.1    	   34.8    	  32.6    	 13.30       	 59283.2      	   0.3   	 279    	 ////./       	 ////./       	 ////./        	  -87.61422	  41.86644	   190.3
00004.0  	  995.7       	  29.7	  50	   191    	  18.0  	 257.2	   ///./	  257.5	 349.0  	 1145.8 	 20.7    	   34.3    	  32.0    	 13.02       	 59284.2      	   0.4   	 278    	 ////./       	 ////./       	 ////./        	  -87.61418	  41.86643	   191.0
00005.0  	  995.7       	  29.1	  50	   192    	  17.7  	 257.6	   ///./	  258.1	 348.7  	 1147.6 	 20.2    	   33.8    	  31.5    	 12.75       	 59285.2      	   0.4   	 277    	 ////./       	 ////./       	 ////./        	  -87.61415	  41.86641	   191.8
00006.0  	  995.6       	  28.6	  50	   192    	  17.3  	 258.1	   ///./	  258.6	 348.4  	 1149.5 	 19.8    	   33.3    	  30.9    	 12.48       	 59286.2      	   0.5   	 276    	 ////./       	 ////./       	 ////./        	  -87.61412	  41.86640	   192.5
00007.0  	  995.3       	  28.4	  51	   193    	  17.2  	 258.2	   ///./	  258.9	 348.3  	 1150.2 	 19.7    	   33.0    	  30.6    	 12.38       	 59287.2      	   0.6   	 274    	 ////./       	 ////./       	 ////./        	  -87.61408	  41.86638	   193.2
00008.0  	  994.9       	  28.2	  51	   194    	  17.2  	 258.3	   ///./	  259.1	 348.2  	 1150.3 	 19.7    	   32.9    	  30.5    	 12.40       	 59288.2      	   0.8   	 272    	 ////./       	 ////./       	 ////./        	  -87.61405	  41.86637	   194.0
00009.0  	  994.6       	  28.1	  52	   196    	  17.2  	 258.3	   ///./	  259.5	 348.1  	 1150.4 	 19.7    	   32.8    	  30.3    	 12.42       	 59289.2      	   0.9   	 271    	 ////./       	 ////./       	 ////./        	  -87.61401	  41.86635	   196.3
00010.0  	  994.3       	  28.0	  52	   201    	  17.3  	 258.4	   ///./	  260.3	 348.1  	 1150.5 	 19.7    	   32.7    	  30.2    	 12.43       	 59290.2      	   1.1   	 270    	 ////./       	 ////./       	 ////./        	  -87.61398	  41.86634	   201.1
00011.0  	  993.9       	  27.8	  53	   206    	  17.3  	 258.4	   ///./	  261.1	 348.0  	 1150.6 	 19.7    	   32.6    	  30.1    	 12.45       	 59291.2      	   1.3   	 270    	 ////./       	 ////./       	 ////./        	  -87.61395	  41.86632	   205.9
00012.0  	  993.6       	  27.7	  53	   211    	  17.3  	 258.5	   ///./	  261.9	 347.9  	 1150.7 	 19.8    	   32.5    	  30.0    	 12.46       	 59292.2      	   1.4   	 269    	 ////./       	 ////./       	 ////./        	  -87.61391	  41.86631	   210.6
00013.0  	  993.0       	  27.6	  54	   215    	  17.3  	 258.4	   ///./	  262.6	 347.8  	 1150.5 	 19.8    	   32.4    	  29.8    	 12.48       	 59293.2      	   1.6   	 269    	 ////./       	 ////./       	 ////./        	  -87.61388	  41.86629	   215.4
00014.0  	  992.3       	  27.4	  54	   220    	  17.3  	 258.4	   ///./	  263.3	 347.8  	 1150.3 	 19.8    	   32.3    	  29.7    	 12.49       	 59294.2      	   1.7   	 269    	 ////./       	 ////./       	 ////./        	  -87.61384	  41.86628	   220.2
00015.0  	  991.7       	  27.3	  54	   226    	  17.3  	 258.4	   ///./	  264.1	 347.7  	 1150.0 	 19.8    	   32.3    	  29.6    	 12.51       	 59295.2      	   1.9   	 268    	 ////./       	 ////./       	 ////./        	  -87.61381	  41.86628	   225.6
00016.0  	  991.1       	  27.2	  55	   232    	  17.3  	 258.3	   ///./	  265.1	 347.6  	 1149.8 	 19.8    	   32.2    	  29.5    	 12.52       	 59296.2      	   2.0   	 269    	 ////./       	 ////./       	 ////./        	  -87.61377	  41.86629	   231.8
00017.0  	  990.5       	  27.1	  55	   238    	  17.3  	 258.3	   ///./	  266.0	 347.5  	 1149.6 	 19.8    	   32.1    	  29.3    	 12.54       	 59297.2      	   2.1   	 269    	 ////./       	 ////./       	 ////./        	  -87.61373	  41.86629	   237.9
00018.0  	  989.8       	  26.9	  56	   244    	  17.3  	 258.3	   ///./	  267.0	 347.5  	 1149.4 	 19.8    	   32.0    	  29.2    	 12.55       	 59298.2      	   2.2   	 269    	 ////./       	 ////./       	 ////./        	  -87.61369	  41.86630	   244.1
00019.0  	  989.2       	  26.8	  56	   250    	  17.3  	 258.3	   ///./	  267.9	 347.4  	 1149.1 	 19.8    	   32.0    	  29.1    	 12.56       	 59299.2      	   2.3   	 269    	 ////./       	 ////./       	 ////./        	  -87.61365	  41.86630	   250.3
00020.0  	  988.6       	  26.7	  57	   256    	  17.3  	 258.2	   ///./	  268.8	 347.3  	 1148.9 	 19.8    	   31.9    	  28.9    	 12.57       	 59300.2      	   2.4   	 269    	 ////./       	 ////./       	 ////./        	  -87.61361	  41.86631	   256.4
00021.0  	  987.9       	  26.6	  57	   262    	  17.3  	 258.1	   ///./	  269.6	 347.2  	 1148.5 	 19.8    	   31.9    	  28.8    	 12.56       	 59301.2      	   2.5   	 269    	 ////./       	 ////./       	 ////./        	  -87.61357	  41.86632	   261.9
00022.0  	  987.3       	  26.5	  57	   267    	  17.3  	 258.1	   ///./	  270.4	 347.2  	 1148.1 	 19.8    	   31.8    	  28.7    	 12.55       	 59302.2      	   2.6   	 269    	 ////./       	 ////./       	 ////./        	  -87.61353	  41.86632	   267.4
00023.0  	  986.6       	  26.4	  57	   273    	  17.3  	 258.0	   ///./	  271.2	 347.1  	 1147.7 	 19.7    	   31.8    	  28.6    	 12.53       	 59303.2      	   2.7   	 269    	 ////./       	 ////./       	 ////./        	  -87.61349	  41.86633	   272.9
00024.0  	  986.0       	  26.3	  58	   278    	  17.2  	 257.9	   ///./	  272.0	 347.1  	 1147.3 	 19.7    	   31.7    	  28.6    	 12.52       	 59304.2      	   2.8   	 269    	 ////./       	 ////./       	 ////./        	  -87.61346	  41.86633	   278.4
00025.0  	  985.4       	  26.2	  58	   284    	  17.2  	 257.8	   ///./	  272.8	 347.0  	 1146.9 	 19.7    	   31.7    	  28.5    	 12.50       	 59305.2      	   2.9   	 269    	 ////./       	 ////./       	 ////./        	  -87.61342	  41.86634	   283.9
00026.0  	  984.7       	  26.1	  58	   289    	  17.2  	 257.8	   ///./	  273.6	 347.0  	 1146.6 	 19.6    	   31.7    	  28.4    	 12.49       	 59306.2      	   2.9   	 269    	 ////./       	 ////./       	 ////./        	  -87.61338	  41.86635	   289.5
00027.0  	  984.1       	  26.0	  58	   295    	  17.1  	 257.7	   ///./	  274.4	 346.9  	 1146.2 	 19.6    	   31.6    	  28.3    	 12.47       	 59307.2      	   3.0   	 269    	 ////./       	 ////./       	 ////./        	  -87.61334	  41.86635	   295.1
00028.0  	  983.5       	  25.9	  58	   301    	  17.1  	 257.6	   ///./	  275.2	 346.9  	 1145.8 	 19.5    	   31.6    	  28.2    	 12.45       	 59308.2      	   3.1   	 269    	 ////./       	 ////./       	 ////./        	  -87.61330	  41.86636	   300.8
00029.0  	  982.9       	  25.8	  59	   306    	  17.1  	 257.6	   ///./	  276.0	 346.8  	 1145.5 	 19.5    	   31.5    	  28.1    	 12.44       	 59309.2      	   3.2   	 268    	 ////./       	 ////./       	 ////./        	  -87.61326	  41.86637	   306.4
00030.0  	  982.2       	  25.7	  59	   312    	  17.0  	 257.5	   ///./	  276.8	 346.8  	 1145.1 	 19.5    	   31.5    	  28.0    	 12.42       	 59310.2      	   3.2   	 267    	 ////./       	 ////./       	 ////./        	  -87.61322	  41.86637	   312.1
00031.0  	  981.6       	  25.6	  59	   318    	  17.0  	 257.4	   ///./	  277.6	 346.7  	 1144.7 	 19.4    	   31.5    	  27.9    	 12.40       	 59311.2      	   3.2   	 265    	 ////./       	 ////./       	 ////./        	  -87.61318	  41.86638	   317.8
00032.0  	  980.9       	  25.5	  59	   323    	  17.0  	 257.3	   ///./	  278.4	 346.7  	 1144.3 	 19.4    	   31.4    	  27.8    	 12.38       	 59312.2      	   3.2   	 264    	 ////./       	 ////./       	 ////./        	  -87.61315	  41.86638	   323.4
00033.0  	  980.3       	  25.4	  59	   329    	  17.0  	 257.2	   ///./	  279.3	 346.6  	 1143.9 	 19.3    	   31.4    	  27.7    	 12.37       	 59313.2      	   3.3   	 263    	 ////./       	 ////./       	 ////./        	  -87.61311	  41.86639	   329.2
00034.0  	  979.6       	  25.4	  60	   335    	  16.9  	 257.2	   ///./	  280.1	 346.6  	 1143.4 	 19.3    	   31.4    	  27.6    	 12.36       	 59314.2      	   3.3   	 262    	 ////./       	 ////./       	 ////./        	  -87.61307	  41.86640	   335.2
00035.0  	  979.0       	  25.3	  60	   341    	  16.9  	 257.0	   ///./	  281.0	 346.5  	 1142.9 	 19.3    	   31.3    	  27.5    	 12.36       	 59315.2      	   3.3   	 261    	 ////./       	 ////./       	 ////./        	  -87.61303	  41.86640	   341.2
00036.0  	  978.3       	  25.2	  60	   347    	  16.9  	 256.9	   ///./	  281.8	 346.5  	 1142.4 	 19.3    	   31.3    	  27.5    	 12.35       	 59316.2      	   3.3   	 260    	 ////./       	 ////./       	 ////./        	  -87.61299	  41.86641	   347.1
00037.0  	  977.7       	  25.2	  60	   353    	  16.9  	 256.9	   ///./	  282.6	 346.4  	 1142.0 	 19.3    	   31.3    	  27.4    	 12.35       	 59317.2      	   3.4   	 259    	 ////./       	 ////./       	 ////./        	  -87.61295	  41.86641	   353.1
00038.0  	  977.1       	  25.1	  60	   359    	  16.9  	 256.8	   ///./	  283.5	 346.4  	 1141.6 	 19.2    	   31.3    	  27.3    	 12.34       	 59318.2      	   3.4   	 258    	 ////./       	 ////./       	 ////./        	  -87.61291	  41.86642	   359.1
00039.0  	  976.5       	  25.0	  60	   364    	  16.8  	 256.7	   ///./	  284.3	 346.4  	 1141.1 	 19.2    	   31.3    	  27.2    	 12.33       	 59319.2      	   3.4   	 257    	 ////./       	 ////./       	 ////./        	  -87.61287	  41.86643	   364.6
00040.0  	  975.9       	  25.0	  61	   370    	  16.8  	 256.6	   ///./	  285.0	 346.3  	 1140.7 	 19.2    	   31.3    	  27.2    	 12.33       	 59320.2      	   3.4   	 255    	 ////./       	 ////./       	 ////./        	  -87.61283	  41.86643	   369.7
00041.0  	  975.3       	  24.9	  61	   375    	  16.8  	 256.5	   ///./	  285.7	 346.3  	 1140.2 	 19.2    	   31.3    	  27.1    	 12.32       	 59321.2      	   3.4   	 254    	 ////./       	 ////./       	 ////./        	  -87.61280	  41.86644	   374.7
00042.0  	  974.7       	  24.8	  61	   380    	  16.8  	 256.4	   ///./	  286.4	 346.2  	 1139.8 	 19.2    	   31.2    	  27.0    	 12.32       	 59322.2      	   3.5   	 253    	 ////./       	 ////./       	 ////./        	  -87.61276	  41.86645	   379.8
00043.0  	  974.1       	  24.8	  61	   385    	  16.8  	 256.3	   ///./	  287.1	 346.2  	 1139.3 	 19.1    	   31.2    	  27.0    	 12.31       	 59323.2      	   3.5   	 252    	 ////./       	 ////./       	 ////./        	  -87.61272	  41.86645	   384.9
00044.0  	  973.4       	  24.7	  61	   390    	  16.8  	 256.2	   ///./	  287.8	 346.2  	 1138.8 	 19.1    	   31.2    	  26.9    	 12.31       	 59324.2      	   3.5   	 251    	 ////./       	 ////./       	 ////./        	  -87.61268	  41.86646	   390.0
00045.0  	  972.8       	  24.6	  62	   396    	  16.7  	 256.1	   ///./	  288.6	 346.1  	 1138.3 	 19.1    	   31.2    	  26.8    	 12.30       	 59325.2      	   3.5   	 251    	 ////./       	 ////./       	 ////./        	  -87.61263	  41.86647	   395.6
00046.0  	  972.1       	  24.6	  62	   402    	  16.7  	 256.0	   ///./	  289.5	 346.1  	 1137.8 	 19.1    	   31.2    	  26.8    	 12.29       	 59326.2      	   3.6   	 251    	 ////./       	 ////./       	 ////./        	  -87.61257	  41.86647	   402.0
00047.0  	  971.5       	  24.5	  62	   408    	  16.7  	 255.9	   ///./	  290.4	 346.0  	 1137.3 	 19.1    	   31.2    	  26.7    	 12.29       	 59327.2      	   3.7   	 251    	 ////./       	 ////./       	 ////./        	  -87.61251	  41.86648	   408.4
00048.0  	  970.8       	  24.4	  62	   415    	  16.7  	 255.8	   ///./	  291.2	 346.0  	 1136.8 	 19.0    	   31.2    	  26.6    	 12.29       	 59328.2      	   3.8   	 252    	 ////./       	 ////./       	 ////./        	  -87.61245	  41.86649	   414.7
00049.0  	  970.1       	  24.4	  62	   421    	  16.7  	 255.6	   ///./	  292.1	 346.0  	 1136.1 	 19.0    	   31.2    	  26.6    	 12.29       	 59329.2      	   3.8   	 252    	 ////./       	 ////./       	 ////./        	  -87.61239	  41.86650	   421.1
00050.0  	  969.4       	  24.3	  62	   427    	  16.7  	 255.5	   ///./	  293.0	 345.9  	 1135.5 	 19.0    	   31.2    	  26.5    	 12.29       	 59330.2      	   3.9   	 253    	 ////./       	 ////./       	 ////./        	  -87.61233	  41.86650	   427.5
00051.0  	  968.6       	  24.3	  63	   434    	  16.7  	 255.4	   ///./	  293.8	 345.9  	 1134.8 	 19.0    	   31.2    	  26.5    	 12.29       	 59331.2      	   4.0   	 253    	 ////./       	 ////./       	 ////./        	  -87.61227	  41.86651	   433.8
00052.0  	  967.9       	  24.2	  63	   440    	  16.7  	 255.2	   ///./	  294.7	 345.9  	 1134.2 	 19.0    	   31.2    	  26.4    	 12.29       	 59332.2      	   4.1   	 254    	 ////./       	 ////./       	 ////./        	  -87.61221	  41.86652	   440.2
00053.0  	  967.2       	  24.1	  63	   447    	  16.6  	 255.1	   ///./	  295.7	 345.8  	 1133.5 	 19.0    	   31.2    	  26.3    	 12.29       	 59333.2      	   4.1   	 254    	 ////./       	 ////./       	 ////./        	  -87.61216	  41.86653	   447.4
00054.0  	  966.4       	  24.1	  63	   454    	  16.6  	 255.0	   ///./	  296.7	 345.8  	 1132.9 	 19.0    	   31.2    	  26.3    	 12.29       	 59334.2      	   4.2   	 254    	 ////./       	 ////./       	 ////./        	  -87.61210	  41.86653	   454.6
00055.0  	  965.7       	  24.0	  63	   462    	  16.6  	 254.8	   ///./	  297.7	 345.8  	 1132.2 	 18.9    	   31.2    	  26.2    	 12.29       	 59335.2      	   4.3   	 255    	 ////./       	 ////./       	 ////./        	  -87.61204	  41.86654	   461.8
00056.0  	  964.9       	  24.0	  63	   469    	  16.6  	 254.7	   ///./	  298.7	 345.7  	 1131.6 	 18.9    	   31.2    	  26.2    	 12.29       	 59336.2      	   4.4   	 255    	 ////./       	 ////./       	 ////./        	  -87.61198	  41.86655	   469.1
00057.0  	  964.2       	  23.9	  64	   476    	  16.6  	 254.6	   ///./	  299.7	 345.7  	 1130.9 	 18.9    	   31.3    	  26.1    	 12.29       	 59337.2      	   4.4   	 255    	 ////./       	 ////./       	 ////./        	  -87.61192	  41.86656	   476.3
00058.0  	  963.4       	  23.9	  64	   483    	  16.6  	 254.4	   ///./	  300.6	 345.7  	 1130.2 	 18.9    	   31.3    	  26.1    	 12.29       	 59338.2      	   4.5   	 256    	 ////./       	 ////./       	 ////./        	  -87.61186	  41.86656	   483.1
00059.0  	  962.7       	  23.8	  64	   489    	  16.6  	 254.3	   ///./	  301.5	 345.6  	 1129.6 	 18.9    	   31.3    	  26.0    	 12.29       	 59339.2      	   4.6   	 256    	 ////./       	 ////./       	 ////./        	  -87.61180	  41.86657	   489.4
00060.0  	  961.9       	  23.7	  64	   496    	  16.6  	 254.1	   ///./	  302.3	 345.6  	 1128.9 	 18.9    	   31.3    	  25.9    	 12.29       	 59340.2      	   4.7   	 256    	 ////./       	 ////./       	 ////./        	  -87.61174	  41.86658	   495.7
00061.0  	  961.2       	  23.7	  64	   502    	  16.5  	 254.0	   ///./	  303.2	 345.6  	 1128.3 	 18.8    	   31.3    	  25.9    	 12.29       	 59341.2      	   4.7   	 257    	 ////./       	 ////./       	 ////./        	  -87.61168	  41.86659	   502.1
00062.0  	  960.6       	  23.6	  64	   508    	  16.5  	 253.9	   ///./	  304.1	 345.5  	 1127.8 	 18.8    	   31.3    	  25.8    	 12.28       	 59342.2      	   4.8   	 257    	 ////./       	 ////./       	 ////./        	  -87.61162	  41.86659	   508.4
00063.0  	  959.9       	  23.6	  65	   515    	  16.5  	 253.8	   ///./	  304.9	 345.5  	 1127.2 	 18.8    	   31.3    	  25.8    	 12.28       	 59343.2      	   4.9   	 257    	 ////./       	 ////./       	 ////./        	  -87.61156	  41.86660	   514.7
00064.0  	  959.2       	  23.5	  65	   521    	  16.5  	 253.7	   ///./	  305.8	 345.5  	 1126.7 	 18.8    	   31.3    	  25.7    	 12.28       	 59344.2      	   5.0   	 257    	 ////./       	 ////./       	 ////./        	  -87.61150	  41.86661	   520.8
00065.0  	  958.5       	  23.4	  65	   527    	  16.5  	 253.6	   ///./	  306.6	 345.4  	 1126.1 	 18.8    	   31.3    	  25.6    	 12.27       	 59345.2      	   5.1   	 258    	 ////./       	 ////./       	 ////./        	  -87.61145	  41.86662	   526.9
00066.0  	  957.8       	  23.4	  65	   533    	  16.5  	 253.4	   ///./	  307.5	 345.4  	 1125.6 	 18.7    	   31.3    	  25.6    	 12.27       	 59346.2      	   5.0   	 258    	 ////./       	 ////./       	 ////./        	  -87.61139	  41.86663	   532.9
00067.0  	  957.1       	  23.3	  65	   539    	  16.4  	 253.3	   ///./	  308.3	 345.3  	 1125.0 	 18.7    	   31.3    	  25.5    	 12.26       	 59347.2      	   5.0   	 258    	 ////./       	 ////./       	 ////./        	  -87.61133	  41.86663	   539.0
00068.0  	  956.4       	  23.2	  66	   545    	  16.4  	 253.2	   ///./	  309.1	 345.3  	 1124.4 	 18.7    	   31.3    	  25.4    	 12.26       	 59348.2      	   5.0   	 259    	 ////./       	 ////./       	 ////./        	  -87.61127	  41.86664	   545.1
00069.0  	  955.7       	  23.2	  66	   551    	  16.4  	 253.1	   ///./	  310.0	 345.3  	 1123.8 	 18.7    	   31.3    	  25.4    	 12.25       	 59349.2      	   5.0   	 259    	 ////./       	 ////./       	 ////./        	  -87.61121	  41.86665	   551.5
00070.0  	  955.0       	  23.1	  66	   558    	  16.4  	 252.9	   ///./	  311.0	 345.2  	 1123.2 	 18.7    	   31.3    	  25.3    	 12.25       	 59350.2      	   5.0   	 259    	 ////./       	 ////./       	 ////./        	  -87.61115	  41.86666	   558.3
00071.0  	  954.3       	  23.0	  66	   565    	  16.4  	 252.8	   ///./	  311.9	 345.2  	 1122.6 	 18.6    	   31.3    	  25.2    	 12.24       	 59351.2      	   5.0   	 260    	 ////./       	 ////./       	 ////./        	  -87.61109	  41.86666	   565.1
00072.0  	  953.6       	  23.0	  66	   572    	  16.4  	 252.7	   ///./	  312.8	 345.2  	 1122.0 	 18.6    	   31.3    	  25.2    	 12.24       	 59352.2      	   5.0   	 260    	 ////./       	 ////./       	 ////./        	  -87.61103	  41.86667	   572.0
00073.0  	  952.8       	  22.9	  66	   579    	  16.3  	 252.6	   ///./	  313.8	 345.1  	 1121.4 	 18.6    	   31.3    	  25.1    	 12.23       	 59353.2      	   5.0   	 261    	 ////./       	 ////./       	 ////./        	  -87.61097	  41.86668	   578.8
00074.0  	  952.1       	  22.8	  67	   585    	  16.3  	 252.4	   ///./	  314.7	 345.1  	 1120.7 	 18.6    	   31.3    	  25.0    	 12.23       	 59354.2      	   5.0   	 261    	 ////./       	 ////./       	 ////./        	  -87.61091	  41.86669	   585.6
00075.0  	  951.3       	  22.8	  67	   592    	  16.3  	 252.3	   ///./	  315.7	 345.0  	 1120.1 	 18.6    	   31.3    	  25.0    	 12.23       	 59355.2      	   5.0   	 261    	 ////./       	 ////./       	 ////./        	  -87.61086	  41.86669	   592.4
00076.0  	  950.6       	  22.7	  67	   599    	  16.3  	 252.2	   ///./	  316.6	 345.0  	 1119.5 	 18.6    	   31.3    	  24.9    	 12.23       	 59356.2      	   5.0   	 262    	 ////./       	 ////./       	 ////./        	  -87.61081	  41.86668	   599.3
00077.0  	  949.8       	  22.6	  67	   606    	  16.3  	 252.1	   ///./	  317.6	 345.0  	 1118.9 	 18.5    	   31.3    	  24.8    	 12.23       	 59357.2      	   5.0   	 262    	 ////./       	 ////./       	 ////./        	  -87.61076	  41.86668	   606.1
00078.0  	  949.1       	  22.6	  68	   613    	  16.3  	 251.9	   ///./	  318.5	 344.9  	 1118.2 	 18.5    	   31.3    	  24.8    	 12.23       	 59358.2      	   4.9   	 263    	 ////./       	 ////./       	 ////./        	  -87.61071	  41.86668	   613.0
00079.0  	  948.4       	  22.5	  68	   620    	  16.3  	 251.8	   ///./	  319.5	 344.9  	 1117.6 	 18.5    	   31.3    	  24.7    	 12.23       	 59359.2      	   4.9   	 263    	 ////./       	 ////./       	 ////./        	  -87.61066	  41.86667	   619.8
00080.0  	  947.6       	  22.4	  68	   626    	  16.2  	 251.7	   ///./	  320.4	 344.8  	 1117.0 	 18.5    	   31.3    	  24.6    	 12.23       	 59360.2      	   4.9   	 263    	 ////./       	 ////./       	 ////./        	  -87.61061	  41.86667	   626.7
00081.0  	  946.9       	  22.4	  68	   633    	  16.2  	 251.6	   ///./	  321.4	 344.8  	 1116.4 	 18.5    	   31.3    	  24.6    	 12.23       	 59361.2      	   4.9   	 264    	 ////./       	 ////./       	 ////./        	  -87.61057	  41.86667	   633.6
00082.0  	  946.2       	  22.3	  68	   640    	  16.2  	 251.4	   ///./	  322.3	 344.8  	 1115.8 	 18.5    	   31.2    	  24.5    	 12.22       	 59362.2      	   4.9   	 264    	 ////./       	 ////./       	 ////./        	  -87.61052	  41.86666	   640.3
00083.0  	  945.4       	  22.2	  69	   647    	  16.2  	 251.3	   ///./	  323.2	 344.7  	 1115.2 	 18.4    	   31.2    	  24.4    	 12.22       	 59363.2      	   4.9   	 264    	 ////./       	 ////./       	 ////./        	  -87.61047	  41.86666	   646.9
00084.0  	  944.7       	  22.2	  69	   653    	  16.2  	 251.2	   ///./	  324.1	 344.7  	 1114.6 	 18.4    	   31.2    	  24.3    	 12.22       	 59364.2      	   4.9   	 265    	 ////./       	 ////./       	 ////./        	  -87.61042	  41.86666	   653.5
00085.0  	  944.0       	  22.1	  69	   660    	  16.2  	 251.1	   ///./	  325.0	 344.7  	 1114.0 	 18.4    	   31.2    	  24.3    	 12.22       	 59365.2      	   4.9   	 265    	 ////./       	 ////./       	 ////./        	  -87.61037	  41.86665	   660.2
00086.0  	  943.3       	  22.0	  69	   667    	  16.2  	 250.9	   ///./	  326.0	 344.6  	 1113.4 	 18.4    	   31.2    	  24.2    	 12.22       	 59366.2      	   4.8   	 266    	 ////./       	 ////./       	 ////./        	  -87.61032	  41.86665	   666.8
00087.0  	  942.6       	  22.0	  70	   673    	  16.1  	 250.8	   ///./	  326.9	 344.6  	 1112.8 	 18.4    	   31.2    	  24.1    	 12.21       	 59367.2      	   4.8   	 267    	 ////./       	 ////./       	 ////./        	  -87.61027	  41.86665	   673.4
00088.0  	  941.8       	  21.9	  70	   680    	  16.1  	 250.7	   ///./	  327.8	 344.5  	 1112.2 	 18.4    	   31.2    	  24.1    	 12.21       	 59368.2      	   4.7   	 267    	 ////./       	 ////./       	 ////./        	  -87.61022	  41.86664	   680.0
00089.0  	  941.1       	  21.8	  70	   686    	  16.1  	 250.6	   ///./	  328.7	 344.5  	 1111.6 	 18.4    	   31.2    	  24.0    	 12.22       	 59369.2      	   4.7   	 268    	 ////./       	 ////./       	 ////./        	  -87.61017	  41.86664	   686.6
00090.0  	  940.4       	  21.8	  70	   693    	  16.1  	 250.5	   ///./	  329.6	 344.5  	 1111.0 	 18.3    	   31.2    	  23.9    	 12.22       	 59370.2      	   4.6   	 269    	 ////./       	 ////./       	 ////./        	  -87.61012	  41.86664	   693.2
00091.0  	  939.7       	  21.7	  70	   700    	  16.1  	 250.3	   ///./	  330.6	 344.4  	 1110.5 	 18.3    	   31.2    	  23.9    	 12.22       	 59371.2      	   4.6   	 270    	 ////./       	 ////./       	 ////./        	  -87.61007	  41.86663	   699.8
00092.0  	  939.0       	  21.6	  71	   706    	  16.1  	 250.2	   ///./	  331.5	 344.4  	 1109.9 	 18.3    	   31.2    	  23.8    	 12.23       	 59372.2      	   4.6   	 271    	 ////./       	 ////./       	 ////./        	  -87.61002	  41.86663	   706.4
00093.0  	  938.3       	  21.6	  71	   713    	  16.1  	 250.1	   ///./	  332.4	 344.3  	 1109.3 	 18.3    	   31.2    	  23.8    	 12.23       	 59373.2      	   4.5   	 272    	 ////./       	 ////./       	 ////./        	  -87.60997	  41.86663	   713.0
00094.0  	  937.7       	  21.5	  71	   719    	  16.1  	 250.0	   ///./	  333.2	 344.3  	 1108.8 	 18.3    	   31.2    	  23.7    	 12.23       	 59374.2      	   4.5   	 272    	 ////./       	 ////./       	 ////./        	  -87.60993	  41.86662	   719.1
00095.0  	  937.0       	  21.4	  71	   725    	  16.1  	 249.9	   ///./	  334.1	 344.3  	 1108.2 	 18.3    	   31.2    	  23.6    	 12.23       	 59375.2      	   4.4   	 273    	 ////./       	 ////./       	 ////./        	  -87.60988	  41.86662	   725.3
00096.0  	  936.3       	  21.4	  72	   731    	  16.1  	 249.8	   ///./	  334.9	 344.2  	 1107.6 	 18.3    	   31.2    	  23.6    	 12.24       	 59376.2      	   4.4   	 274    	 ////./       	 ////./       	 ////./        	  -87.60983	  41.86662	   731.4
00097.0  	  935.6       	  21.3	  72	   737    	  16.1  	 249.7	   ///./	  335.8	 344.2  	 1107.1 	 18.3    	   31.2    	  23.5    	 12.24       	 59377.2      	   4.3   	 275    	 ////./       	 ////./       	 ////./        	  -87.60978	  41.86661	   737.5
00098.0  	  934.9       	  21.3	  72	   743    	  16.0  	 249.5	   ///./	  336.6	 344.2  	 1106.5 	 18.3    	   31.2    	  23.4    	 12.24       	 59378.2      	   4.3   	 276    	 ////./       	 ////./       	 ////./        	  -87.60973	  41.86661	   743.7
00099.0  	  934.3       	  21.2	  72	   750    	  16.0  	 249.4	   ///./	  337.5	 344.1  	 1106.0 	 18.3    	   31.2    	  23.4    	 12.24       	 59379.2      	   4.2   	 277    	 ////./       	 ////./       	 ////./        	  -87.60968	  41.86661	   749.9
00100.0  	  933.6       	  21.1	  73	   756    	  16.0  	 249.3	   ///./	  338.4	 344.1  	 1105.4 	 18.2    	   31.2    	  23.3    	 12.24       	 59380.2      	   4.2   	 278    	 ////./       	 ////./       	 ////./        	  -87.60963	  41.86660	   756.2
00101.0  	  932.9       	  21.1	  73	   762    	  16.0  	 249.2	   ///./	  339.3	 344.0  	 1104.9 	 18.2    	   31.2    	  23.2    	 12.24       	 59381.2      	   4.1   	 279    	 ////./       	 ////./       	 ////./        	  -87.60958	  41.86660	   762.5
