Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00010.0  	  995.7       	  31.9	 ///	   192    	 ///./  	 ///./	   ///./	 ////./	 350.3  	 1137.2 	 //./    	   36.6    	 ///./    	 //.//       	 63018.4      	   0.4   	 052    	 ////./       	 ////./       	 ////./        	  -87.61423	  41.86627	   191.9
00011.0  	  995.7       	  31.7	 ///	   192    	 ///./  	 ///./	   ///./	 ////./	 350.2  	 1138.1 	 //./    	   36.4    	 ///./    	 //.//       	 63019.4      	   0.5   	 052    	 ////./       	 ////./       	 ////./        	  -87.61423	  41.86626	   191.8
00012.0  	  995.7       	  31.4	 ///	   192    	 ///./  	 ///./	   ///./	 ////./	 350.1  	 1139.0 	 //./    	   36.1    	 ///./    	 //.//       	 63020.4      	   0.6   	 052    	 ////./       	 ////./       	 ////./        	  -87.61422	  41.86625	   191.6
00013.0  	  995.5       	  31.2	 ///	   191    	 ///./  	 ///./	   ///./	 ////./	 349.9  	 1139.7 	 //./    	   35.9    	 ///./    	 //.//       	 63021.4      	   0.7   	 052    	 ////./       	 ////./       	 ////./        	  -87.61422	  41.86623	   191.6
00014.0  	  995.4       	  31.0	 ///	   193    	 ///./  	 ///./	   ///./	 ////./	 349.8  	 1140.4 	 //./    	   35.7    	 ///./    	 //.//       	 63022.4      	   0.8   	 052    	 ////./       	 ////./       	 ////./        	  -87.61421	  41.86622	   193.5
00015.0  	  995.2       	  30.7	 ///	   195    	 ///./  	 ///./	   ///./	 ////./	 349.7  	 1141.1 	 //./    	   35.4    	 ///./    	 //.//       	 63023.4      	   0.8   	 052    	 ////./       	 ////./       	 ////./        	  -87.61421	  41.86620	   195.4
00016.0  	  995.0       	  30.5	 ///	   197    	 ///./  	 ///./	   ///./	 ////./	 349.5  	 1141.8 	 //./    	   35.2    	 ///./    	 //.//       	 63024.4      	   1.0   	 053    	 ////./       	 ////./       	 ////./        	  -87.61423	  41.86619	   197.3
00017.0  	  994.8       	  30.3	 ///	   199    	 ///./  	 ///./	   ///./	 ////./	 349.4  	 1142.5 	 //./    	   35.0    	 ///./    	 //.//       	 63025.4      	   1.1   	 053    	 ////./       	 ////./       	 ////./        	  -87.61426	  41.86617	   199.2
00018.0  	  994.7       	  30.0	 ///	   201    	 ///./  	 ///./	   ///./	 ////./	 349.2  	 1143.1 	 //./    	   34.8    	 ///./    	 //.//       	 63026.4      	   1.3   	 054    	 ////./       	 ////./       	 ////./        	  -87.61428	  41.86616	   201.1
00019.0  	  994.3       	  29.8	 ///	   204    	 ///./  	 ///./	   ///./	 ////./	 349.1  	 1143.6 	 //./    	   34.6    	 ///./    	 //.//       	 63027.4      	   1.4   	 054    	 ////./       	 ////./       	 ////./        	  -87.61431	  41.86614	   203.9
00020.0  	  993.9       	  29.5	 ///	   207    	 ///./  	 ///./	   ///./	 ////./	 349.0  	 1144.1 	 //./    	   34.3    	 ///./    	 //.//       	 63028.4      	   1.5   	 054    	 ////./       	 ////./       	 ////./        	  -87.61434	  41.86613	   207.5
00021.0  	  993.5       	  29.3	 ///	   211    	 ///./  	 ///./	   ///./	 ////./	 348.8  	 1144.5 	 //./    	   34.1    	 ///./    	 //.//       	 63029.4      	   1.7   	 055    	 ////./       	 ////./       	 ////./        	  -87.61436	  41.86611	   211.0
00022.0  	  993.1       	  29.1	 ///	   214    	 ///./  	 ///./	   ///./	 ////./	 348.7  	 1145.0 	 //./    	   33.9    	 ///./    	 //.//       	 63030.4      	   1.8   	 055    	 ////./       	 ////./       	 ////./        	  -87.61439	  41.86610	   214.5
00023.0  	  992.8       	  28.8	 ///	   218    	 ///./  	 ///./	   ///./	 ////./	 348.6  	 1145.5 	 //./    	   33.7    	 ///./    	 //.//       	 63031.4      	   1.9   	 055    	 ////./       	 ////./       	 ////./        	  -87.61442	  41.86608	   218.0
00024.0  	  992.4       	  28.6	 ///	   221    	 ///./  	 ///./	   ///./	 ////./	 348.4  	 1145.9 	 //./    	   33.5    	 ///./    	 //.//       	 63032.4      	   2.1   	 055    	 ////./       	 ////./       	 ////./        	  -87.61445	  41.86607	   221.6
00025.0  	  992.0       	  28.4	 ///	   225    	 ///./  	 ///./	   ///./	 ////./	 348.3  	 1146.4 	 //./    	   33.3    	 ///./    	 //.//       	 63033.4      	   2.2   	 055    	 ////./       	 ////./       	 ////./        	  -87.61447	  41.86605	   225.2
00026.0  	  991.6       	  28.1	 ///	   229    	 ///./  	 ///./	   ///./	 ////./	 348.1  	 1146.9 	 //./    	   33.1    	 ///./    	 //.//       	 63034.4      	   2.4   	 055    	 ////./       	 ////./       	 ////./        	  -87.61450	  41.86604	   228.8
00027.0  	  991.2       	  27.9	 ///	   232    	 ///./  	 ///./	   ///./	 ////./	 348.0  	 1147.3 	 //./    	   32.9    	 ///./    	 //.//       	 63035.4      	   2.5   	 055    	 ////./       	 ////./       	 ////./        	  -87.61453	  41.86602	   232.5
00028.0  	  990.9       	  27.6	 ///	   236    	 ///./  	 ///./	   ///./	 ////./	 347.9  	 1147.8 	 //./    	   32.7    	 ///./    	 //.//       	 63036.4      	   2.6   	 055    	 ////./       	 ////./       	 ////./        	  -87.61455	  41.86601	   236.1
00029.0  	  990.5       	  27.4	 ///	   240    	 ///./  	 ///./	   ///./	 ////./	 347.7  	 1148.3 	 //./    	   32.5    	 ///./    	 //.//       	 63037.4      	   2.7   	 055    	 ////./       	 ////./       	 ////./        	  -87.61458	  41.86599	   239.6
00030.0  	  990.1       	  27.2	 ///	   242    	 ///./  	 ///./	   ///./	 ////./	 347.6  	 1148.7 	 //./    	   32.3    	 ///./    	 //.//       	 63038.4      	   2.7   	 055    	 ////./       	 ////./       	 ////./        	  -87.61461	  41.86598	   241.9
00031.0  	  989.8       	  26.9	 ///	   244    	 ///./  	 ///./	   ///./	 ////./	 347.5  	 1149.3 	 //./    	   32.0    	 ///./    	 //.//       	 63039.4      	   2.7   	 055    	 ////./       	 ////./       	 ////./        	  -87.61463	  41.86596	   244.2
00032.0  	  989.5       	  26.7	 ///	   246    	 ///./  	 ///./	   ///./	 ////./	 347.3  	 1149.9 	 //./    	   31.8    	 ///./    	 //.//       	 63040.4      	   2.7   	 054    	 ////./       	 ////./       	 ////./        	  -87.61466	  41.86595	   246.5
00033.0  	  989.2       	  26.5	 ///	   249    	 ///./  	 ///./	   ///./	 ////./	 347.2  	 1150.4 	 //./    	   31.6    	 ///./    	 //.//       	 63041.4      	   2.8   	 054    	 ////./       	 ////./       	 ////./        	  -87.61469	  41.86593	   248.8
00034.0  	  988.9       	  26.2	 ///	   251    	 ///./  	 ///./	   ///./	 ////./	 347.0  	 1151.0 	 //./    	   31.4    	 ///./    	 //.//       	 63042.4      	   2.8   	 054    	 ////./       	 ////./       	 ////./        	  -87.61471	  41.86592	   251.1
00035.0  	  988.6       	  26.0	 ///	   254    	 ///./  	 ///./	   ///./	 ////./	 346.9  	 1151.6 	 //./    	   31.2    	 ///./    	 //.//       	 63043.4      	   2.8   	 054    	 ////./       	 ////./       	 ////./        	  -87.61474	  41.86590	   254.2
00036.0  	  988.3       	  25.7	 ///	   258    	 ///./  	 ///./	   ///./	 ////./	 346.8  	 1152.2 	 //./    	   31.0    	 ///./    	 //.//       	 63044.4      	   2.8   	 054    	 ////./       	 ////./       	 ////./        	  -87.61477	  41.86588	   257.8
00037.0  	  987.9       	  25.5	 ///	   261    	 ///./  	 ///./	   ///./	 ////./	 346.6  	 1152.6 	 //./    	   30.8    	 ///./    	 //.//       	 63045.4      	   2.9   	 053    	 ////./       	 ////./       	 ////./        	  -87.61479	  41.86587	   261.3
00038.0  	  987.5       	  25.3	 ///	   265    	 ///./  	 ///./	   ///./	 ////./	 346.5  	 1153.1 	 //./    	   30.6    	 ///./    	 //.//       	 63046.4      	   2.9   	 053    	 ////./       	 ////./       	 ////./        	  -87.61482	  41.86585	   264.9
00039.0  	  987.1       	  25.0	 ///	   268    	 ///./  	 ///./	   ///./	 ////./	 346.4  	 1153.5 	 //./    	   30.4    	 ///./    	 //.//       	 63047.4      	   2.9   	 053    	 ////./       	 ////./       	 ////./        	  -87.61485	  41.86584	   268.4
00040.0  	  986.7       	  24.8	 ///	   272    	 ///./  	 ///./	   ///./	 ////./	 346.2  	 1154.0 	 //./    	   30.1    	 ///./    	 //.//       	 63048.4      	   2.9   	 053    	 ////./       	 ////./       	 ////./        	  -87.61487	  41.86582	   272.0
00041.0  	  986.3       	  24.6	 ///	   275    	 ///./  	 ///./	   ///./	 ////./	 346.1  	 1154.4 	 //./    	   29.9    	 ///./    	 //.//       	 63049.4      	   3.0   	 053    	 ////./       	 ////./       	 ////./        	  -87.61490	  41.86581	   275.6
00042.0  	  985.9       	  24.3	 ///	   279    	 ///./  	 ///./	   ///./	 ////./	 345.9  	 1154.9 	 //./    	   29.7    	 ///./    	 //.//       	 63050.4      	   3.0   	 052    	 ////./       	 ////./       	 ////./        	  -87.61493	  41.86579	   279.1
00043.0  	  985.5       	  24.1	 ///	   283    	 ///./  	 ///./	   ///./	 ////./	 345.8  	 1155.3 	 //./    	   29.5    	 ///./    	 //.//       	 63051.4      	   3.0   	 052    	 ////./       	 ////./       	 ////./        	  -87.61496	  41.86578	   282.7
00044.0  	  985.1       	  23.8	 ///	   286    	 ///./  	 ///./	   ///./	 ////./	 345.7  	 1155.7 	 //./    	   29.3    	 ///./    	 //.//       	 63052.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61498	  41.86576	   286.3
00045.0  	  984.7       	  23.6	 ///	   290    	 ///./  	 ///./	   ///./	 ////./	 345.5  	 1156.2 	 //./    	   29.1    	 ///./    	 //.//       	 63053.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61501	  41.86575	   290.1
00046.0  	  984.3       	  23.4	 ///	   294    	 ///./  	 ///./	   ///./	 ////./	 345.4  	 1156.6 	 //./    	   28.9    	 ///./    	 //.//       	 63054.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61504	  41.86573	   293.8
00047.0  	  983.9       	  23.1	 ///	   297    	 ///./  	 ///./	   ///./	 ////./	 345.2  	 1157.1 	 //./    	   28.7    	 ///./    	 //.//       	 63055.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61506	  41.86572	   297.6
00048.0  	  983.4       	  22.9	 ///	   301    	 ///./  	 ///./	   ///./	 ////./	 345.1  	 1157.5 	 //./    	   28.5    	 ///./    	 //.//       	 63056.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61509	  41.86570	   301.3
00049.0  	  983.1       	  22.7	 ///	   305    	 ///./  	 ///./	   ///./	 ////./	 345.0  	 1158.0 	 //./    	   28.3    	 ///./    	 //.//       	 63057.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61512	  41.86569	   305.0
00050.0  	  982.7       	  22.4	 ///	   308    	 ///./  	 ///./	   ///./	 ////./	 344.8  	 1158.5 	 //./    	   28.1    	 ///./    	 //.//       	 63058.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61515	  41.86567	   308.3
00051.0  	  982.4       	  22.2	 ///	   311    	 ///./  	 ///./	   ///./	 ////./	 344.7  	 1159.0 	 //./    	   27.9    	 ///./    	 //.//       	 63059.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61518	  41.86565	   311.3
00052.0  	  982.0       	  21.9	 ///	   314    	 ///./  	 ///./	   ///./	 ////./	 344.6  	 1159.5 	 //./    	   27.7    	 ///./    	 //.//       	 63060.4      	   3.1   	 052    	 ////./       	 ////./       	 ////./        	  -87.61522	  41.86564	   314.3
00053.0  	  981.6       	  21.7	 ///	   317    	 ///./  	 ///./	   ///./	 ////./	 344.4  	 1160.0 	 //./    	   27.4    	 ///./    	 //.//       	 63061.4      	   3.2   	 052    	 ////./       	 ////./       	 ////./        	  -87.61525	  41.86562	   317.3
00054.0  	  981.3       	  21.5	 ///	   320    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1160.6 	 //./    	   27.2    	 ///./    	 //.//       	 63062.4      	   3.2   	 052    	 ////./       	 ////./       	 ////./        	  -87.61528	  41.86561	   320.3
00055.0  	  981.0       	  21.2	 ///	   323    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1161.1 	 //./    	   27.0    	 ///./    	 //.//       	 63063.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61531	  41.86559	   323.3
00056.0  	  980.6       	  21.1	 ///	   326    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1161.2 	 //./    	   26.9    	 ///./    	 //.//       	 63064.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61534	  41.86557	   326.3
00057.0  	  980.3       	  21.1	 ///	   329    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1160.8 	 //./    	   27.0    	 ///./    	 //.//       	 63065.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61537	  41.86556	   329.2
00058.0  	  980.0       	  21.1	 ///	   332    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1160.4 	 //./    	   27.0    	 ///./    	 //.//       	 63066.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61540	  41.86554	   332.2
00059.0  	  979.6       	  21.1	 ///	   335    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1160.0 	 //./    	   27.0    	 ///./    	 //.//       	 63067.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61544	  41.86552	   335.1
00060.0  	  979.3       	  21.1	 ///	   338    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1159.5 	 //./    	   27.1    	 ///./    	 //.//       	 63068.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61547	  41.86551	   338.1
00061.0  	  978.9       	  21.1	 ///	   341    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1159.1 	 //./    	   27.1    	 ///./    	 //.//       	 63069.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61550	  41.86549	   341.2
00062.0  	  978.6       	  21.1	 ///	   344    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1158.7 	 //./    	   27.1    	 ///./    	 //.//       	 63070.4      	   3.2   	 053    	 ////./       	 ////./       	 ////./        	  -87.61553	  41.86548	   344.4
00063.0  	  978.2       	  21.1	 ///	   348    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1158.2 	 //./    	   27.2    	 ///./    	 //.//       	 63071.4      	   3.3   	 053    	 ////./       	 ////./       	 ////./        	  -87.61556	  41.86546	   347.7
00064.0  	  977.8       	  21.2	 ///	   351    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1157.6 	 //./    	   27.2    	 ///./    	 //.//       	 63072.4      	   3.3   	 053    	 ////./       	 ////./       	 ////./        	  -87.61559	  41.86544	   350.9
00065.0  	  977.5       	  21.2	 ///	   354    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1157.1 	 //./    	   27.3    	 ///./    	 //.//       	 63073.4      	   3.3   	 053    	 ////./       	 ////./       	 ////./        	  -87.61562	  41.86543	   354.1
00066.0  	  977.1       	  21.2	 ///	   357    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1156.5 	 //./    	   27.4    	 ///./    	 //.//       	 63074.4      	   3.3   	 053    	 ////./       	 ////./       	 ////./        	  -87.61565	  41.86541	   357.4
00067.0  	  976.7       	  21.3	 ///	   361    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1155.9 	 //./    	   27.4    	 ///./    	 //.//       	 63075.4      	   3.2   	 054    	 ////./       	 ////./       	 ////./        	  -87.61569	  41.86540	   361.0
00068.0  	  976.3       	  21.3	 ///	   365    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1155.3 	 //./    	   27.5    	 ///./    	 //.//       	 63076.4      	   3.2   	 054    	 ////./       	 ////./       	 ////./        	  -87.61572	  41.86538	   364.7
00069.0  	  975.9       	  21.3	 ///	   368    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1154.7 	 //./    	   27.6    	 ///./    	 //.//       	 63077.4      	   3.2   	 054    	 ////./       	 ////./       	 ////./        	  -87.61575	  41.86536	   368.3
00070.0  	  975.5       	  21.4	 ///	   372    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1154.1 	 //./    	   27.6    	 ///./    	 //.//       	 63078.4      	   3.2   	 054    	 ////./       	 ////./       	 ////./        	  -87.61578	  41.86535	   371.9
00071.0  	  975.1       	  21.4	 ///	   375    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1153.4 	 //./    	   27.7    	 ///./    	 //.//       	 63079.4      	   3.2   	 054    	 ////./       	 ////./       	 ////./        	  -87.61581	  41.86533	   375.5
00072.0  	  974.6       	  21.4	 ///	   379    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1152.8 	 //./    	   27.8    	 ///./    	 //.//       	 63080.4      	   3.2   	 055    	 ////./       	 ////./       	 ////./        	  -87.61584	  41.86532	   379.3
00073.0  	  974.2       	  21.5	 ///	   383    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1152.2 	 //./    	   27.8    	 ///./    	 //.//       	 63081.4      	   3.1   	 055    	 ////./       	 ////./       	 ////./        	  -87.61587	  41.86530	   383.1
00074.0  	  973.8       	  21.5	 ///	   387    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1151.6 	 //./    	   27.9    	 ///./    	 //.//       	 63082.4      	   3.1   	 055    	 ////./       	 ////./       	 ////./        	  -87.61590	  41.86528	   386.9
00075.0  	  973.4       	  21.5	 ///	   391    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1151.0 	 //./    	   28.0    	 ///./    	 //.//       	 63083.4      	   3.1   	 055    	 ////./       	 ////./       	 ////./        	  -87.61594	  41.86527	   390.7
00076.0  	  973.0       	  21.6	 ///	   394    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1150.4 	 //./    	   28.1    	 ///./    	 //.//       	 63084.4      	   3.1   	 055    	 ////./       	 ////./       	 ////./        	  -87.61597	  41.86525	   394.5
00077.0  	  972.6       	  21.5	 ///	   398    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1149.9 	 //./    	   28.1    	 ///./    	 //.//       	 63085.4      	   3.1   	 056    	 ////./       	 ////./       	 ////./        	  -87.61600	  41.86524	   398.2
00078.0  	  972.1       	  21.5	 ///	   401    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1149.5 	 //./    	   28.1    	 ///./    	 //.//       	 63086.4      	   3.1   	 056    	 ////./       	 ////./       	 ////./        	  -87.61603	  41.86522	   401.6
00079.0  	  971.8       	  21.5	 ///	   405    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1149.1 	 //./    	   28.1    	 ///./    	 //.//       	 63087.4      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61605	  41.86521	   404.9
00080.0  	  971.4       	  21.5	 ///	   408    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1148.8 	 //./    	   28.1    	 ///./    	 //.//       	 63088.4      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61607	  41.86519	   408.3
00081.0  	  971.0       	  21.5	 ///	   412    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1148.4 	 //./    	   28.1    	 ///./    	 //.//       	 63089.4      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61610	  41.86518	   411.7
00082.0  	  970.7       	  21.4	 ///	   415    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1148.1 	 //./    	   28.2    	 ///./    	 //.//       	 63090.4      	   3.0   	 057    	 ////./       	 ////./       	 ////./        	  -87.61612	  41.86517	   415.1
00083.0  	  970.3       	  21.4	 ///	   418    	 ///./  	 ///./	   ///./	 ////./	 344.3  	 1147.7 	 //./    	   28.2    	 ///./    	 //.//       	 63091.4      	   3.0   	 057    	 ////./       	 ////./       	 ////./        	  -87.61615	  41.86515	   418.2
00084.0  	  970.0       	  21.4	 ///	   421    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1147.3 	 //./    	   28.2    	 ///./    	 //.//       	 63092.4      	   3.0   	 057    	 ////./       	 ////./       	 ////./        	  -87.61617	  41.86514	   421.1
00085.0  	  969.6       	  21.4	 ///	   424    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1147.0 	 //./    	   28.2    	 ///./    	 //.//       	 63093.4      	   2.9   	 057    	 ////./       	 ////./       	 ////./        	  -87.61619	  41.86513	   424.0
00086.0  	  969.3       	  21.4	 ///	   427    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1146.7 	 //./    	   28.2    	 ///./    	 //.//       	 63094.4      	   2.9   	 057    	 ////./       	 ////./       	 ////./        	  -87.61622	  41.86511	   426.9
00087.0  	  969.0       	  21.4	 ///	   430    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1146.4 	 //./    	   28.2    	 ///./    	 //.//       	 63095.4      	   2.9   	 057    	 ////./       	 ////./       	 ////./        	  -87.61624	  41.86510	   429.8
00088.0  	  968.6       	  21.3	 ///	   433    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1146.1 	 //./    	   28.2    	 ///./    	 //.//       	 63096.4      	   2.9   	 056    	 ////./       	 ////./       	 ////./        	  -87.61627	  41.86509	   432.7
00089.0  	  968.3       	  21.3	 ///	   436    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1145.7 	 //./    	   28.2    	 ///./    	 //.//       	 63097.4      	   2.8   	 056    	 ////./       	 ////./       	 ////./        	  -87.61629	  41.86507	   435.8
00090.0  	  968.0       	  21.3	 ///	   439    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1145.4 	 //./    	   28.2    	 ///./    	 //.//       	 63098.4      	   2.8   	 056    	 ////./       	 ////./       	 ////./        	  -87.61632	  41.86506	   438.9
00091.0  	  967.6       	  21.3	 ///	   442    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1145.0 	 //./    	   28.3    	 ///./    	 //.//       	 63099.4      	   2.8   	 056    	 ////./       	 ////./       	 ////./        	  -87.61634	  41.86505	   442.0
00092.0  	  967.3       	  21.3	 ///	   445    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1144.7 	 //./    	   28.3    	 ///./    	 //.//       	 63100.4      	   2.8   	 055    	 ////./       	 ////./       	 ////./        	  -87.61636	  41.86503	   445.1
00093.0  	  966.9       	  21.3	 ///	   448    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1144.3 	 //./    	   28.3    	 ///./    	 //.//       	 63101.4      	   2.7   	 055    	 ////./       	 ////./       	 ////./        	  -87.61639	  41.86502	   448.2
00094.0  	  966.6       	  21.3	 ///	   451    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1143.9 	 //./    	   28.3    	 ///./    	 //.//       	 63102.4      	   2.7   	 055    	 ////./       	 ////./       	 ////./        	  -87.61641	  41.86501	   451.3
00095.0  	  966.2       	  21.3	 ///	   454    	 ///./  	 ///./	   ///./	 ////./	 344.2  	 1143.6 	 //./    	   28.3    	 ///./    	 //.//       	 63103.4      	   2.7   	 054    	 ////./       	 ////./       	 ////./        	  -87.61644	  41.86499	   454.3
00096.0  	  965.9       	  21.2	 ///	   457    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1143.2 	 //./    	   28.4    	 ///./    	 //.//       	 63104.4      	   2.7   	 054    	 ////./       	 ////./       	 ////./        	  -87.61646	  41.86498	   457.3
00097.0  	  965.6       	  21.2	 ///	   460    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1142.8 	 //./    	   28.4    	 ///./    	 //.//       	 63105.4      	   2.6   	 054    	 ////./       	 ////./       	 ////./        	  -87.61649	  41.86496	   460.4
00098.0  	  965.2       	  21.2	 ///	   463    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1142.5 	 //./    	   28.4    	 ///./    	 //.//       	 63106.4      	   2.6   	 053    	 ////./       	 ////./       	 ////./        	  -87.61651	  41.86495	   463.4
00099.0  	  964.9       	  21.2	 ///	   466    	 ///./  	 ///./	   ///./	 ////./	 344.1  	 1142.1 	 //./    	   28.4    	 ///./    	 //.//       	 63107.4      	   2.6   	 053    	 ////./       	 ////./       	 ////./        	  -87.61653	  41.86494	   466.4
