,Time[sec],Pressure[mbar],T[°C] ,U[%],Geo Pot[m],Dew [°C],RI    ,GRI     ,MRI    ,CL [m/s],D [g/m3],VP [mbar],Pot Te [°C],Vi Te [°C],Spec U [g/kg],UTC Time [sec],Wsp [m/s],Wdir [°],N/S Wind [m/s],E/W Wind [m/s],Vert Wind [m/s],Lon [°]    ,Lat [°]   ,Geometric Height [m]
28,28.0,990.9,27.6, ///,236, ///./  , ///./,   ///./, ////./,347.9,1147.8, //./    ,32.7, ///./    , //.//       ,63036.4,2.6,55, ////./       , ////./       , ////./        ,-87.61455,41.86601,236.1
29,29.0,990.5,27.4, ///,240, ///./  , ///./,   ///./, ////./,347.7,1148.3, //./    ,32.5, ///./    , //.//       ,63037.4,2.7,55, ////./       , ////./       , ////./        ,-87.61458,41.86599,239.6
30,30.0,990.1,27.2, ///,242, ///./  , ///./,   ///./, ////./,347.6,1148.7, //./    ,32.3, ///./    , //.//       ,63038.4,2.7,55, ////./       , ////./       , ////./        ,-87.61461,41.86598,241.9
31,31.0,989.8,26.9, ///,244, ///./  , ///./,   ///./, ////./,347.5,1149.3, //./    ,32.0, ///./    , //.//       ,63039.4,2.7,55, ////./       , ////./       , ////./        ,-87.61463,41.86596,244.2
32,32.0,989.5,26.7, ///,246, ///./  , ///./,   ///./, ////./,347.3,1149.9, //./    ,31.8, ///./    , //.//       ,63040.4,2.7,54, ////./       , ////./       , ////./        ,-87.61466,41.86595,246.5
33,33.0,989.2,26.5, ///,249, ///./  , ///./,   ///./, ////./,347.2,1150.4, //./    ,31.6, ///./    , //.//       ,63041.4,2.8,54, ////./       , ////./       , ////./        ,-87.61469,41.86593,248.8
34,34.0,988.9,26.2, ///,251, ///./  , ///./,   ///./, ////./,347.0,1151.0, //./    ,31.4, ///./    , //.//       ,63042.4,2.8,54, ////./       , ////./       , ////./        ,-87.61471,41.86592,251.1
35,35.0,988.6,26.0, ///,254, ///./  , ///./,   ///./, ////./,346.9,1151.6, //./    ,31.2, ///./    , //.//       ,63043.4,2.8,54, ////./       , ////./       , ////./        ,-87.61474,41.8659,254.2
36,36.0,988.3,25.7, ///,258, ///./  , ///./,   ///./, ////./,346.8,1152.2, //./    ,31.0, ///./    , //.//       ,63044.4,2.8,54, ////./       , ////./       , ////./        ,-87.61477,41.86588,257.8
37,37.0,987.9,25.5, ///,261, ///./  , ///./,   ///./, ////./,346.6,1152.6, //./    ,30.8, ///./    , //.//       ,63045.4,2.9,53, ////./       , ////./       , ////./        ,-87.61479,41.86587,261.3
38,38.0,987.5,25.3, ///,265, ///./  , ///./,   ///./, ////./,346.5,1153.1, //./    ,30.6, ///./    , //.//       ,63046.4,2.9,53, ////./       , ////./       , ////./        ,-87.61482,41.86585,264.9
39,39.0,987.1,25.0, ///,268, ///./  , ///./,   ///./, ////./,346.4,1153.5, //./    ,30.4, ///./    , //.//       ,63047.4,2.9,53, ////./       , ////./       , ////./        ,-87.61485,41.86584,268.4
40,40.0,986.7,24.8, ///,272, ///./  , ///./,   ///./, ////./,346.2,1154.0, //./    ,30.1, ///./    , //.//       ,63048.4,2.9,53, ////./       , ////./       , ////./        ,-87.61487,41.86582,272.0
41,41.0,986.3,24.6, ///,275, ///./  , ///./,   ///./, ////./,346.1,1154.4, //./    ,29.9, ///./    , //.//       ,63049.4,3.0,53, ////./       , ////./       , ////./        ,-87.6149,41.86581,275.6
42,42.0,985.9,24.3, ///,279, ///./  , ///./,   ///./, ////./,345.9,1154.9, //./    ,29.7, ///./    , //.//       ,63050.4,3.0,52, ////./       , ////./       , ////./        ,-87.61493,41.86579,279.1
43,43.0,985.5,24.1, ///,283, ///./  , ///./,   ///./, ////./,345.8,1155.3, //./    ,29.5, ///./    , //.//       ,63051.4,3.0,52, ////./       , ////./       , ////./        ,-87.61496,41.86578,282.7
44,44.0,985.1,23.8, ///,286, ///./  , ///./,   ///./, ////./,345.7,1155.7, //./    ,29.3, ///./    , //.//       ,63052.4,3.1,52, ////./       , ////./       , ////./        ,-87.61498,41.86576,286.3
45,45.0,984.7,23.6, ///,290, ///./  , ///./,   ///./, ////./,345.5,1156.2, //./    ,29.1, ///./    , //.//       ,63053.4,3.1,52, ////./       , ////./       , ////./        ,-87.61501,41.86575,290.1
46,46.0,984.3,23.4, ///,294, ///./  , ///./,   ///./, ////./,345.4,1156.6, //./    ,28.9, ///./    , //.//       ,63054.4,3.1,52, ////./       , ////./       , ////./        ,-87.61504,41.86573,293.8
47,47.0,983.9,23.1, ///,297, ///./  , ///./,   ///./, ////./,345.2,1157.1, //./    ,28.7, ///./    , //.//       ,63055.4,3.1,52, ////./       , ////./       , ////./        ,-87.61506,41.86572,297.6
48,48.0,983.4,22.9, ///,301, ///./  , ///./,   ///./, ////./,345.1,1157.5, //./    ,28.5, ///./    , //.//       ,63056.4,3.1,52, ////./       , ////./       , ////./        ,-87.61509,41.8657,301.3
49,49.0,983.1,22.7, ///,305, ///./  , ///./,   ///./, ////./,345.0,1158.0, //./    ,28.3, ///./    , //.//       ,63057.4,3.1,52, ////./       , ////./       , ////./        ,-87.61512,41.86569,305.0
50,50.0,982.7,22.4, ///,308, ///./  , ///./,   ///./, ////./,344.8,1158.5, //./    ,28.1, ///./    , //.//       ,63058.4,3.1,52, ////./       , ////./       , ////./        ,-87.61515,41.86567,308.3
51,51.0,982.4,22.2, ///,311, ///./  , ///./,   ///./, ////./,344.7,1159.0, //./    ,27.9, ///./    , //.//       ,63059.4,3.1,52, ////./       , ////./       , ////./        ,-87.61518,41.86565,311.3
52,52.0,982.0,21.9, ///,314, ///./  , ///./,   ///./, ////./,344.6,1159.5, //./    ,27.7, ///./    , //.//       ,63060.4,3.1,52, ////./       , ////./       , ////./        ,-87.61522,41.86564,314.3
53,53.0,981.6,21.7, ///,317, ///./  , ///./,   ///./, ////./,344.4,1160.0, //./    ,27.4, ///./    , //.//       ,63061.4,3.2,52, ////./       , ////./       , ////./        ,-87.61525,41.86562,317.3
54,54.0,981.3,21.5, ///,320, ///./  , ///./,   ///./, ////./,344.3,1160.6, //./    ,27.2, ///./    , //.//       ,63062.4,3.2,52, ////./       , ////./       , ////./        ,-87.61528,41.86561,320.3
55,55.0,981.0,21.2, ///,323, ///./  , ///./,   ///./, ////./,344.1,1161.1, //./    ,27.0, ///./    , //.//       ,63063.4,3.2,53, ////./       , ////./       , ////./        ,-87.61531,41.86559,323.3
56,56.0,980.6,21.1, ///,326, ///./  , ///./,   ///./, ////./,344.1,1161.2, //./    ,26.9, ///./    , //.//       ,63064.4,3.2,53, ////./       , ////./       , ////./        ,-87.61534,41.86557,326.3
57,57.0,980.3,21.1, ///,329, ///./  , ///./,   ///./, ////./,344.1,1160.8, //./    ,27.0, ///./    , //.//       ,63065.4,3.2,53, ////./       , ////./       , ////./        ,-87.61537,41.86556,329.2
58,58.0,980.0,21.1, ///,332, ///./  , ///./,   ///./, ////./,344.1,1160.4, //./    ,27.0, ///./    , //.//       ,63066.4,3.2,53, ////./       , ////./       , ////./        ,-87.6154,41.86554,332.2
59,59.0,979.6,21.1, ///,335, ///./  , ///./,   ///./, ////./,344.1,1160.0, //./    ,27.0, ///./    , //.//       ,63067.4,3.2,53, ////./       , ////./       , ////./        ,-87.61544,41.86552,335.1
60,60.0,979.3,21.1, ///,338, ///./  , ///./,   ///./, ////./,344.1,1159.5, //./    ,27.1, ///./    , //.//       ,63068.4,3.2,53, ////./       , ////./       , ////./        ,-87.61547,41.86551,338.1
61,61.0,978.9,21.1, ///,341, ///./  , ///./,   ///./, ////./,344.1,1159.1, //./    ,27.1, ///./    , //.//       ,63069.4,3.2,53, ////./       , ////./       , ////./        ,-87.6155,41.86549,341.2
62,62.0,978.6,21.1, ///,344, ///./  , ///./,   ///./, ////./,344.1,1158.7, //./    ,27.1, ///./    , //.//       ,63070.4,3.2,53, ////./       , ////./       , ////./        ,-87.61553,41.86548,344.4
63,63.0,978.2,21.1, ///,348, ///./  , ///./,   ///./, ////./,344.1,1158.2, //./    ,27.2, ///./    , //.//       ,63071.4,3.3,53, ////./       , ////./       , ////./        ,-87.61556,41.86546,347.7
64,64.0,977.8,21.2, ///,351, ///./  , ///./,   ///./, ////./,344.1,1157.6, //./    ,27.2, ///./    , //.//       ,63072.4,3.3,53, ////./       , ////./       , ////./        ,-87.61559,41.86544,350.9
65,65.0,977.5,21.2, ///,354, ///./  , ///./,   ///./, ////./,344.1,1157.1, //./    ,27.3, ///./    , //.//       ,63073.4,3.3,53, ////./       , ////./       , ////./        ,-87.61562,41.86543,354.1
66,66.0,977.1,21.2, ///,357, ///./  , ///./,   ///./, ////./,344.1,1156.5, //./    ,27.4, ///./    , //.//       ,63074.4,3.3,53, ////./       , ////./       , ////./        ,-87.61565,41.86541,357.4
67,67.0,976.7,21.3, ///,361, ///./  , ///./,   ///./, ////./,344.2,1155.9, //./    ,27.4, ///./    , //.//       ,63075.4,3.2,54, ////./       , ////./       , ////./        ,-87.61569,41.8654,361.0
68,68.0,976.3,21.3, ///,365, ///./  , ///./,   ///./, ////./,344.2,1155.3, //./    ,27.5, ///./    , //.//       ,63076.4,3.2,54, ////./       , ////./       , ////./        ,-87.61572,41.86538,364.7
69,69.0,975.9,21.3, ///,368, ///./  , ///./,   ///./, ////./,344.2,1154.7, //./    ,27.6, ///./    , //.//       ,63077.4,3.2,54, ////./       , ////./       , ////./        ,-87.61575,41.86536,368.3
70,70.0,975.5,21.4, ///,372, ///./  , ///./,   ///./, ////./,344.2,1154.1, //./    ,27.6, ///./    , //.//       ,63078.4,3.2,54, ////./       , ////./       , ////./        ,-87.61578,41.86535,371.9
71,71.0,975.1,21.4, ///,375, ///./  , ///./,   ///./, ////./,344.2,1153.4, //./    ,27.7, ///./    , //.//       ,63079.4,3.2,54, ////./       , ////./       , ////./        ,-87.61581,41.86533,375.5
72,72.0,974.6,21.4, ///,379, ///./  , ///./,   ///./, ////./,344.3,1152.8, //./    ,27.8, ///./    , //.//       ,63080.4,3.2,55, ////./       , ////./       , ////./        ,-87.61584,41.86532,379.3
73,73.0,974.2,21.5, ///,383, ///./  , ///./,   ///./, ////./,344.3,1152.2, //./    ,27.8, ///./    , //.//       ,63081.4,3.1,55, ////./       , ////./       , ////./        ,-87.61587,41.8653,383.1
74,74.0,973.8,21.5, ///,387, ///./  , ///./,   ///./, ////./,344.3,1151.6, //./    ,27.9, ///./    , //.//       ,63082.4,3.1,55, ////./       , ////./       , ////./        ,-87.6159,41.86528,386.9
75,75.0,973.4,21.5, ///,391, ///./  , ///./,   ///./, ////./,344.3,1151.0, //./    ,28.0, ///./    , //.//       ,63083.4,3.1,55, ////./       , ////./       , ////./        ,-87.61594,41.86527,390.7
76,76.0,973.0,21.6, ///,394, ///./  , ///./,   ///./, ////./,344.3,1150.4, //./    ,28.1, ///./    , //.//       ,63084.4,3.1,55, ////./       , ////./       , ////./        ,-87.61597,41.86525,394.5
77,77.0,972.6,21.5, ///,398, ///./  , ///./,   ///./, ////./,344.3,1149.9, //./    ,28.1, ///./    , //.//       ,63085.4,3.1,56, ////./       , ////./       , ////./        ,-87.616,41.86524,398.2
78,78.0,972.1,21.5, ///,401, ///./  , ///./,   ///./, ////./,344.3,1149.5, //./    ,28.1, ///./    , //.//       ,63086.4,3.1,56, ////./       , ////./       , ////./        ,-87.61603,41.86522,401.6
79,79.0,971.8,21.5, ///,405, ///./  , ///./,   ///./, ////./,344.3,1149.1, //./    ,28.1, ///./    , //.//       ,63087.4,3.0,56, ////./       , ////./       , ////./        ,-87.61605,41.86521,404.9
80,80.0,971.4,21.5, ///,408, ///./  , ///./,   ///./, ////./,344.3,1148.8, //./    ,28.1, ///./    , //.//       ,63088.4,3.0,56, ////./       , ////./       , ////./        ,-87.61607,41.86519,408.3
81,81.0,971.0,21.5, ///,412, ///./  , ///./,   ///./, ////./,344.3,1148.4, //./    ,28.1, ///./    , //.//       ,63089.4,3.0,56, ////./       , ////./       , ////./        ,-87.6161,41.86518,411.7
82,82.0,970.7,21.4, ///,415, ///./  , ///./,   ///./, ////./,344.3,1148.1, //./    ,28.2, ///./    , //.//       ,63090.4,3.0,57, ////./       , ////./       , ////./        ,-87.61612,41.86517,415.1
83,83.0,970.3,21.4, ///,418, ///./  , ///./,   ///./, ////./,344.3,1147.7, //./    ,28.2, ///./    , //.//       ,63091.4,3.0,57, ////./       , ////./       , ////./        ,-87.61615,41.86515,418.2
84,84.0,970.0,21.4, ///,421, ///./  , ///./,   ///./, ////./,344.2,1147.3, //./    ,28.2, ///./    , //.//       ,63092.4,3.0,57, ////./       , ////./       , ////./        ,-87.61617,41.86514,421.1
85,85.0,969.6,21.4, ///,424, ///./  , ///./,   ///./, ////./,344.2,1147.0, //./    ,28.2, ///./    , //.//       ,63093.4,2.9,57, ////./       , ////./       , ////./        ,-87.61619,41.86513,424.0
86,86.0,969.3,21.4, ///,427, ///./  , ///./,   ///./, ////./,344.2,1146.7, //./    ,28.2, ///./    , //.//       ,63094.4,2.9,57, ////./       , ////./       , ////./        ,-87.61622,41.86511,426.9
87,87.0,969.0,21.4, ///,430, ///./  , ///./,   ///./, ////./,344.2,1146.4, //./    ,28.2, ///./    , //.//       ,63095.4,2.9,57, ////./       , ////./       , ////./        ,-87.61624,41.8651,429.8
88,88.0,968.6,21.3, ///,433, ///./  , ///./,   ///./, ////./,344.2,1146.1, //./    ,28.2, ///./    , //.//       ,63096.4,2.9,56, ////./       , ////./       , ////./        ,-87.61627,41.86509,432.7
89,89.0,968.3,21.3, ///,436, ///./  , ///./,   ///./, ////./,344.2,1145.7, //./    ,28.2, ///./    , //.//       ,63097.4,2.8,56, ////./       , ////./       , ////./        ,-87.61629,41.86507,435.8
90,90.0,968.0,21.3, ///,439, ///./  , ///./,   ///./, ////./,344.2,1145.4, //./    ,28.2, ///./    , //.//       ,63098.4,2.8,56, ////./       , ////./       , ////./        ,-87.61632,41.86506,438.9
91,91.0,967.6,21.3, ///,442, ///./  , ///./,   ///./, ////./,344.2,1145.0, //./    ,28.3, ///./    , //.//       ,63099.4,2.8,56, ////./       , ////./       , ////./        ,-87.61634,41.86505,442.0
92,92.0,967.3,21.3, ///,445, ///./  , ///./,   ///./, ////./,344.2,1144.7, //./    ,28.3, ///./    , //.//       ,63100.4,2.8,55, ////./       , ////./       , ////./        ,-87.61636,41.86503,445.1
93,93.0,966.9,21.3, ///,448, ///./  , ///./,   ///./, ////./,344.2,1144.3, //./    ,28.3, ///./    , //.//       ,63101.4,2.7,55, ////./       , ////./       , ////./        ,-87.61639,41.86502,448.2
94,94.0,966.6,21.3, ///,451, ///./  , ///./,   ///./, ////./,344.2,1143.9, //./    ,28.3, ///./    , //.//       ,63102.4,2.7,55, ////./       , ////./       , ////./        ,-87.61641,41.86501,451.3
95,95.0,966.2,21.3, ///,454, ///./  , ///./,   ///./, ////./,344.2,1143.6, //./    ,28.3, ///./    , //.//       ,63103.4,2.7,54, ////./       , ////./       , ////./        ,-87.61644,41.86499,454.3
96,96.0,965.9,21.2, ///,457, ///./  , ///./,   ///./, ////./,344.1,1143.2, //./    ,28.4, ///./    , //.//       ,63104.4,2.7,54, ////./       , ////./       , ////./        ,-87.61646,41.86498,457.3
97,97.0,965.6,21.2, ///,460, ///./  , ///./,   ///./, ////./,344.1,1142.8, //./    ,28.4, ///./    , //.//       ,63105.4,2.6,54, ////./       , ////./       , ////./        ,-87.61649,41.86496,460.4
98,98.0,965.2,21.2, ///,463, ///./  , ///./,   ///./, ////./,344.1,1142.5, //./    ,28.4, ///./    , //.//       ,63106.4,2.6,53, ////./       , ////./       , ////./        ,-87.61651,41.86495,463.4
99,99.0,964.9,21.2, ///,466, ///./  , ///./,   ///./, ////./,344.1,1142.1, //./    ,28.4, ///./    , //.//       ,63107.4,2.6,53, ////./       , ////./       , ////./        ,-87.61653,41.86494,466.4
100,100.0,964.5,21.2, ///,469, ///./  , ///./,   ///./, ////./,344.1,1141.7, //./    ,28.4, ///./    , //.//       ,63108.4,2.6,53, ////./       , ////./       , ////./        ,-87.61656,41.86492,469.6
101,101.0,964.2,21.2, ///,473, ///./  , ///./,   ///./, ////./,344.1,1141.4, //./    ,28.5, ///./    , //.//       ,63109.4,2.5,52, ////./       , ////./       , ////./        ,-87.61658,41.86491,472.8
102,102.0,963.8,21.2, ///,476, ///./  , ///./,   ///./, ////./,344.1,1141.0, //./    ,28.5, ///./    , //.//       ,63110.4,2.5,52, ////./       , ////./       , ////./        ,-87.61661,41.8649,476.1
103,103.0,963.5,21.2, ///,479, ///./  , ///./,   ///./, ////./,344.1,1140.6, //./    ,28.5, ///./    , //.//       ,63111.4,2.5,52, ////./       , ////./       , ////./        ,-87.61663,41.86488,479.3
104,104.0,963.2,21.2, ///,482, ///./  , ///./,   ///./, ////./,344.1,1140.3, //./    ,28.5, ///./    , //.//       ,63112.4,2.5,51, ////./       , ////./       , ////./        ,-87.61666,41.86487,482.5
105,105.0,962.9,21.1, ///,486, ///./  , ///./,   ///./, ////./,344.1,1140.0, //./    ,28.5, ///./    , //.//       ,63113.4,2.5,51, ////./       , ////./       , ////./        ,-87.61668,41.86486,485.8
106,106.0,962.5,21.1, ///,488, ///./  , ///./,   ///./, ////./,344.1,1139.6, //./    ,28.6, ///./    , //.//       ,63114.4,2.4,52, ////./       , ////./       , ////./        ,-87.6167,41.86484,488.5
107,107.0,962.2,21.1, ///,491, ///./  , ///./,   ///./, ////./,344.1,1139.3, //./    ,28.6, ///./    , //.//       ,63115.4,2.4,52, ////./       , ////./       , ////./        ,-87.61673,41.86483,491.0
108,108.0,961.9,21.1, ///,493, ///./  , ///./,   ///./, ////./,344.1,1139.0, //./    ,28.6, ///./    , //.//       ,63116.4,2.4,53, ////./       , ////./       , ////./        ,-87.61675,41.86482,493.5
109,109.0,961.6,21.1, ///,496, ///./  , ///./,   ///./, ////./,344.1,1138.7, //./    ,28.6, ///./    , //.//       ,63117.4,2.4,54, ////./       , ////./       , ////./        ,-87.61678,41.86482,495.9
110,110.0,961.4,21.1, ///,498, ///./  , ///./,   ///./, ////./,344.1,1138.4, //./    ,28.6, ///./    , //.//       ,63118.4,2.4,55, ////./       , ////./       , ////./        ,-87.61681,41.86481,498.4
111,111.0,961.1,21.1, ///,501, ///./  , ///./,   ///./, ////./,344.1,1138.2, //./    ,28.6, ///./    , //.//       ,63119.4,2.4,55, ////./       , ////./       , ////./        ,-87.61683,41.86481,500.8
112,112.0,960.8,21.1, ///,503, ///./  , ///./,   ///./, ////./,344.0,1137.9, //./    ,28.6, ///./    , //.//       ,63120.4,2.4,56, ////./       , ////./       , ////./        ,-87.61686,41.8648,503.1
113,113.0,960.6,21.1, ///,505, ///./  , ///./,   ///./, ////./,344.0,1137.7, //./    ,28.6, ///./    , //.//       ,63121.4,2.4,57, ////./       , ////./       , ////./        ,-87.61688,41.8648,505.3
114,114.0,960.3,21.0, ///,507, ///./  , ///./,   ///./, ////./,344.0,1137.4, //./    ,28.7, ///./    , //.//       ,63122.4,2.4,57, ////./       , ////./       , ////./        ,-87.61691,41.86479,507.5
115,115.0,960.1,21.0, ///,510, ///./  , ///./,   ///./, ////./,344.0,1137.1, //./    ,28.7, ///./    , //.//       ,63123.4,2.4,58, ////./       , ////./       , ////./        ,-87.61694,41.86478,509.7
116,116.0,959.8,21.0, ///,512, ///./  , ///./,   ///./, ////./,344.0,1136.9, //./    ,28.7, ///./    , //.//       ,63124.4,2.4,59, ////./       , ////./       , ////./        ,-87.61696,41.86478,512.0
117,117.0,959.5,21.0, ///,514, ///./  , ///./,   ///./, ////./,344.0,1136.6, //./    ,28.7, ///./    , //.//       ,63125.4,2.4,60, ////./       , ////./       , ////./        ,-87.61699,41.86477,514.4
118,118.0,959.3,21.0, ///,517, ///./  , ///./,   ///./, ////./,344.0,1136.3, //./    ,28.7, ///./    , //.//       ,63126.4,2.4,60, ////./       , ////./       , ////./        ,-87.61701,41.86477,516.8
119,119.0,959.0,21.0, ///,519, ///./  , ///./,   ///./, ////./,344.0,1136.1, //./    ,28.7, ///./    , //.//       ,63127.4,2.4,61, ////./       , ////./       , ////./        ,-87.61704,41.86476,519.2
120,120.0,958.8,21.0, ///,521, ///./  , ///./,   ///./, ////./,344.0,1135.8, //./    ,28.7, ///./    , //.//       ,63128.4,2.4,62, ////./       , ////./       , ////./        ,-87.61707,41.86476,521.6
121,121.0,958.5,21.0, ///,524, ///./  , ///./,   ///./, ////./,344.0,1135.5, //./    ,28.7, ///./    , //.//       ,63129.4,2.4,63, ////./       , ////./       , ////./        ,-87.61709,41.86475,524.1
122,122.0,958.2,20.9, ///,526, ///./  , ///./,   ///./, ////./,344.0,1135.2, //./    ,28.8, ///./    , //.//       ,63130.4,2.4,63, ////./       , ////./       , ////./        ,-87.61712,41.86475,526.5
123,123.0,957.9,20.9, ///,529, ///./  , ///./,   ///./, ////./,344.0,1134.9, //./    ,28.8, ///./    , //.//       ,63131.4,2.4,64, ////./       , ////./       , ////./        ,-87.61714,41.86474,529.3
124,124.0,957.6,20.9, ///,532, ///./  , ///./,   ///./, ////./,344.0,1134.6, //./    ,28.8, ///./    , //.//       ,63132.4,2.4,65, ////./       , ////./       , ////./        ,-87.61717,41.86473,532.0
