,Time[sec],Pressure[mbar],T[°C] ,U[%],Geo Pot[m],Dew [°C],RI    ,GRI     ,MRI    ,CL [m/s],D [g/m3],VP [mbar],Pot Te [°C],Vi Te [°C],Spec U [g/kg],UTC Time [sec],Wsp [m/s],Wdir [°],N/S Wind [m/s],E/W Wind [m/s],Vert Wind [m/s],Lon [°]    ,Lat [°]   ,Geometric Height [m]
40,40.0,981.1,21.5,76,309,17.1,261.7,   ///./,280.6,344.3,1160.3,19.5,27.3,23.7,12.44,1471.2,3.2,64, ////./       , ////./       , ////./        ,-87.61514,41.86574,309.3
41,41.0,980.7,21.4,76,313,17.1,261.6,   ///./,281.1,344.3,1159.9,19.5,27.3,23.6,12.45,1472.2,3.2,64, ////./       , ////./       , ////./        ,-87.61518,41.86573,313.1
42,42.0,980.3,21.4,76,316,17.1,261.5,   ///./,281.5,344.2,1159.6,19.5,27.3,23.6,12.45,1473.2,3.2,65, ////./       , ////./       , ////./        ,-87.61521,41.86571,316.3
43,43.0,979.9,21.4,76,319,17.1,261.5,   ///./,282.0,344.2,1159.2,19.5,27.3,23.6,12.46,1474.2,3.2,66, ////./       , ////./       , ////./        ,-87.61524,41.8657,319.5
44,44.0,979.5,21.3,77,323,17.1,261.4,   ///./,282.4,344.2,1158.9,19.5,27.3,23.6,12.46,1475.2,3.2,66, ////./       , ////./       , ////./        ,-87.61528,41.86569,322.7
45,45.0,979.1,21.3,77,326,17.1,261.3,   ///./,282.8,344.2,1158.5,19.5,27.3,23.5,12.47,1476.2,3.2,67, ////./       , ////./       , ////./        ,-87.61531,41.86567,326.0
46,46.0,978.7,21.3,77,329,17.1,261.3,   ///./,283.3,344.2,1158.2,19.5,27.3,23.5,12.47,1477.2,3.3,66, ////./       , ////./       , ////./        ,-87.61534,41.86566,329.2
47,47.0,978.3,21.3,77,333,17.1,261.2,   ///./,283.8,344.2,1157.9,19.5,27.3,23.5,12.48,1478.2,3.3,66, ////./       , ////./       , ////./        ,-87.61538,41.86564,332.8
48,48.0,977.9,21.2,77,337,17.0,261.1,   ///./,284.4,344.1,1157.5,19.4,27.3,23.4,12.46,1479.2,3.3,66, ////./       , ////./       , ////./        ,-87.61541,41.86563,337.0
49,49.0,977.5,21.2,77,341,17.0,261.0,   ///./,284.9,344.1,1157.1,19.4,27.3,23.4,12.45,1480.2,3.3,65, ////./       , ////./       , ////./        ,-87.61545,41.86561,341.1
50,50.0,977.0,21.2,77,345,17.0,260.9,   ///./,285.5,344.1,1156.6,19.4,27.3,23.4,12.43,1481.2,3.3,65, ////./       , ////./       , ////./        ,-87.61548,41.8656,345.3
51,51.0,976.6,21.2,77,349,17.0,260.8,   ///./,286.0,344.1,1156.2,19.4,27.3,23.4,12.42,1482.2,3.3,64, ////./       , ////./       , ////./        ,-87.61551,41.86558,349.5
52,52.0,976.2,21.1,77,353,16.9,260.7,   ///./,286.6,344.1,1155.8,19.3,27.3,23.3,12.41,1483.2,3.3,64, ////./       , ////./       , ////./        ,-87.61555,41.86557,353.6
53,53.0,975.7,21.1,77,357,16.9,260.6,   ///./,287.0,344.1,1155.3,19.3,27.4,23.3,12.39,1484.2,3.3,64, ////./       , ////./       , ////./        ,-87.61558,41.86555,357.2
54,54.0,975.3,21.1,77,361,16.9,260.5,   ///./,287.5,344.1,1154.9,19.3,27.4,23.3,12.38,1485.2,3.3,63, ////./       , ////./       , ////./        ,-87.61561,41.86554,360.8
55,55.0,974.9,21.1,77,364,16.9,260.4,   ///./,288.0,344.0,1154.5,19.2,27.4,23.2,12.36,1486.2,3.3,63, ////./       , ////./       , ////./        ,-87.61565,41.86552,364.3
56,56.0,974.5,21.0,77,368,16.8,260.4,   ///./,288.5,344.0,1154.2,19.2,27.4,23.2,12.35,1487.2,3.3,62, ////./       , ////./       , ////./        ,-87.61568,41.86551,367.9
57,57.0,974.1,21.0,77,371,16.8,260.3,   ///./,288.9,344.0,1153.8,19.2,27.4,23.2,12.33,1488.2,3.3,62, ////./       , ////./       , ////./        ,-87.61572,41.86549,371.5
58,58.0,973.6,21.0,77,375,16.8,260.2,   ///./,289.4,344.0,1153.4,19.1,27.4,23.2,12.32,1489.2,3.3,62, ////./       , ////./       , ////./        ,-87.61575,41.86548,375.1
59,59.0,973.2,21.0,77,379,16.8,260.1,   ///./,289.9,344.0,1153.0,19.1,27.4,23.1,12.31,1490.2,3.3,61, ////./       , ////./       , ////./        ,-87.61578,41.86546,378.7
60,60.0,972.8,20.9,77,382,16.7,260.0,   ///./,290.4,344.0,1152.6,19.1,27.4,23.1,12.29,1491.2,3.3,61, ////./       , ////./       , ////./        ,-87.61582,41.86544,382.3
61,61.0,972.4,20.9,77,386,16.7,259.9,   ///./,290.9,344.0,1152.2,19.0,27.4,23.1,12.25,1492.2,3.3,61, ////./       , ////./       , ////./        ,-87.61585,41.86543,385.9
62,62.0,972.0,20.9,76,389,16.6,259.8,   ///./,291.3,343.9,1151.8,18.9,27.5,23.1,12.19,1493.2,3.3,60, ////./       , ////./       , ////./        ,-87.61589,41.86541,389.5
63,63.0,971.6,20.9,76,393,16.5,259.7,   ///./,291.8,343.9,1151.4,18.8,27.5,23.0,12.14,1494.2,3.3,60, ////./       , ////./       , ////./        ,-87.61592,41.8654,393.1
64,64.0,971.2,20.9,76,397,16.4,259.6,   ///./,292.2,343.9,1151.0,18.7,27.5,23.0,12.08,1495.2,3.3,59, ////./       , ////./       , ////./        ,-87.61595,41.86538,396.7
65,65.0,970.8,20.8,76,400,16.4,259.5,   ///./,292.7,343.9,1150.6,18.6,27.5,23.0,12.03,1496.2,3.3,59, ////./       , ////./       , ////./        ,-87.61599,41.86537,400.3
66,66.0,970.4,20.8,75,404,16.3,259.4,   ///./,293.1,343.9,1150.2,18.5,27.5,23.0,11.97,1497.2,3.3,59, ////./       , ////./       , ////./        ,-87.61602,41.86535,403.8
67,67.0,970.1,20.8,75,407,16.2,259.3,   ///./,293.6,343.9,1149.8,18.5,27.6,22.9,11.92,1498.2,3.3,59, ////./       , ////./       , ////./        ,-87.61605,41.86534,407.4
68,68.0,969.7,20.8,75,411,16.1,259.2,   ///./,294.1,343.9,1149.4,18.4,27.6,22.9,11.86,1499.2,3.3,59, ////./       , ////./       , ////./        ,-87.61609,41.86532,410.9
69,69.0,969.3,20.8,74,414,16.1,259.1,   ///./,294.5,343.9,1149.0,18.3,27.6,22.9,11.81,1500.2,3.3,59, ////./       , ////./       , ////./        ,-87.61612,41.86531,414.4
70,70.0,968.9,20.8,74,418,16.0,259.0,   ///./,294.9,343.9,1148.6,18.2,27.6,22.8,11.76,1501.2,3.2,58, ////./       , ////./       , ////./        ,-87.61616,41.86529,417.7
71,71.0,968.5,20.7,74,421,15.9,258.9,   ///./,295.3,343.9,1148.3,18.1,27.6,22.8,11.7,1502.2,3.2,58, ////./       , ////./       , ////./        ,-87.61619,41.86528,420.9
72,72.0,968.2,20.7,73,424,15.8,258.8,   ///./,295.8,343.8,1147.9,18.0,27.6,22.8,11.65,1503.2,3.2,58, ////./       , ////./       , ////./        ,-87.61622,41.86526,424.1
73,73.0,967.8,20.7,73,427,15.7,258.7,   ///./,296.2,343.8,1147.5,17.9,27.7,22.8,11.59,1504.2,3.2,58, ////./       , ////./       , ////./        ,-87.61626,41.86525,427.3
74,74.0,967.4,20.7,73,430,15.7,258.6,   ///./,296.6,343.8,1147.1,17.8,27.7,22.8,11.54,1505.2,3.2,58, ////./       , ////./       , ////./        ,-87.61629,41.86523,430.6
75,75.0,967.1,20.7,72,434,15.6,258.5,   ///./,297.0,343.8,1146.7,17.7,27.7,22.7,11.48,1506.2,3.2,58, ////./       , ////./       , ////./        ,-87.61632,41.86522,433.8
76,76.0,966.7,20.7,72,437,15.5,258.4,   ///./,297.4,343.8,1146.3,17.6,27.7,22.7,11.42,1507.2,3.2,58, ////./       , ////./       , ////./        ,-87.61635,41.8652,437.1
77,77.0,966.3,20.7,72,440,15.4,258.3,   ///./,297.8,343.8,1145.9,17.5,27.8,22.7,11.37,1508.2,3.2,58, ////./       , ////./       , ////./        ,-87.61638,41.86519,440.4
78,78.0,966.0,20.7,71,444,15.3,258.2,   ///./,298.2,343.8,1145.4,17.4,27.8,22.7,11.31,1509.2,3.2,57, ////./       , ////./       , ////./        ,-87.6164,41.86517,443.7
79,79.0,965.6,20.7,71,447,15.2,258.1,   ///./,298.6,343.8,1145.0,17.3,27.8,22.7,11.25,1510.2,3.1,57, ////./       , ////./       , ////./        ,-87.61643,41.86516,447.0
80,80.0,965.2,20.7,71,450,15.2,258.0,   ///./,299.0,343.8,1144.6,17.3,27.9,22.7,11.19,1511.2,3.1,57, ////./       , ////./       , ////./        ,-87.61646,41.86514,450.3
81,81.0,964.8,20.7,70,454,15.1,257.9,   ///./,299.4,343.8,1144.1,17.2,27.9,22.7,11.14,1512.2,3.1,57, ////./       , ////./       , ////./        ,-87.61649,41.86513,453.7
82,82.0,964.5,20.7,70,457,15.0,257.7,   ///./,299.9,343.8,1143.7,17.1,27.9,22.6,11.08,1513.2,3.1,57, ////./       , ////./       , ////./        ,-87.61651,41.86512,457.1
83,83.0,964.1,20.7,70,460,14.9,257.6,   ///./,300.3,343.8,1143.3,17.0,27.9,22.6,11.02,1514.2,3.1,57, ////./       , ////./       , ////./        ,-87.61654,41.8651,460.5
84,84.0,963.7,20.7,69,464,14.8,257.5,   ///./,300.7,343.8,1142.9,16.9,28.0,22.6,10.96,1515.2,3.1,57, ////./       , ////./       , ////./        ,-87.61657,41.86509,463.9
85,85.0,963.4,20.7,69,467,14.7,257.4,   ///./,301.1,343.8,1142.5,16.8,28.0,22.6,10.91,1516.2,3.1,57, ////./       , ////./       , ////./        ,-87.6166,41.86507,467.4
86,86.0,963.1,20.7,68,470,14.6,257.3,   ///./,301.5,343.8,1142.1,16.7,28.0,22.6,10.85,1517.2,3.1,56, ////./       , ////./       , ////./        ,-87.61662,41.86506,470.5
87,87.0,962.7,20.7,68,473,14.6,257.2,   ///./,301.9,343.8,1141.7,16.6,28.1,22.6,10.79,1518.2,3.0,56, ////./       , ////./       , ////./        ,-87.61665,41.86504,473.3
88,88.0,962.4,20.7,68,476,14.5,257.1,   ///./,302.2,343.8,1141.3,16.5,28.1,22.6,10.76,1519.2,3.0,56, ////./       , ////./       , ////./        ,-87.61668,41.86503,476.0
89,89.0,962.1,20.7,68,479,14.5,257.0,   ///./,302.5,343.8,1140.9,16.5,28.1,22.6,10.74,1520.2,3.0,56, ////./       , ////./       , ////./        ,-87.6167,41.86501,478.8
90,90.0,961.8,20.7,67,481,14.4,256.9,   ///./,302.9,343.8,1140.5,16.5,28.2,22.6,10.72,1521.2,3.0,56, ////./       , ////./       , ////./        ,-87.61673,41.865,481.6
91,91.0,961.4,20.7,67,484,14.4,256.8,   ///./,303.2,343.8,1140.1,16.4,28.2,22.6,10.69,1522.2,3.0,56, ////./       , ////./       , ////./        ,-87.61676,41.86498,484.3
92,92.0,961.0,20.7,67,487,14.4,256.7,   ///./,303.6,343.8,1139.6,16.4,28.2,22.6,10.67,1523.2,3.0,55, ////./       , ////./       , ////./        ,-87.61679,41.86497,487.5
93,93.0,960.6,20.7,67,491,14.3,256.6,   ///./,304.0,343.8,1139.1,16.3,28.3,22.6,10.65,1524.2,2.9,55, ////./       , ////./       , ////./        ,-87.61681,41.86495,491.1
94,94.0,960.3,20.7,67,495,14.3,256.5,   ///./,304.5,343.8,1138.7,16.3,28.3,22.6,10.63,1525.2,2.9,55, ////./       , ////./       , ////./        ,-87.61684,41.86494,494.7
95,95.0,959.9,20.7,67,498,14.2,256.4,   ///./,305.0,343.8,1138.2,16.3,28.3,22.6,10.6,1526.2,2.9,55, ////./       , ////./       , ////./        ,-87.61687,41.86492,498.4
96,96.0,959.5,20.7,66,502,14.2,256.3,   ///./,305.4,343.8,1137.7,16.2,28.4,22.6,10.58,1527.2,2.9,55, ////./       , ////./       , ////./        ,-87.6169,41.86491,502.0
97,97.0,959.1,20.7,66,505,14.2,256.1,   ///./,305.9,343.8,1137.3,16.2,28.4,22.6,10.56,1528.2,2.9,54, ////./       , ////./       , ////./        ,-87.61692,41.86489,505.6
98,98.0,958.8,20.7,66,509,14.1,256.0,   ///./,306.3,343.8,1136.9,16.1,28.5,22.6,10.53,1529.2,2.8,54, ////./       , ////./       , ////./        ,-87.61695,41.86488,508.7
99,99.0,958.4,20.7,66,512,14.1,255.9,   ///./,306.6,343.8,1136.4,16.1,28.5,22.6,10.51,1530.2,2.8,54, ////./       , ////./       , ////./        ,-87.61698,41.86486,511.9
100,100.0,958.1,20.7,66,515,14.0,255.8,   ///./,307.0,343.8,1136.0,16.1,28.5,22.6,10.49,1531.2,2.8,54, ////./       , ////./       , ////./        ,-87.61701,41.86485,515.0
101,101.0,957.7,20.7,65,518,14.0,255.7,   ///./,307.4,343.8,1135.6,16.0,28.6,22.6,10.44,1532.2,2.8,54, ////./       , ////./       , ////./        ,-87.61703,41.86483,518.1
102,102.0,957.4,20.7,65,521,13.9,255.6,   ///./,307.8,343.8,1135.2,15.9,28.6,22.5,10.38,1533.2,2.8,53, ////./       , ////./       , ////./        ,-87.61706,41.86482,521.2
103,103.0,957.0,20.7,64,524,13.8,255.5,   ///./,308.2,343.8,1134.8,15.8,28.6,22.5,10.31,1534.2,2.8,53, ////./       , ////./       , ////./        ,-87.61709,41.8648,524.3
104,104.0,956.7,20.7,64,527,13.7,255.4,   ///./,308.5,343.8,1134.4,15.7,28.6,22.5,10.25,1535.2,2.7,53, ////./       , ////./       , ////./        ,-87.61711,41.86479,527.2
105,105.0,956.4,20.7,64,530,13.6,255.3,   ///./,308.9,343.8,1134.1,15.6,28.7,22.5,10.19,1536.2,2.7,53, ////./       , ////./       , ////./        ,-87.61714,41.86478,530.2
106,106.0,956.0,20.7,63,533,13.5,255.2,   ///./,309.3,343.8,1133.7,15.5,28.7,22.5,10.12,1537.2,2.7,52, ////./       , ////./       , ////./        ,-87.61716,41.86476,533.2
107,107.0,955.7,20.7,63,536,13.4,255.1,   ///./,309.6,343.8,1133.3,15.4,28.7,22.5,10.06,1538.2,2.7,52, ////./       , ////./       , ////./        ,-87.61719,41.86474,536.2
108,108.0,955.4,20.7,62,539,13.3,255.0,   ///./,310.0,343.8,1132.9,15.3,28.7,22.4,9.99,1539.2,2.7,52, ////./       , ////./       , ////./        ,-87.61721,41.86472,539.2
109,109.0,955.1,20.7,62,541,13.2,254.9,   ///./,310.3,343.8,1132.6,15.2,28.7,22.4,9.93,1540.2,2.7,51, ////./       , ////./       , ////./        ,-87.61723,41.8647,541.7
110,110.0,954.8,20.7,62,544,13.1,254.8,   ///./,310.6,343.8,1132.3,15.1,28.8,22.4,9.86,1541.2,2.7,51, ////./       , ////./       , ////./        ,-87.61725,41.86468,544.2
111,111.0,954.5,20.7,61,547,12.9,254.8,   ///./,310.9,343.8,1132.0,14.9,28.8,22.4,9.8,1542.2,2.7,50, ////./       , ////./       , ////./        ,-87.61728,41.86466,546.7
112,112.0,954.2,20.7,61,549,12.8,254.7,   ///./,311.3,343.8,1131.7,14.8,28.8,22.4,9.73,1543.2,2.7,50, ////./       , ////./       , ////./        ,-87.6173,41.86465,549.3
113,113.0,954.0,20.6,60,552,12.7,254.6,   ///./,311.6,343.8,1131.4,14.7,28.8,22.4,9.67,1544.2,2.7,50, ////./       , ////./       , ////./        ,-87.61732,41.86463,551.8
114,114.0,953.7,20.6,60,554,12.6,254.5,   ///./,311.9,343.8,1131.0,14.6,28.9,22.4,9.61,1545.2,2.7,49, ////./       , ////./       , ////./        ,-87.61734,41.86461,554.6
115,115.0,953.3,20.7,60,557,12.6,254.4,   ///./,312.3,343.8,1130.6,14.6,28.9,22.4,9.56,1546.2,2.7,49, ////./       , ////./       , ////./        ,-87.61737,41.86459,557.7
116,116.0,953.0,20.7,59,561,12.5,254.3,   ///./,312.7,343.8,1130.2,14.5,28.9,22.4,9.51,1547.2,2.7,48, ////./       , ////./       , ////./        ,-87.61739,41.86457,560.8
117,117.0,952.7,20.7,59,564,12.4,254.2,   ///./,313.0,343.8,1129.7,14.4,29.0,22.4,9.46,1548.2,2.7,48, ////./       , ////./       , ////./        ,-87.61741,41.86455,563.9
118,118.0,952.3,20.7,59,567,12.3,254.0,   ///./,313.4,343.8,1129.3,14.3,29.0,22.4,9.42,1549.2,2.7,48, ////./       , ////./       , ////./        ,-87.61743,41.86453,567.0
119,119.0,952.0,20.7,58,570,12.2,253.9,   ///./,313.8,343.8,1128.8,14.3,29.1,22.4,9.37,1550.2,2.7,47, ////./       , ////./       , ////./        ,-87.61746,41.86452,570.1
120,120.0,951.6,20.7,58,573,12.1,253.8,   ///./,314.2,343.8,1128.4,14.2,29.1,22.4,9.32,1551.2,2.7,47, ////./       , ////./       , ////./        ,-87.61748,41.8645,573.2
121,121.0,951.3,20.7,58,576,12.1,253.7,   ///./,314.5,343.8,1128.0,14.1,29.1,22.4,9.27,1552.2,2.8,47, ////./       , ////./       , ////./        ,-87.6175,41.86448,576.3
122,122.0,951.0,20.7,57,579,12.0,253.6,   ///./,314.9,343.8,1127.5,14.0,29.2,22.4,9.23,1553.2,2.8,46, ////./       , ////./       , ////./        ,-87.61752,41.86446,579.4
123,123.0,950.6,20.7,57,582,11.9,253.5,   ///./,315.3,343.8,1127.1,14.0,29.2,22.4,9.18,1554.2,2.8,46, ////./       , ////./       , ////./        ,-87.61755,41.86444,582.5
124,124.0,950.3,20.7,57,585,11.8,253.4,   ///./,315.7,343.9,1126.6,13.9,29.3,22.4,9.13,1555.2,2.8,45, ////./       , ////./       , ////./        ,-87.61757,41.86442,585.7
125,125.0,949.9,20.7,56,589,11.7,253.3,   ///./,316.0,343.9,1126.2,13.8,29.3,22.4,9.08,1556.2,2.8,45, ////./       , ////./       , ////./        ,-87.61759,41.8644,588.8
126,126.0,949.6,20.8,56,592,11.6,253.1,   ///./,316.4,343.9,1125.8,13.7,29.3,22.4,9.04,1557.2,2.8,44, ////./       , ////./       , ////./        ,-87.61761,41.86439,591.9
127,127.0,949.2,20.8,56,595,11.6,253.0,   ///./,316.8,343.9,1125.3,13.6,29.4,22.4,8.99,1558.2,2.8,44, ////./       , ////./       , ////./        ,-87.61764,41.86437,595.0
128,128.0,948.9,20.8,55,598,11.5,252.9,   ///./,317.2,343.9,1124.9,13.5,29.4,22.4,8.93,1559.2,2.7,43, ////./       , ////./       , ////./        ,-87.61766,41.86435,598.1
129,129.0,948.6,20.8,55,601,11.3,252.8,   ///./,317.5,343.9,1124.5,13.4,29.4,22.3,8.86,1560.2,2.7,42, ////./       , ////./       , ////./        ,-87.61768,41.86433,601.2
130,130.0,948.2,20.8,54,604,11.2,252.7,   ///./,317.9,343.9,1124.0,13.3,29.5,22.3,8.8,1561.2,2.7,42, ////./       , ////./       , ////./        ,-87.6177,41.86431,604.3
131,131.0,947.9,20.8,54,607,11.1,252.6,   ///./,318.3,343.9,1123.6,13.2,29.5,22.3,8.73,1562.2,2.7,41, ////./       , ////./       , ////./        ,-87.61773,41.86429,607.4
132,132.0,947.5,20.8,53,610,11.0,252.5,   ///./,318.7,343.9,1123.2,13.1,29.6,22.3,8.66,1563.2,2.7,40, ////./       , ////./       , ////./        ,-87.61775,41.86427,610.6
