Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00029.0  	  985.5       	  21.8	  74	   269    	  17.1  	 262.5	   ///./	  275.1	 344.5  	 1164.1 	 19.5    	   27.2    	  24.0    	 12.41       	  1460.2      	   3.1   	 058    	 ////./       	 ////./       	 ////./        	  -87.61478	  41.86589	   269.6
00030.0  	  985.2       	  21.8	  75	   273    	  17.1  	 262.4	   ///./	  275.6	 344.5  	 1163.8 	 19.5    	   27.2    	  24.0    	 12.41       	  1461.2      	   3.1   	 058    	 ////./       	 ////./       	 ////./        	  -87.61482	  41.86587	   273.0
00031.0  	  984.8       	  21.8	  75	   276    	  17.1  	 262.3	   ///./	  276.1	 344.4  	 1163.5 	 19.5    	   27.2    	  24.0    	 12.41       	  1462.2      	   3.1   	 059    	 ////./       	 ////./       	 ////./        	  -87.61485	  41.86586	   276.5
00032.0  	  984.4       	  21.7	  75	   280    	  17.1  	 262.3	   ///./	  276.6	 344.4  	 1163.2 	 19.5    	   27.2    	  23.9    	 12.40       	  1463.2      	   3.1   	 059    	 ////./       	 ////./       	 ////./        	  -87.61488	  41.86585	   280.0
00033.0  	  984.0       	  21.7	  75	   283    	  17.1  	 262.2	   ///./	  277.1	 344.4  	 1162.8 	 19.5    	   27.2    	  23.9    	 12.40       	  1464.2      	   3.2   	 060    	 ////./       	 ////./       	 ////./        	  -87.61491	  41.86583	   283.5
00034.0  	  983.6       	  21.7	  75	   287    	  17.1  	 262.1	   ///./	  277.5	 344.4  	 1162.5 	 19.5    	   27.2    	  23.9    	 12.41       	  1465.2      	   3.2   	 061    	 ////./       	 ////./       	 ////./        	  -87.61495	  41.86582	   287.0
00035.0  	  983.2       	  21.6	  75	   290    	  17.1  	 262.1	   ///./	  278.0	 344.4  	 1162.1 	 19.5    	   27.2    	  23.8    	 12.41       	  1466.2      	   3.2   	 061    	 ////./       	 ////./       	 ////./        	  -87.61498	  41.86581	   290.5
00036.0  	  982.8       	  21.6	  75	   294    	  17.1  	 262.0	   ///./	  278.5	 344.4  	 1161.8 	 19.5    	   27.2    	  23.8    	 12.42       	  1467.2      	   3.2   	 062    	 ////./       	 ////./       	 ////./        	  -87.61501	  41.86579	   294.1
00037.0  	  982.3       	  21.6	  76	   298    	  17.1  	 261.9	   ///./	  279.0	 344.3  	 1161.4 	 19.5    	   27.2    	  23.8    	 12.42       	  1468.2      	   3.2   	 062    	 ////./       	 ////./       	 ////./        	  -87.61505	  41.86578	   297.9
00038.0  	  981.9       	  21.5	  76	   302    	  17.1  	 261.8	   ///./	  279.5	 344.3  	 1161.0 	 19.5    	   27.2    	  23.7    	 12.43       	  1469.2      	   3.2   	 063    	 ////./       	 ////./       	 ////./        	  -87.61508	  41.86577	   301.7
00039.0  	  981.5       	  21.5	  76	   305    	  17.1  	 261.8	   ///./	  280.1	 344.3  	 1160.7 	 19.5    	   27.2    	  23.7    	 12.44       	  1470.2      	   3.2   	 063    	 ////./       	 ////./       	 ////./        	  -87.61511	  41.86575	   305.5
00040.0  	  981.1       	  21.5	  76	   309    	  17.1  	 261.7	   ///./	  280.6	 344.3  	 1160.3 	 19.5    	   27.3    	  23.7    	 12.44       	  1471.2      	   3.2   	 064    	 ////./       	 ////./       	 ////./        	  -87.61514	  41.86574	   309.3
00041.0  	  980.7       	  21.4	  76	   313    	  17.1  	 261.6	   ///./	  281.1	 344.3  	 1159.9 	 19.5    	   27.3    	  23.6    	 12.45       	  1472.2      	   3.2   	 064    	 ////./       	 ////./       	 ////./        	  -87.61518	  41.86573	   313.1
00042.0  	  980.3       	  21.4	  76	   316    	  17.1  	 261.5	   ///./	  281.5	 344.2  	 1159.6 	 19.5    	   27.3    	  23.6    	 12.45       	  1473.2      	   3.2   	 065    	 ////./       	 ////./       	 ////./        	  -87.61521	  41.86571	   316.3
00043.0  	  979.9       	  21.4	  76	   319    	  17.1  	 261.5	   ///./	  282.0	 344.2  	 1159.2 	 19.5    	   27.3    	  23.6    	 12.46       	  1474.2      	   3.2   	 066    	 ////./       	 ////./       	 ////./        	  -87.61524	  41.86570	   319.5
00044.0  	  979.5       	  21.3	  77	   323    	  17.1  	 261.4	   ///./	  282.4	 344.2  	 1158.9 	 19.5    	   27.3    	  23.6    	 12.46       	  1475.2      	   3.2   	 066    	 ////./       	 ////./       	 ////./        	  -87.61528	  41.86569	   322.7
00045.0  	  979.1       	  21.3	  77	   326    	  17.1  	 261.3	   ///./	  282.8	 344.2  	 1158.5 	 19.5    	   27.3    	  23.5    	 12.47       	  1476.2      	   3.2   	 067    	 ////./       	 ////./       	 ////./        	  -87.61531	  41.86567	   326.0
00046.0  	  978.7       	  21.3	  77	   329    	  17.1  	 261.3	   ///./	  283.3	 344.2  	 1158.2 	 19.5    	   27.3    	  23.5    	 12.47       	  1477.2      	   3.3   	 066    	 ////./       	 ////./       	 ////./        	  -87.61534	  41.86566	   329.2
00047.0  	  978.3       	  21.3	  77	   333    	  17.1  	 261.2	   ///./	  283.8	 344.2  	 1157.9 	 19.5    	   27.3    	  23.5    	 12.48       	  1478.2      	   3.3   	 066    	 ////./       	 ////./       	 ////./        	  -87.61538	  41.86564	   332.8
00048.0  	  977.9       	  21.2	  77	   337    	  17.0  	 261.1	   ///./	  284.4	 344.1  	 1157.5 	 19.4    	   27.3    	  23.4    	 12.46       	  1479.2      	   3.3   	 066    	 ////./       	 ////./       	 ////./        	  -87.61541	  41.86563	   337.0
00049.0  	  977.5       	  21.2	  77	   341    	  17.0  	 261.0	   ///./	  284.9	 344.1  	 1157.1 	 19.4    	   27.3    	  23.4    	 12.45       	  1480.2      	   3.3   	 065    	 ////./       	 ////./       	 ////./        	  -87.61545	  41.86561	   341.1
00050.0  	  977.0       	  21.2	  77	   345    	  17.0  	 260.9	   ///./	  285.5	 344.1  	 1156.6 	 19.4    	   27.3    	  23.4    	 12.43       	  1481.2      	   3.3   	 065    	 ////./       	 ////./       	 ////./        	  -87.61548	  41.86560	   345.3
00051.0  	  976.6       	  21.2	  77	   349    	  17.0  	 260.8	   ///./	  286.0	 344.1  	 1156.2 	 19.4    	   27.3    	  23.4    	 12.42       	  1482.2      	   3.3   	 064    	 ////./       	 ////./       	 ////./        	  -87.61551	  41.86558	   349.5
00052.0  	  976.2       	  21.1	  77	   353    	  16.9  	 260.7	   ///./	  286.6	 344.1  	 1155.8 	 19.3    	   27.3    	  23.3    	 12.41       	  1483.2      	   3.3   	 064    	 ////./       	 ////./       	 ////./        	  -87.61555	  41.86557	   353.6
00053.0  	  975.7       	  21.1	  77	   357    	  16.9  	 260.6	   ///./	  287.0	 344.1  	 1155.3 	 19.3    	   27.4    	  23.3    	 12.39       	  1484.2      	   3.3   	 064    	 ////./       	 ////./       	 ////./        	  -87.61558	  41.86555	   357.2
00054.0  	  975.3       	  21.1	  77	   361    	  16.9  	 260.5	   ///./	  287.5	 344.1  	 1154.9 	 19.3    	   27.4    	  23.3    	 12.38       	  1485.2      	   3.3   	 063    	 ////./       	 ////./       	 ////./        	  -87.61561	  41.86554	   360.8
00055.0  	  974.9       	  21.1	  77	   364    	  16.9  	 260.4	   ///./	  288.0	 344.0  	 1154.5 	 19.2    	   27.4    	  23.2    	 12.36       	  1486.2      	   3.3   	 063    	 ////./       	 ////./       	 ////./        	  -87.61565	  41.86552	   364.3
00056.0  	  974.5       	  21.0	  77	   368    	  16.8  	 260.4	   ///./	  288.5	 344.0  	 1154.2 	 19.2    	   27.4    	  23.2    	 12.35       	  1487.2      	   3.3   	 062    	 ////./       	 ////./       	 ////./        	  -87.61568	  41.86551	   367.9
00057.0  	  974.1       	  21.0	  77	   371    	  16.8  	 260.3	   ///./	  288.9	 344.0  	 1153.8 	 19.2    	   27.4    	  23.2    	 12.33       	  1488.2      	   3.3   	 062    	 ////./       	 ////./       	 ////./        	  -87.61572	  41.86549	   371.5
00058.0  	  973.6       	  21.0	  77	   375    	  16.8  	 260.2	   ///./	  289.4	 344.0  	 1153.4 	 19.1    	   27.4    	  23.2    	 12.32       	  1489.2      	   3.3   	 062    	 ////./       	 ////./       	 ////./        	  -87.61575	  41.86548	   375.1
00059.0  	  973.2       	  21.0	  77	   379    	  16.8  	 260.1	   ///./	  289.9	 344.0  	 1153.0 	 19.1    	   27.4    	  23.1    	 12.31       	  1490.2      	   3.3   	 061    	 ////./       	 ////./       	 ////./        	  -87.61578	  41.86546	   378.7
00060.0  	  972.8       	  20.9	  77	   382    	  16.7  	 260.0	   ///./	  290.4	 344.0  	 1152.6 	 19.1    	   27.4    	  23.1    	 12.29       	  1491.2      	   3.3   	 061    	 ////./       	 ////./       	 ////./        	  -87.61582	  41.86544	   382.3
00061.0  	  972.4       	  20.9	  77	   386    	  16.7  	 259.9	   ///./	  290.9	 344.0  	 1152.2 	 19.0    	   27.4    	  23.1    	 12.25       	  1492.2      	   3.3   	 061    	 ////./       	 ////./       	 ////./        	  -87.61585	  41.86543	   385.9
00062.0  	  972.0       	  20.9	  76	   389    	  16.6  	 259.8	   ///./	  291.3	 343.9  	 1151.8 	 18.9    	   27.5    	  23.1    	 12.19       	  1493.2      	   3.3   	 060    	 ////./       	 ////./       	 ////./        	  -87.61589	  41.86541	   389.5
00063.0  	  971.6       	  20.9	  76	   393    	  16.5  	 259.7	   ///./	  291.8	 343.9  	 1151.4 	 18.8    	   27.5    	  23.0    	 12.14       	  1494.2      	   3.3   	 060    	 ////./       	 ////./       	 ////./        	  -87.61592	  41.86540	   393.1
00064.0  	  971.2       	  20.9	  76	   397    	  16.4  	 259.6	   ///./	  292.2	 343.9  	 1151.0 	 18.7    	   27.5    	  23.0    	 12.08       	  1495.2      	   3.3   	 059    	 ////./       	 ////./       	 ////./        	  -87.61595	  41.86538	   396.7
00065.0  	  970.8       	  20.8	  76	   400    	  16.4  	 259.5	   ///./	  292.7	 343.9  	 1150.6 	 18.6    	   27.5    	  23.0    	 12.03       	  1496.2      	   3.3   	 059    	 ////./       	 ////./       	 ////./        	  -87.61599	  41.86537	   400.3
00066.0  	  970.4       	  20.8	  75	   404    	  16.3  	 259.4	   ///./	  293.1	 343.9  	 1150.2 	 18.5    	   27.5    	  23.0    	 11.97       	  1497.2      	   3.3   	 059    	 ////./       	 ////./       	 ////./        	  -87.61602	  41.86535	   403.8
00067.0  	  970.1       	  20.8	  75	   407    	  16.2  	 259.3	   ///./	  293.6	 343.9  	 1149.8 	 18.5    	   27.6    	  22.9    	 11.92       	  1498.2      	   3.3   	 059    	 ////./       	 ////./       	 ////./        	  -87.61605	  41.86534	   407.4
00068.0  	  969.7       	  20.8	  75	   411    	  16.1  	 259.2	   ///./	  294.1	 343.9  	 1149.4 	 18.4    	   27.6    	  22.9    	 11.86       	  1499.2      	   3.3   	 059    	 ////./       	 ////./       	 ////./        	  -87.61609	  41.86532	   410.9
00069.0  	  969.3       	  20.8	  74	   414    	  16.1  	 259.1	   ///./	  294.5	 343.9  	 1149.0 	 18.3    	   27.6    	  22.9    	 11.81       	  1500.2      	   3.3   	 059    	 ////./       	 ////./       	 ////./        	  -87.61612	  41.86531	   414.4
00070.0  	  968.9       	  20.8	  74	   418    	  16.0  	 259.0	   ///./	  294.9	 343.9  	 1148.6 	 18.2    	   27.6    	  22.8    	 11.76       	  1501.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61616	  41.86529	   417.7
00071.0  	  968.5       	  20.7	  74	   421    	  15.9  	 258.9	   ///./	  295.3	 343.9  	 1148.3 	 18.1    	   27.6    	  22.8    	 11.70       	  1502.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61619	  41.86528	   420.9
00072.0  	  968.2       	  20.7	  73	   424    	  15.8  	 258.8	   ///./	  295.8	 343.8  	 1147.9 	 18.0    	   27.6    	  22.8    	 11.65       	  1503.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61622	  41.86526	   424.1
00073.0  	  967.8       	  20.7	  73	   427    	  15.7  	 258.7	   ///./	  296.2	 343.8  	 1147.5 	 17.9    	   27.7    	  22.8    	 11.59       	  1504.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61626	  41.86525	   427.3
00074.0  	  967.4       	  20.7	  73	   430    	  15.7  	 258.6	   ///./	  296.6	 343.8  	 1147.1 	 17.8    	   27.7    	  22.8    	 11.54       	  1505.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61629	  41.86523	   430.6
00075.0  	  967.1       	  20.7	  72	   434    	  15.6  	 258.5	   ///./	  297.0	 343.8  	 1146.7 	 17.7    	   27.7    	  22.7    	 11.48       	  1506.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61632	  41.86522	   433.8
00076.0  	  966.7       	  20.7	  72	   437    	  15.5  	 258.4	   ///./	  297.4	 343.8  	 1146.3 	 17.6    	   27.7    	  22.7    	 11.42       	  1507.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61635	  41.86520	   437.1
00077.0  	  966.3       	  20.7	  72	   440    	  15.4  	 258.3	   ///./	  297.8	 343.8  	 1145.9 	 17.5    	   27.8    	  22.7    	 11.37       	  1508.2      	   3.2   	 058    	 ////./       	 ////./       	 ////./        	  -87.61638	  41.86519	   440.4
00078.0  	  966.0       	  20.7	  71	   444    	  15.3  	 258.2	   ///./	  298.2	 343.8  	 1145.4 	 17.4    	   27.8    	  22.7    	 11.31       	  1509.2      	   3.2   	 057    	 ////./       	 ////./       	 ////./        	  -87.61640	  41.86517	   443.7
00079.0  	  965.6       	  20.7	  71	   447    	  15.2  	 258.1	   ///./	  298.6	 343.8  	 1145.0 	 17.3    	   27.8    	  22.7    	 11.25       	  1510.2      	   3.1   	 057    	 ////./       	 ////./       	 ////./        	  -87.61643	  41.86516	   447.0
00080.0  	  965.2       	  20.7	  71	   450    	  15.2  	 258.0	   ///./	  299.0	 343.8  	 1144.6 	 17.3    	   27.9    	  22.7    	 11.19       	  1511.2      	   3.1   	 057    	 ////./       	 ////./       	 ////./        	  -87.61646	  41.86514	   450.3
00081.0  	  964.8       	  20.7	  70	   454    	  15.1  	 257.9	   ///./	  299.4	 343.8  	 1144.1 	 17.2    	   27.9    	  22.7    	 11.14       	  1512.2      	   3.1   	 057    	 ////./       	 ////./       	 ////./        	  -87.61649	  41.86513	   453.7
00082.0  	  964.5       	  20.7	  70	   457    	  15.0  	 257.7	   ///./	  299.9	 343.8  	 1143.7 	 17.1    	   27.9    	  22.6    	 11.08       	  1513.2      	   3.1   	 057    	 ////./       	 ////./       	 ////./        	  -87.61651	  41.86512	   457.1
00083.0  	  964.1       	  20.7	  70	   460    	  14.9  	 257.6	   ///./	  300.3	 343.8  	 1143.3 	 17.0    	   27.9    	  22.6    	 11.02       	  1514.2      	   3.1   	 057    	 ////./       	 ////./       	 ////./        	  -87.61654	  41.86510	   460.5
00084.0  	  963.7       	  20.7	  69	   464    	  14.8  	 257.5	   ///./	  300.7	 343.8  	 1142.9 	 16.9    	   28.0    	  22.6    	 10.96       	  1515.2      	   3.1   	 057    	 ////./       	 ////./       	 ////./        	  -87.61657	  41.86509	   463.9
00085.0  	  963.4       	  20.7	  69	   467    	  14.7  	 257.4	   ///./	  301.1	 343.8  	 1142.5 	 16.8    	   28.0    	  22.6    	 10.91       	  1516.2      	   3.1   	 057    	 ////./       	 ////./       	 ////./        	  -87.61660	  41.86507	   467.4
00086.0  	  963.1       	  20.7	  68	   470    	  14.6  	 257.3	   ///./	  301.5	 343.8  	 1142.1 	 16.7    	   28.0    	  22.6    	 10.85       	  1517.2      	   3.1   	 056    	 ////./       	 ////./       	 ////./        	  -87.61662	  41.86506	   470.5
00087.0  	  962.7       	  20.7	  68	   473    	  14.6  	 257.2	   ///./	  301.9	 343.8  	 1141.7 	 16.6    	   28.1    	  22.6    	 10.79       	  1518.2      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61665	  41.86504	   473.3
00088.0  	  962.4       	  20.7	  68	   476    	  14.5  	 257.1	   ///./	  302.2	 343.8  	 1141.3 	 16.5    	   28.1    	  22.6    	 10.76       	  1519.2      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61668	  41.86503	   476.0
00089.0  	  962.1       	  20.7	  68	   479    	  14.5  	 257.0	   ///./	  302.5	 343.8  	 1140.9 	 16.5    	   28.1    	  22.6    	 10.74       	  1520.2      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61670	  41.86501	   478.8
00090.0  	  961.8       	  20.7	  67	   481    	  14.4  	 256.9	   ///./	  302.9	 343.8  	 1140.5 	 16.5    	   28.2    	  22.6    	 10.72       	  1521.2      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61673	  41.86500	   481.6
00091.0  	  961.4       	  20.7	  67	   484    	  14.4  	 256.8	   ///./	  303.2	 343.8  	 1140.1 	 16.4    	   28.2    	  22.6    	 10.69       	  1522.2      	   3.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.61676	  41.86498	   484.3
00092.0  	  961.0       	  20.7	  67	   487    	  14.4  	 256.7	   ///./	  303.6	 343.8  	 1139.6 	 16.4    	   28.2    	  22.6    	 10.67       	  1523.2      	   3.0   	 055    	 ////./       	 ////./       	 ////./        	  -87.61679	  41.86497	   487.5
00093.0  	  960.6       	  20.7	  67	   491    	  14.3  	 256.6	   ///./	  304.0	 343.8  	 1139.1 	 16.3    	   28.3    	  22.6    	 10.65       	  1524.2      	   2.9   	 055    	 ////./       	 ////./       	 ////./        	  -87.61681	  41.86495	   491.1
00094.0  	  960.3       	  20.7	  67	   495    	  14.3  	 256.5	   ///./	  304.5	 343.8  	 1138.7 	 16.3    	   28.3    	  22.6    	 10.63       	  1525.2      	   2.9   	 055    	 ////./       	 ////./       	 ////./        	  -87.61684	  41.86494	   494.7
00095.0  	  959.9       	  20.7	  67	   498    	  14.2  	 256.4	   ///./	  305.0	 343.8  	 1138.2 	 16.3    	   28.3    	  22.6    	 10.60       	  1526.2      	   2.9   	 055    	 ////./       	 ////./       	 ////./        	  -87.61687	  41.86492	   498.4
00096.0  	  959.5       	  20.7	  66	   502    	  14.2  	 256.3	   ///./	  305.4	 343.8  	 1137.7 	 16.2    	   28.4    	  22.6    	 10.58       	  1527.2      	   2.9   	 055    	 ////./       	 ////./       	 ////./        	  -87.61690	  41.86491	   502.0
00097.0  	  959.1       	  20.7	  66	   505    	  14.2  	 256.1	   ///./	  305.9	 343.8  	 1137.3 	 16.2    	   28.4    	  22.6    	 10.56       	  1528.2      	   2.9   	 054    	 ////./       	 ////./       	 ////./        	  -87.61692	  41.86489	   505.6
00098.0  	  958.8       	  20.7	  66	   509    	  14.1  	 256.0	   ///./	  306.3	 343.8  	 1136.9 	 16.1    	   28.5    	  22.6    	 10.53       	  1529.2      	   2.8   	 054    	 ////./       	 ////./       	 ////./        	  -87.61695	  41.86488	   508.7
00099.0  	  958.4       	  20.7	  66	   512    	  14.1  	 255.9	   ///./	  306.6	 343.8  	 1136.4 	 16.1    	   28.5    	  22.6    	 10.51       	  1530.2      	   2.8   	 054    	 ////./       	 ////./       	 ////./        	  -87.61698	  41.86486	   511.9
