Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
00:42.2     	11:54:47.6         	3.5      	-0.1                	0.1                   	-87.60283    	41.7636     	183.3
00:43.3     	11:54:48.7         	3.5      	0.1                 	0.1                   	-87.60283    	41.7636     	183.3
00:44.2     	11:54:49.6         	3.8      	0.2                 	0.1                   	-87.60283    	41.7636     	183.5
00:45.3     	11:54:50.7         	4.0      	0.1                 	0.1                   	-87.60283    	41.7636     	183.5
00:46.2     	11:54:51.6         	4.0      	0.0                 	0.1                   	-87.60282    	41.7636     	183.3
00:47.3     	11:54:52.7         	3.9      	0.0                 	0.1                   	-87.60282    	41.7636     	182.9
00:48.2     	11:54:53.6         	4.5      	0.0                 	0.1                   	-87.60283    	41.7636     	182.8
00:49.3     	11:54:54.7         	4.5      	0.2                 	0.1                   	-87.60283    	41.7636     	182.9
00:50.2     	11:54:55.6         	4.4      	0.1                 	0.1                   	-87.60283    	41.7636     	182.9
00:51.4     	11:54:56.8         	4.2      	0.2                 	0.2                   	-87.60283    	41.7636     	182.7
00:52.3     	11:54:57.7         	4.2      	0.1                 	0.1                   	-87.60283    	41.7636     	182.4
00:53.4     	11:54:58.8         	4.0      	0.2                 	0.1                   	-87.60283    	41.7636     	182.1
00:54.3     	11:54:59.7         	4.6      	0.1                 	0.0                   	-87.60283    	41.7636     	182.2
00:55.4     	11:55:00.8         	4.1      	0.2                 	0.2                   	-87.60283    	41.7636     	182.4
00:56.3     	11:55:01.7         	4.7      	-0.4                	0.4                   	-87.60282    	41.7636     	181.2
00:57.2     	11:55:02.6         	4.7      	-0.1                	0.2                   	-87.60282    	41.7636     	181.7
00:58.3     	11:55:03.7         	4.5      	0.0                 	0.0                   	-87.60282    	41.7636     	181.4
00:59.2     	11:55:04.6         	4.5      	0.1                 	0.0                   	-87.60282    	41.7636     	181.8
01:00.3     	11:55:05.7         	4.6      	0.4                 	0.2                   	-87.60282    	41.7636     	183.2
01:01.2     	11:55:06.6         	4.4      	-0.1                	0.2                   	-87.60282    	41.7636     	183.3
01:02.3     	11:55:07.7         	4.1      	0.4                 	0.1                   	-87.60282    	41.7636     	183.2
01:03.2     	11:55:08.6         	4.2      	0.3                 	0.2                   	-87.60282    	41.7636     	183.5
01:04.3     	11:55:09.7         	2.7      	-0.2                	0.0                   	-87.60283    	41.7636     	181.5
01:05.3     	11:55:10.6         	1.4      	-0.2                	0.2                   	-87.60282    	41.7636     	180.2
01:06.4     	11:55:11.8         	2.2      	0.7                 	0.2                   	-87.60280    	41.7636     	180.0
01:07.3     	11:55:12.7         	2.1      	0.1                 	0.1                   	-87.60280    	41.7636     	180.1
01:08.4     	11:55:13.8         	2.2      	0.0                 	0.3                   	-87.60280    	41.7636     	179.7
01:09.3     	11:55:14.7         	2.7      	0.1                 	0.1                   	-87.60280    	41.7636     	178.9
01:10.2     	11:55:15.6         	2.5      	0.1                 	0.1                   	-87.60280    	41.7636     	179.2
01:11.3     	11:55:16.7         	2.1      	-0.1                	0.1                   	-87.60280    	41.7636     	179.7
01:12.2     	11:55:17.6         	2.4      	-0.1                	0.2                   	-87.60280    	41.7636     	179.6
01:13.3     	11:55:18.7         	2.6      	-0.1                	0.3                   	-87.60280    	41.7636     	179.6
01:14.2     	11:55:19.6         	2.0      	0.3                 	0.1                   	-87.60281    	41.7636     	180.1
01:15.3     	11:55:20.7         	2.3      	0.3                 	0.1                   	-87.60280    	41.7636     	180.2
01:16.2     	11:55:21.6         	2.4      	-0.1                	0.0                   	-87.60280    	41.7636     	180.6
01:17.3     	11:55:22.7         	2.2      	0.0                 	0.2                   	-87.60281    	41.7636     	181.1
01:18.2     	11:55:23.6         	2.2      	0.1                 	0.1                   	-87.60281    	41.7636     	181.5
01:19.4     	11:55:24.7         	2.4      	0.1                 	0.0                   	-87.60281    	41.7636     	182.1
01:20.3     	11:55:25.7         	2.4      	0.2                 	0.1                   	-87.60281    	41.7636     	182.7
01:21.4     	11:55:26.8         	2.5      	0.2                 	0.1                   	-87.60281    	41.7636     	183.0
01:22.3     	11:55:27.7         	2.8      	0.8                 	0.4                   	-87.60281    	41.7636     	183.4
01:23.4     	11:55:28.8         	3.6      	0.8                 	1.4                   	-87.60282    	41.7636     	183.9
01:24.3     	11:55:29.7         	4.2      	0.8                 	0.3                   	-87.60282    	41.7636     	184.8
01:25.2     	11:55:30.6         	5.0      	0.2                 	0.2                   	-87.60282    	41.7636     	185.6
01:26.3     	11:55:31.7         	5.6      	0.3                 	0.2                   	-87.60282    	41.7636     	186.3
01:27.2     	11:55:32.6         	5.2      	0.0                 	0.1                   	-87.60282    	41.7636     	186.0
01:28.3     	11:55:33.7         	3.8      	0.0                 	0.1                   	-87.60282    	41.7636     	184.5
01:29.2     	11:55:34.6         	1.8      	-0.1                	0.0                   	-87.60282    	41.7636     	182.1
01:30.3     	11:55:35.7         	1.5      	0.2                 	0.0                   	-87.60282    	41.7636     	181.4
01:32.4     	11:55:37.7         	1.7      	0.0                 	0.1                   	-87.60281    	41.7636     	180.6
01:33.3     	11:55:38.7         	2.1      	-0.1                	0.2                   	-87.60281    	41.7636     	180.1
01:34.4     	11:55:39.8         	2.3      	0.1                 	0.2                   	-87.60281    	41.7636     	179.7
01:35.3     	11:55:40.7         	2.3      	0.0                 	0.0                   	-87.60280    	41.7636     	179.7
01:36.4     	11:55:41.8         	2.4      	0.1                 	0.1                   	-87.60280    	41.7636     	179.4
01:37.3     	11:55:42.7         	2.4      	0.0                 	0.0                   	-87.60280    	41.7636     	179.2
01:38.2     	11:55:43.6         	2.4      	0.1                 	0.1                   	-87.60280    	41.7636     	179.1
01:39.3     	11:55:44.7         	2.5      	-0.1                	0.0                   	-87.60280    	41.7636     	179.0
01:40.2     	11:55:45.6         	2.6      	-0.1                	0.1                   	-87.60280    	41.7636     	178.8
01:41.3     	11:55:46.7         	2.9      	-0.1                	0.3                   	-87.60280    	41.7636     	178.4
01:42.2     	11:55:47.6         	2.9      	0.5                 	0.0                   	-87.60280    	41.7636     	178.4
01:43.3     	11:55:48.7         	2.7      	0.2                 	0.1                   	-87.60280    	41.7636     	178.6
01:44.2     	11:55:49.6         	2.4      	0.1                 	0.0                   	-87.60280    	41.7636     	178.8
01:45.4     	11:55:50.7         	2.1      	0.0                 	0.0                   	-87.60281    	41.7636     	179.1
01:46.3     	11:55:51.6         	2.0      	0.0                 	0.1                   	-87.60281    	41.7636     	179.2
01:47.4     	11:55:52.8         	1.6      	0.2                 	0.1                   	-87.60281    	41.7636     	179.8
01:48.3     	11:55:53.7         	1.4      	0.1                 	0.1                   	-87.60282    	41.7636     	180.5
01:49.4     	11:55:54.8         	1.5      	0.2                 	0.1                   	-87.60282    	41.7636     	180.9
01:50.3     	11:55:55.7         	1.9      	0.3                 	0.1                   	-87.60283    	41.7636     	181.6
01:51.4     	11:55:56.8         	2.2      	0.0                 	0.0                   	-87.60283    	41.7636     	182.0
01:52.3     	11:55:57.7         	2.6      	0.4                 	0.1                   	-87.60283    	41.7636     	182.5
01:53.2     	11:55:58.6         	3.2      	0.2                 	0.1                   	-87.60284    	41.7636     	183.1
01:54.3     	11:55:59.7         	3.7      	0.2                 	0.1                   	-87.60284    	41.7636     	183.6
01:55.2     	11:56:00.6         	4.2      	0.3                 	0.2                   	-87.60284    	41.7636     	184.1
01:56.3     	11:56:01.7         	4.5      	0.1                 	0.1                   	-87.60284    	41.7636     	184.3
01:57.2     	11:56:02.6         	4.8      	0.4                 	0.3                   	-87.60284    	41.7636     	184.6
01:58.4     	11:56:03.7         	4.8      	-0.2                	0.1                   	-87.60284    	41.7636     	184.6
01:59.3     	11:56:04.6         	4.9      	0.1                 	0.2                   	-87.60285    	41.7636     	184.6
02:00.4     	11:56:05.8         	5.0      	0.2                 	0.1                   	-87.60285    	41.7636     	184.7
02:01.3     	11:56:06.7         	5.2      	0.1                 	0.1                   	-87.60285    	41.7636     	184.9
02:02.4     	11:56:07.8         	5.0      	-0.1                	0.1                   	-87.60285    	41.7636     	184.7
02:03.3     	11:56:08.7         	4.8      	0.1                 	0.1                   	-87.60285    	41.7636     	184.5
02:04.4     	11:56:09.8         	4.7      	0.1                 	0.1                   	-87.60285    	41.7636     	184.3
02:05.3     	11:56:10.7         	4.7      	0.1                 	0.1                   	-87.60285    	41.7636     	184.2
02:06.2     	11:56:11.6         	4.8      	0.1                 	0.2                   	-87.60285    	41.7636     	184.1
02:07.3     	11:56:12.7         	4.1      	-0.1                	0.1                   	-87.60285    	41.7636     	183.2
02:08.2     	11:56:13.6         	3.9      	0.2                 	0.1                   	-87.60285    	41.7636     	182.8
02:09.3     	11:56:14.7         	3.9      	-0.1                	0.1                   	-87.60285    	41.7636     	182.8
02:10.2     	11:56:15.6         	3.9      	0.1                 	0.1                   	-87.60285    	41.7636     	182.9
02:11.3     	11:56:16.7         	4.1      	0.4                 	0.2                   	-87.60285    	41.7636     	183.2
02:12.3     	11:56:17.6         	4.1      	0.1                 	0.1                   	-87.60284    	41.7636     	183.4
02:13.4     	11:56:18.8         	4.1      	-0.2                	0.1                   	-87.60284    	41.7636     	183.4
02:14.3     	11:56:19.7         	4.1      	-0.1                	0.0                   	-87.60284    	41.7636     	183.5
02:15.4     	11:56:20.8         	4.3      	0.1                 	0.1                   	-87.60284    	41.7636     	183.8
02:16.3     	11:56:21.7         	4.1      	-0.2                	0.2                   	-87.60284    	41.7636     	183.6
02:17.4     	11:56:22.8         	4.1      	0.2                 	0.1                   	-87.60283    	41.7636     	183.7
02:18.3     	11:56:23.7         	4.2      	0.2                 	0.1                   	-87.60283    	41.7636     	183.9
02:20.3     	11:56:25.7         	4.4      	0.1                 	0.0                   	-87.60283    	41.7636     	184.3
02:21.2     	11:56:26.6         	4.4      	0.2                 	0.1                   	-87.60283    	41.7636     	184.4
02:22.3     	11:56:27.7         	4.5      	0.1                 	0.1                   	-87.60283    	41.7636     	184.6
02:23.2     	11:56:28.6         	4.4      	-0.1                	0.0                   	-87.60283    	41.7636     	184.6
02:25.2     	11:56:30.6         	3.8      	-0.1                	0.0                   	-87.60282    	41.7636     	184.2
02:26.4     	11:56:31.7         	3.5      	0.2                 	0.0                   	-87.60282    	41.7636     	184.0
02:27.3     	11:56:32.6         	3.4      	0.1                 	0.0                   	-87.60282    	41.7636     	184.0
02:28.4     	11:56:33.8         	3.1      	0.0                 	0.1                   	-87.60282    	41.7636     	183.8
02:29.3     	11:56:34.7         	2.8      	0.0                 	0.1                   	-87.60282    	41.7636     	183.5
02:30.4     	11:56:35.8         	2.8      	0.1                 	0.1                   	-87.60282    	41.7636     	183.4
02:31.3     	11:56:36.7         	2.9      	0.4                 	0.3                   	-87.60282    	41.7636     	183.5
02:32.4     	11:56:37.8         	2.8      	0.1                 	0.1                   	-87.60282    	41.7636     	183.4
02:33.3     	11:56:38.7         	2.5      	0.0                 	0.2                   	-87.60282    	41.7636     	183.1
02:34.2     	11:56:39.6         	2.2      	0.1                 	0.1                   	-87.60282    	41.7636     	182.9
02:35.3     	11:56:40.7         	1.7      	0.0                 	0.1                   	-87.60281    	41.7636     	182.3
02:36.2     	11:56:41.6         	1.7      	0.1                 	0.1                   	-87.60281    	41.7636     	182.2
02:37.3     	11:56:42.7         	1.8      	0.2                 	0.3                   	-87.60281    	41.7636     	182.3
02:38.2     	11:56:43.6         	1.7      	0.1                 	0.0                   	-87.60281    	41.7636     	181.9
02:39.3     	11:56:44.7         	1.7      	0.1                 	0.1                   	-87.60281    	41.7636     	181.3
02:40.2     	11:56:45.6         	1.6      	0.0                 	0.0                   	-87.60281    	41.7636     	180.9
02:41.4     	11:56:46.7         	1.7      	0.1                 	0.0                   	-87.60281    	41.7636     	180.3
02:42.3     	11:56:47.6         	1.6      	0.1                 	0.0                   	-87.60281    	41.7636     	180.2
02:43.4     	11:56:48.8         	1.5      	0.2                 	0.3                   	-87.60281    	41.7636     	180.1
02:44.3     	11:56:49.7         	1.4      	0.2                 	0.2                   	-87.60281    	41.7636     	180.2
02:45.4     	11:56:50.8         	1.3      	0.1                 	0.0                   	-87.60281    	41.7636     	180.4
02:46.3     	11:56:51.7         	1.2      	0.2                 	0.0                   	-87.60282    	41.7636     	180.5
02:48.3     	11:56:53.7         	1.0      	-0.1                	0.1                   	-87.60281    	41.7636     	180.3
02:49.2     	11:56:54.6         	3.1      	-0.1                	0.2                   	-87.60280    	41.7636     	178.3
02:50.3     	11:56:55.7         	3.0      	-0.2                	0.1                   	-87.60280    	41.7636     	178.5
02:51.2     	11:56:56.6         	3.0      	-0.1                	0.2                   	-87.60280    	41.7636     	178.4
02:52.3     	11:56:57.7         	3.4      	-0.2                	0.2                   	-87.60280    	41.7636     	178.1
02:54.3     	11:56:59.7         	2.6      	0.2                 	0.2                   	-87.60280    	41.7636     	178.8
02:55.3     	11:57:00.6         	1.3      	0.2                 	0.0                   	-87.60280    	41.7636     	180.0
02:56.4     	11:57:01.8         	1.0      	0.2                 	0.1                   	-87.60281    	41.7636     	180.4
02:57.3     	11:57:02.7         	1.0      	0.3                 	0.1                   	-87.60281    	41.7636     	181.2
02:58.4     	11:57:03.8         	1.3      	0.0                 	0.1                   	-87.60281    	41.7636     	181.8
02:59.3     	11:57:04.7         	1.8      	0.0                 	0.1                   	-87.60281    	41.7636     	182.3
03:00.4     	11:57:05.8         	2.2      	0.3                 	0.1                   	-87.60281    	41.7636     	182.8
03:01.3     	11:57:06.7         	2.6      	0.0                 	0.0                   	-87.60281    	41.7636     	183.4
03:02.2     	11:57:07.6         	2.9      	-0.2                	0.0                   	-87.60281    	41.7636     	183.8
03:03.3     	11:57:08.7         	3.2      	0.1                 	0.1                   	-87.60281    	41.7636     	184.2
03:04.2     	11:57:09.6         	3.4      	0.0                 	0.1                   	-87.60281    	41.7636     	184.4
03:05.3     	11:57:10.7         	2.0      	-0.1                	0.1                   	-87.60280    	41.7636     	183.0
03:06.2     	11:57:11.6         	1.2      	-0.2                	0.0                   	-87.60279    	41.7636     	181.5
03:07.3     	11:57:12.7         	1.3      	0.0                 	0.1                   	-87.60279    	41.7636     	181.6
03:08.2     	11:57:13.6         	1.4      	-0.1                	0.0                   	-87.60279    	41.7636     	181.6
03:09.4     	11:57:14.7         	1.5      	0.0                 	0.0                   	-87.60279    	41.7636     	181.8
03:10.3     	11:57:15.7         	1.4      	0.0                 	0.2                   	-87.60279    	41.7636     	181.3
03:12.3     	11:57:17.7         	1.5      	-0.2                	0.6                   	-87.60280    	41.7636     	180.3
03:13.4     	11:57:18.8         	1.9      	-1.0                	0.5                   	-87.60280    	41.7636     	179.8
03:14.3     	11:57:19.7         	3.0      	-0.3                	1.0                   	-87.60279    	41.7636     	179.0
03:15.4     	11:57:20.8         	3.5      	0.5                 	1.3                   	-87.60279    	41.7636     	179.2
03:16.3     	11:57:21.7         	4.2      	0.7                 	1.0                   	-87.60278    	41.7636     	180.0
03:17.2     	11:57:22.6         	5.1      	0.0                 	1.0                   	-87.60277    	41.7635     	180.7
03:18.3     	11:57:23.7         	6.0      	-0.2                	1.0                   	-87.60276    	41.7635     	180.5
03:19.2     	11:57:24.6         	7.4      	-0.3                	1.2                   	-87.60275    	41.7635     	180.0
03:20.3     	11:57:25.7         	8.1      	0.5                 	1.0                   	-87.60274    	41.7635     	180.2
03:21.2     	11:57:26.6         	8.8      	0.1                 	1.1                   	-87.60273    	41.7635     	180.4
03:22.4     	11:57:27.7         	9.8      	0.4                 	1.5                   	-87.60271    	41.7635     	181.3
03:23.3     	11:57:28.7         	10.9     	-0.2                	0.9                   	-87.60270    	41.7635     	181.4
03:24.4     	11:57:29.8         	12.1     	-0.4                	1.1                   	-87.60268    	41.7635     	180.8
03:28.4     	11:57:33.8         	16.7     	0.5                 	1.3                   	-87.60262    	41.7635     	180.9
03:29.3     	11:57:34.7         	17.6     	0.6                 	1.3                   	-87.60260    	41.7635     	181.3
03:30.4     	11:57:35.8         	19.1     	0.4                 	1.2                   	-87.60259    	41.7635     	181.8
03:31.3     	11:57:36.7         	20.1     	0.0                 	1.2                   	-87.60257    	41.7635     	181.6
03:32.2     	11:57:37.6         	21.3     	0.1                 	0.9                   	-87.60256    	41.7635     	181.3
03:33.3     	11:57:38.7         	21.4     	0.1                 	1.2                   	-87.60256    	41.7635     	180.4
03:34.2     	11:57:39.6         	23.1     	-0.3                	1.4                   	-87.60254    	41.7635     	180.5
03:35.3     	11:57:40.7         	24.4     	-0.1                	1.1                   	-87.60252    	41.7635     	180.3
03:36.2     	11:57:41.6         	25.6     	0.5                 	1.4                   	-87.60251    	41.7635     	180.5
03:37.4     	11:57:42.8         	26.7     	-0.3                	1.2                   	-87.60250    	41.7635     	180.8
03:38.3     	11:57:43.7         	27.9     	0.4                 	1.4                   	-87.60249    	41.7635     	180.9
03:39.4     	11:57:44.8         	29.4     	0.3                 	1.1                   	-87.60247    	41.7635     	181.1
03:40.3     	11:57:45.7         	31.0     	0.3                 	1.2                   	-87.60245    	41.7635     	180.6
03:41.4     	11:57:46.8         	32.1     	0.1                 	1.1                   	-87.60244    	41.7635     	180.4
03:42.3     	11:57:47.7         	33.4     	0.1                 	1.2                   	-87.60243    	41.7635     	180.4
03:44.3     	11:57:49.7         	35.5     	-0.2                	0.4                   	-87.60241    	41.7635     	180.5
03:45.2     	11:57:50.6         	36.4     	0.6                 	1.3                   	-87.60240    	41.7635     	180.8
03:46.3     	11:57:51.7         	37.8     	0.2                 	0.8                   	-87.60238    	41.7635     	181.1
03:47.2     	11:57:52.6         	38.5     	0.3                 	0.7                   	-87.60237    	41.7635     	181.5
03:48.3     	11:57:53.7         	39.6     	0.2                 	1.0                   	-87.60236    	41.7635     	182.5
03:49.2     	11:57:54.6         	40.4     	0.0                 	1.1                   	-87.60235    	41.7635     	182.2
03:50.3     	11:57:55.7         	41.2     	1.1                 	1.7                   	-87.60234    	41.7635     	182.7
03:51.3     	11:57:56.6         	42.0     	-0.4                	1.1                   	-87.60233    	41.7635     	182.6
03:52.4     	11:57:57.7         	42.8     	0.2                 	1.1                   	-87.60231    	41.7635     	182.4
03:53.3     	11:57:58.7         	43.7     	-0.2                	1.5                   	-87.60230    	41.7635     	182.3
03:54.4     	11:57:59.8         	44.0     	-0.2                	1.2                   	-87.60229    	41.7635     	182.0
03:55.3     	11:58:00.7         	44.9     	0.0                 	1.6                   	-87.60228    	41.7635     	182.0
03:56.4     	11:58:01.8         	45.7     	0.0                 	1.0                   	-87.60227    	41.7635     	181.9
03:57.3     	11:58:02.7         	46.1     	0.1                 	1.4                   	-87.60226    	41.7635     	181.9
03:58.2     	11:58:03.6         	46.7     	0.3                 	1.2                   	-87.60225    	41.7635     	182.1
03:59.3     	11:58:04.7         	47.3     	0.0                 	1.1                   	-87.60224    	41.7635     	182.0
04:00.2     	11:58:05.6         	47.6     	-0.2                	1.4                   	-87.60224    	41.7635     	180.8
04:01.3     	11:58:06.7         	48.3     	0.1                 	1.3                   	-87.60223    	41.7635     	180.7
04:02.2     	11:58:07.6         	49.1     	-0.3                	1.1                   	-87.60222    	41.7636     	180.5
04:03.3     	11:58:08.7         	49.9     	0.3                 	1.2                   	-87.60221    	41.7636     	180.7
04:04.2     	11:58:09.6         	50.7     	-0.5                	1.2                   	-87.60220    	41.7636     	180.5
04:05.4     	11:58:10.7         	51.3     	0.2                 	0.9                   	-87.60219    	41.7636     	180.2
04:06.3     	11:58:11.6         	51.8     	0.4                 	1.2                   	-87.60219    	41.7636     	180.5
04:07.4     	11:58:12.8         	52.2     	-0.1                	0.9                   	-87.60218    	41.7636     	180.1
04:08.3     	11:58:13.7         	53.1     	0.9                 	0.9                   	-87.60217    	41.7636     	180.0
04:09.4     	11:58:14.8         	53.7     	0.3                 	0.7                   	-87.60216    	41.7636     	180.6
04:10.3     	11:58:15.7         	53.4     	-0.3                	0.5                   	-87.60217    	41.7636     	180.5
04:11.4     	11:58:16.8         	53.8     	0.0                 	0.3                   	-87.60216    	41.7636     	180.7
04:12.3     	11:58:17.7         	53.9     	-0.8                	0.2                   	-87.60216    	41.7636     	180.2
04:13.2     	11:58:18.6         	54.1     	-0.2                	0.2                   	-87.60216    	41.7636     	180.4
04:14.3     	11:58:19.7         	54.0     	-0.1                	0.2                   	-87.60216    	41.7636     	180.8
04:15.2     	11:58:20.6         	54.2     	0.1                 	0.2                   	-87.60216    	41.7636     	180.5
04:16.3     	11:58:21.7         	54.0     	0.0                 	0.1                   	-87.60216    	41.7636     	180.3
04:17.2     	11:58:22.6         	54.1     	0.2                 	0.1                   	-87.60216    	41.7636     	180.1
04:18.3     	11:58:23.7         	54.1     	0.0                 	0.1                   	-87.60216    	41.7636     	180.1
04:19.2     	11:58:24.6         	54.1     	0.2                 	0.1                   	-87.60216    	41.7636     	180.2
04:20.4     	11:58:25.7         	53.8     	0.1                 	0.0                   	-87.60216    	41.7636     	181.3
04:21.3     	11:58:26.7         	53.9     	-0.4                	0.2                   	-87.60216    	41.7636     	180.4
04:22.4     	11:58:27.8         	54.0     	0.8                 	0.5                   	-87.60216    	41.7636     	179.9
04:23.3     	11:58:28.7         	54.0     	0.5                 	0.3                   	-87.60216    	41.7636     	180.5
04:24.4     	11:58:29.8         	54.2     	0.3                 	0.1                   	-87.60216    	41.7636     	180.9
04:25.3     	11:58:30.7         	54.3     	0.2                 	0.2                   	-87.60216    	41.7636     	181.0
04:26.2     	11:58:31.6         	54.3     	0.1                 	0.1                   	-87.60216    	41.7636     	181.2
04:27.3     	11:58:32.7         	54.2     	0.0                 	0.1                   	-87.60216    	41.7636     	181.2
04:28.2     	11:58:33.6         	54.3     	-0.1                	0.2                   	-87.60216    	41.7636     	181.5
04:29.3     	11:58:34.7         	54.4     	0.4                 	0.2                   	-87.60215    	41.7636     	181.8
04:30.2     	11:58:35.6         	54.3     	0.4                 	0.1                   	-87.60216    	41.7636     	182.2
04:31.3     	11:58:36.7         	54.2     	0.3                 	0.1                   	-87.60216    	41.7636     	182.5
04:32.2     	11:58:37.6         	54.2     	0.5                 	0.2                   	-87.60216    	41.7636     	182.9
04:33.3     	11:58:38.7         	54.4     	0.7                 	0.0                   	-87.60215    	41.7636     	183.0
04:34.3     	11:58:39.6         	54.6     	0.3                 	0.1                   	-87.60215    	41.7636     	183.4
04:35.4     	11:58:40.7         	54.8     	0.1                 	0.1                   	-87.60215    	41.7636     	183.7
04:36.3     	11:58:41.7         	54.8     	0.5                 	0.1                   	-87.60215    	41.7636     	184.2
04:37.4     	11:58:42.8         	54.8     	-0.1                	0.1                   	-87.60215    	41.7636     	184.1
04:38.3     	11:58:43.7         	55.8     	-0.1                	0.2                   	-87.60214    	41.7636     	183.1
04:39.4     	11:58:44.8         	55.6     	-0.1                	0.1                   	-87.60214    	41.7636     	182.2
04:40.3     	11:58:45.7         	55.7     	0.3                 	0.2                   	-87.60214    	41.7636     	182.0
04:41.2     	11:58:46.6         	56.0     	1.5                 	0.5                   	-87.60213    	41.7636     	183.0
04:42.3     	11:58:47.7         	56.0     	0.1                 	0.0                   	-87.60214    	41.7636     	183.1
04:43.2     	11:58:48.6         	56.2     	0.4                 	0.2                   	-87.60213    	41.7636     	181.8
04:44.3     	11:58:49.7         	56.2     	-0.2                	0.1                   	-87.60213    	41.7636     	181.4
04:45.2     	11:58:50.6         	56.1     	-0.9                	0.2                   	-87.60213    	41.7636     	180.4
04:46.3     	11:58:51.7         	56.7     	0.0                 	0.1                   	-87.60213    	41.7636     	178.2
04:47.2     	11:58:52.6         	56.9     	0.1                 	0.0                   	-87.60212    	41.7636     	177.5
04:48.3     	11:58:53.7         	56.6     	0.1                 	0.1                   	-87.60213    	41.7636     	178.2
04:49.3     	11:58:54.6         	56.3     	0.0                 	0.1                   	-87.60213    	41.7636     	178.7
04:50.4     	11:58:55.8         	56.0     	0.1                 	0.1                   	-87.60213    	41.7636     	178.8
04:51.3     	11:58:56.7         	55.9     	0.0                 	0.0                   	-87.60214    	41.7636     	178.5
04:52.4     	11:58:57.8         	55.6     	0.2                 	0.1                   	-87.60214    	41.7636     	179.2
04:54.2     	11:58:59.6         	55.4     	0.3                 	0.1                   	-87.60214    	41.7636     	179.5
04:55.3     	11:59:00.7         	55.2     	0.2                 	0.1                   	-87.60214    	41.7636     	179.8
04:59.3     	11:59:04.7         	54.9     	0.0                 	0.1                   	-87.60215    	41.7636     	180.1
05:00.2     	11:59:05.6         	55.0     	-0.1                	0.1                   	-87.60215    	41.7636     	180.1
