Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00010.0  	  984.1       	  22.3	  65	   310    	  15.3  	 261.3	   ///./	  281.3	 344.7  	 1160.7 	 17.4    	   27.8    	  24.2    	 11.10       	 63043.7      	   3.6   	 058    	 ////./       	 ////./       	 ////./        	  -87.60354	  41.76322	   310.1
00011.0  	  982.9       	  22.2	  65	   319    	  15.4  	 261.0	   ///./	  282.4	 344.7  	 1159.5 	 17.5    	   27.9    	  24.2    	 11.16       	 63044.7      	   3.7   	 057    	 ////./       	 ////./       	 ////./        	  -87.60361	  41.76318	   319.0
00012.0  	  981.7       	  22.2	  66	   323    	  15.5  	 260.8	   ///./	  282.7	 344.7  	 1158.2 	 17.6    	   27.9    	  24.2    	 11.22       	 63045.7      	   3.8   	 056    	 ////./       	 ////./       	 ////./        	  -87.60368	  41.76315	   322.7
00013.0  	  981.2       	  22.1	  66	   326    	  15.5  	 260.7	   ///./	  283.2	 344.7  	 1157.8 	 17.7    	   27.9    	  24.1    	 11.28       	 63046.7      	   3.9   	 056    	 ////./       	 ////./       	 ////./        	  -87.60375	  41.76312	   326.3
00014.0  	  980.8       	  22.1	  67	   330    	  15.6  	 260.6	   ///./	  283.7	 344.6  	 1157.4 	 17.7    	   27.9    	  24.1    	 11.33       	 63047.7      	   4.0   	 055    	 ////./       	 ////./       	 ////./        	  -87.60382	  41.76308	   330.0
00015.0  	  980.3       	  22.1	  67	   334    	  15.7  	 260.6	   ///./	  284.3	 344.6  	 1157.1 	 17.8    	   27.9    	  24.1    	 11.38       	 63048.7      	   4.1   	 055    	 ////./       	 ////./       	 ////./        	  -87.60389	  41.76305	   334.1
00016.0  	  979.9       	  22.0	  67	   338    	  15.7  	 260.5	   ///./	  284.9	 344.6  	 1156.7 	 17.9    	   27.9    	  24.1    	 11.43       	 63049.7      	   4.1   	 055    	 ////./       	 ////./       	 ////./        	  -87.60393	  41.76303	   338.3
00017.0  	  979.4       	  22.0	  68	   342    	  15.8  	 260.4	   ///./	  285.5	 344.6  	 1156.3 	 18.0    	   27.9    	  24.0    	 11.48       	 63050.7      	   4.1   	 056    	 ////./       	 ////./       	 ////./        	  -87.60397	  41.76301	   342.5
00018.0  	  979.0       	  21.9	  68	   347    	  15.8  	 260.4	   ///./	  286.1	 344.6  	 1155.9 	 18.0    	   27.9    	  24.0    	 11.53       	 63051.7      	   4.0   	 056    	 ////./       	 ////./       	 ////./        	  -87.60401	  41.76300	   346.7
00019.0  	  978.5       	  21.9	  69	   351    	  15.9  	 260.3	   ///./	  286.7	 344.5  	 1155.5 	 18.1    	   27.9    	  24.0    	 11.59       	 63052.7      	   4.0   	 057    	 ////./       	 ////./       	 ////./        	  -87.60405	  41.76298	   350.9
00020.0  	  978.1       	  21.9	  69	   355    	  16.0  	 260.2	   ///./	  287.3	 344.5  	 1155.2 	 18.2    	   27.9    	  23.9    	 11.64       	 63053.7      	   4.0   	 057    	 ////./       	 ////./       	 ////./        	  -87.60408	  41.76296	   355.1
00021.0  	  977.6       	  21.8	  69	   359    	  16.0  	 260.2	   ///./	  287.8	 344.5  	 1154.8 	 18.2    	   27.9    	  23.9    	 11.64       	 63054.7      	   4.0   	 058    	 ////./       	 ////./       	 ////./        	  -87.60412	  41.76294	   359.0
00022.0  	  977.2       	  21.8	  69	   363    	  16.0  	 260.1	   ///./	  288.3	 344.5  	 1154.4 	 18.2    	   27.9    	  23.9    	 11.65       	 63055.7      	   4.0   	 058    	 ////./       	 ////./       	 ////./        	  -87.60416	  41.76293	   362.9
00023.0  	  976.7       	  21.8	  70	   367    	  16.0  	 260.0	   ///./	  288.9	 344.5  	 1154.0 	 18.2    	   27.9    	  23.8    	 11.66       	 63056.7      	   4.0   	 059    	 ////./       	 ////./       	 ////./        	  -87.60420	  41.76291	   366.7
00024.0  	  976.3       	  21.7	  70	   370    	  16.0  	 259.9	   ///./	  289.4	 344.4  	 1153.6 	 18.2    	   27.9    	  23.8    	 11.67       	 63057.7      	   4.0   	 060    	 ////./       	 ////./       	 ////./        	  -87.60423	  41.76289	   370.6
00025.0  	  975.9       	  21.7	  70	   374    	  16.0  	 259.9	   ///./	  290.0	 344.4  	 1153.3 	 18.2    	   27.9    	  23.8    	 11.67       	 63058.7      	   3.9   	 060    	 ////./       	 ////./       	 ////./        	  -87.60427	  41.76288	   374.5
00026.0  	  975.5       	  21.7	  70	   378    	  16.0  	 259.8	   ///./	  290.5	 344.4  	 1152.9 	 18.2    	   27.9    	  23.7    	 11.68       	 63059.7      	   3.9   	 061    	 ////./       	 ////./       	 ////./        	  -87.60431	  41.76286	   378.2
00027.0  	  975.1       	  21.6	  70	   381    	  16.0  	 259.7	   ///./	  290.9	 344.4  	 1152.6 	 18.2    	   27.9    	  23.7    	 11.69       	 63060.7      	   3.9   	 061    	 ////./       	 ////./       	 ////./        	  -87.60435	  41.76284	   381.6
00028.0  	  974.7       	  21.6	  70	   385    	  16.0  	 259.7	   ///./	  291.4	 344.3  	 1152.3 	 18.2    	   27.9    	  23.7    	 11.69       	 63061.7      	   3.9   	 062    	 ////./       	 ////./       	 ////./        	  -87.60438	  41.76282	   384.9
00029.0  	  974.3       	  21.5	  71	   388    	  16.0  	 259.6	   ///./	  291.9	 344.3  	 1152.0 	 18.2    	   27.9    	  23.6    	 11.70       	 63062.7      	   3.9   	 061    	 ////./       	 ////./       	 ////./        	  -87.60442	  41.76281	   388.3
00030.0  	  973.9       	  21.5	  71	   392    	  16.0  	 259.5	   ///./	  292.3	 344.3  	 1151.6 	 18.2    	   27.9    	  23.6    	 11.70       	 63063.7      	   3.9   	 061    	 ////./       	 ////./       	 ////./        	  -87.60446	  41.76279	   391.7
00031.0  	  973.5       	  21.5	  71	   395    	  16.0  	 259.5	   ///./	  292.8	 344.3  	 1151.3 	 18.2    	   27.9    	  23.6    	 11.71       	 63064.7      	   3.8   	 061    	 ////./       	 ////./       	 ////./        	  -87.60450	  41.76277	   395.1
00032.0  	  973.1       	  21.4	  71	   398    	  16.0  	 259.4	   ///./	  293.3	 344.3  	 1151.0 	 18.2    	   27.9    	  23.5    	 11.72       	 63065.7      	   3.8   	 060    	 ////./       	 ////./       	 ////./        	  -87.60453	  41.76276	   398.6
00033.0  	  972.7       	  21.4	  71	   402    	  16.0  	 259.3	   ///./	  293.8	 344.2  	 1150.7 	 18.2    	   27.9    	  23.5    	 11.72       	 63066.7      	   3.8   	 060    	 ////./       	 ////./       	 ////./        	  -87.60457	  41.76274	   402.1
00034.0  	  972.3       	  21.4	  71	   406    	  16.0  	 259.2	   ///./	  294.2	 344.2  	 1150.3 	 18.2    	   27.9    	  23.5    	 11.70       	 63067.7      	   3.8   	 059    	 ////./       	 ////./       	 ////./        	  -87.60461	  41.76272	   405.7
00035.0  	  971.9       	  21.4	  71	   409    	  15.9  	 259.1	   ///./	  294.7	 344.2  	 1149.8 	 18.1    	   28.0    	  23.4    	 11.66       	 63068.7      	   3.8   	 059    	 ////./       	 ////./       	 ////./        	  -87.60465	  41.76270	   409.3
00036.0  	  971.6       	  21.4	  71	   413    	  15.8  	 259.0	   ///./	  295.1	 344.2  	 1149.4 	 18.0    	   28.0    	  23.4    	 11.62       	 63069.7      	   3.7   	 059    	 ////./       	 ////./       	 ////./        	  -87.60468	  41.76269	   412.8
00037.0  	  971.1       	  21.4	  71	   416    	  15.8  	 258.9	   ///./	  295.6	 344.2  	 1149.0 	 18.0    	   28.0    	  23.4    	 11.58       	 63070.7      	   3.7   	 058    	 ////./       	 ////./       	 ////./        	  -87.60472	  41.76267	   416.4
00038.0  	  970.7       	  21.3	  70	   420    	  15.7  	 258.8	   ///./	  296.1	 344.2  	 1148.6 	 17.9    	   28.0    	  23.4    	 11.54       	 63071.7      	   3.7   	 058    	 ////./       	 ////./       	 ////./        	  -87.60476	  41.76265	   420.0
00039.0  	  970.3       	  21.3	  70	   423    	  15.6  	 258.7	   ///./	  296.5	 344.2  	 1148.1 	 17.8    	   28.1    	  23.4    	 11.49       	 63072.7      	   3.7   	 057    	 ////./       	 ////./       	 ////./        	  -87.60480	  41.76264	   423.6
00040.0  	  969.9       	  21.3	  70	   427    	  15.6  	 258.6	   ///./	  297.0	 344.2  	 1147.7 	 17.7    	   28.1    	  23.3    	 11.45       	 63073.7      	   3.6   	 057    	 ////./       	 ////./       	 ////./        	  -87.60483	  41.76262	   427.2
00041.0  	  969.5       	  21.3	  70	   431    	  15.5  	 258.5	   ///./	  297.5	 344.2  	 1147.3 	 17.7    	   28.1    	  23.3    	 11.41       	 63074.7      	   3.6   	 056    	 ////./       	 ////./       	 ////./        	  -87.60487	  41.76260	   430.8
00042.0  	  969.1       	  21.3	  69	   434    	  15.5  	 258.4	   ///./	  297.9	 344.2  	 1146.9 	 17.6    	   28.1    	  23.3    	 11.37       	 63075.7      	   3.6   	 056    	 ////./       	 ////./       	 ////./        	  -87.60491	  41.76258	   434.5
00043.0  	  968.7       	  21.3	  69	   438    	  15.4  	 258.3	   ///./	  298.4	 344.2  	 1146.4 	 17.5    	   28.2    	  23.3    	 11.33       	 63076.7      	   3.6   	 055    	 ////./       	 ////./       	 ////./        	  -87.60495	  41.76257	   438.5
00044.0  	  968.2       	  21.3	  69	   442    	  15.3  	 258.2	   ///./	  299.0	 344.2  	 1145.9 	 17.4    	   28.2    	  23.3    	 11.28       	 63077.7      	   3.6   	 055    	 ////./       	 ////./       	 ////./        	  -87.60498	  41.76255	   442.6
00045.0  	  967.8       	  21.2	  69	   446    	  15.3  	 258.0	   ///./	  299.5	 344.2  	 1145.4 	 17.4    	   28.2    	  23.2    	 11.24       	 63078.7      	   3.5   	 054    	 ////./       	 ////./       	 ////./        	  -87.60502	  41.76253	   446.6
00046.0  	  967.3       	  21.2	  68	   451    	  15.2  	 257.9	   ///./	  300.0	 344.1  	 1144.9 	 17.3    	   28.2    	  23.2    	 11.20       	 63079.7      	   3.5   	 055    	 ////./       	 ////./       	 ////./        	  -87.60506	  41.76252	   450.7
00047.0  	  966.9       	  21.2	  68	   455    	  15.1  	 257.8	   ///./	  300.5	 344.1  	 1144.4 	 17.2    	   28.3    	  23.2    	 11.16       	 63080.7      	   3.4   	 056    	 ////./       	 ////./       	 ////./        	  -87.60508	  41.76252	   454.8
00048.0  	  966.4       	  21.2	  68	   459    	  15.0  	 257.7	   ///./	  301.0	 344.1  	 1143.9 	 17.1    	   28.3    	  23.2    	 11.10       	 63081.7      	   3.4   	 057    	 ////./       	 ////./       	 ////./        	  -87.60511	  41.76251	   458.9
00049.0  	  966.0       	  21.2	  67	   463    	  15.0  	 257.6	   ///./	  301.5	 344.1  	 1143.4 	 17.0    	   28.3    	  23.2    	 11.04       	 63082.7      	   3.3   	 057    	 ////./       	 ////./       	 ////./        	  -87.60514	  41.76251	   462.7
00050.0  	  965.6       	  21.2	  67	   466    	  14.9  	 257.4	   ///./	  302.0	 344.1  	 1142.9 	 16.9    	   28.4    	  23.2    	 10.99       	 63083.7      	   3.3   	 058    	 ////./       	 ////./       	 ////./        	  -87.60517	  41.76250	   466.5
00051.0  	  965.1       	  21.2	  67	   470    	  14.8  	 257.3	   ///./	  302.5	 344.1  	 1142.4 	 16.8    	   28.4    	  23.2    	 10.93       	 63084.7      	   3.3   	 059    	 ////./       	 ////./       	 ////./        	  -87.60520	  41.76250	   470.3
00052.0  	  964.7       	  21.2	  66	   474    	  14.7  	 257.2	   ///./	  302.9	 344.1  	 1141.9 	 16.7    	   28.4    	  23.1    	 10.87       	 63085.7      	   3.2   	 060    	 ////./       	 ////./       	 ////./        	  -87.60523	  41.76250	   474.2
00053.0  	  964.3       	  21.2	  66	   478    	  14.6  	 257.1	   ///./	  303.4	 344.1  	 1141.5 	 16.7    	   28.5    	  23.1    	 10.81       	 63086.7      	   3.2   	 061    	 ////./       	 ////./       	 ////./        	  -87.60526	  41.76249	   478.0
00054.0  	  963.9       	  21.2	  66	   481    	  14.5  	 256.9	   ///./	  303.9	 344.1  	 1141.0 	 16.6    	   28.5    	  23.1    	 10.75       	 63087.7      	   3.2   	 062    	 ////./       	 ////./       	 ////./        	  -87.60528	  41.76249	   481.6
00055.0  	  963.5       	  21.2	  65	   485    	  14.4  	 256.8	   ///./	  304.3	 344.1  	 1140.5 	 16.5    	   28.5    	  23.1    	 10.69       	 63088.7      	   3.1   	 063    	 ////./       	 ////./       	 ////./        	  -87.60531	  41.76248	   485.1
00056.0  	  963.1       	  21.2	  65	   488    	  14.3  	 256.7	   ///./	  304.7	 344.1  	 1140.1 	 16.4    	   28.6    	  23.1    	 10.64       	 63089.7      	   3.1   	 064    	 ////./       	 ////./       	 ////./        	  -87.60534	  41.76248	   488.6
00057.0  	  962.7       	  21.2	  65	   492    	  14.2  	 256.6	   ///./	  305.1	 344.1  	 1139.6 	 16.3    	   28.6    	  23.1    	 10.58       	 63090.7      	   3.0   	 064    	 ////./       	 ////./       	 ////./        	  -87.60537	  41.76248	   492.1
00058.0  	  962.3       	  21.2	  64	   495    	  14.2  	 256.5	   ///./	  305.6	 344.1  	 1139.2 	 16.2    	   28.6    	  23.1    	 10.52       	 63091.7      	   3.0   	 065    	 ////./       	 ////./       	 ////./        	  -87.60540	  41.76247	   495.5
00059.0  	  961.9       	  21.2	  64	   499    	  14.1  	 256.4	   ///./	  306.0	 344.1  	 1138.7 	 16.1    	   28.7    	  23.0    	 10.46       	 63092.7      	   2.9   	 067    	 ////./       	 ////./       	 ////./        	  -87.60543	  41.76247	   499.0
00060.0  	  961.5       	  21.2	  63	   503    	  14.0  	 256.2	   ///./	  306.5	 344.1  	 1138.2 	 16.0    	   28.7    	  23.0    	 10.40       	 63093.7      	   2.9   	 068    	 ////./       	 ////./       	 ////./        	  -87.60546	  41.76246	   503.0
00061.0  	  961.1       	  21.2	  63	   507    	  13.9  	 256.1	   ///./	  307.0	 344.1  	 1137.8 	 15.9    	   28.7    	  23.0    	 10.37       	 63094.7      	   2.9   	 069    	 ////./       	 ////./       	 ////./        	  -87.60548	  41.76246	   507.0
00062.0  	  960.6       	  21.1	  63	   511    	  13.9  	 256.0	   ///./	  307.6	 344.1  	 1137.4 	 15.9    	   28.7    	  23.0    	 10.35       	 63095.7      	   2.8   	 070    	 ////./       	 ////./       	 ////./        	  -87.60551	  41.76246	   511.1
00063.0  	  960.2       	  21.1	  63	   515    	  13.9  	 255.9	   ///./	  308.1	 344.1  	 1136.9 	 15.9    	   28.7    	  22.9    	 10.34       	 63096.7      	   2.8   	 071    	 ////./       	 ////./       	 ////./        	  -87.60554	  41.76245	   515.1
00064.0  	  959.7       	  21.1	  63	   519    	  13.8  	 255.8	   ///./	  308.7	 344.1  	 1136.5 	 15.8    	   28.8    	  22.9    	 10.32       	 63097.7      	   2.7   	 072    	 ////./       	 ////./       	 ////./        	  -87.60557	  41.76245	   519.2
00065.0  	  959.3       	  21.1	  63	   523    	  13.8  	 255.7	   ///./	  309.2	 344.0  	 1136.1 	 15.8    	   28.8    	  22.9    	 10.30       	 63098.7      	   2.7   	 073    	 ////./       	 ////./       	 ////./        	  -87.60560	  41.76244	   523.2
00066.0  	  958.8       	  21.0	  63	   527    	  13.8  	 255.6	   ///./	  309.7	 344.0  	 1135.6 	 15.8    	   28.8    	  22.9    	 10.29       	 63099.7      	   2.6   	 074    	 ////./       	 ////./       	 ////./        	  -87.60563	  41.76244	   527.3
00067.0  	  958.4       	  21.0	  63	   531    	  13.7  	 255.5	   ///./	  310.3	 344.0  	 1135.2 	 15.7    	   28.8    	  22.8    	 10.27       	 63100.7      	   2.6   	 075    	 ////./       	 ////./       	 ////./        	  -87.60566	  41.76244	   531.3
00068.0  	  957.9       	  21.0	  63	   535    	  13.7  	 255.4	   ///./	  310.8	 344.0  	 1134.8 	 15.7    	   28.8    	  22.8    	 10.25       	 63101.7      	   2.6   	 076    	 ////./       	 ////./       	 ////./        	  -87.60568	  41.76243	   535.3
00069.0  	  957.5       	  21.0	  63	   539    	  13.7  	 255.4	   ///./	  311.3	 344.0  	 1134.3 	 15.7    	   28.8    	  22.8    	 10.24       	 63102.7      	   2.5   	 077    	 ////./       	 ////./       	 ////./        	  -87.60571	  41.76243	   539.3
00070.0  	  957.0       	  20.9	  63	   543    	  13.6  	 255.3	   ///./	  311.9	 344.0  	 1133.9 	 15.6    	   28.8    	  22.7    	 10.22       	 63103.7      	   2.5   	 079    	 ////./       	 ////./       	 ////./        	  -87.60574	  41.76242	   543.3
00071.0  	  956.6       	  20.9	  63	   547    	  13.6  	 255.2	   ///./	  312.4	 344.0  	 1133.5 	 15.6    	   28.9    	  22.7    	 10.20       	 63104.7      	   2.5   	 080    	 ////./       	 ////./       	 ////./        	  -87.60577	  41.76242	   547.3
00072.0  	  956.2       	  20.9	  63	   551    	  13.6  	 255.1	   ///./	  312.9	 343.9  	 1133.1 	 15.6    	   28.9    	  22.7    	 10.18       	 63105.7      	   2.4   	 081    	 ////./       	 ////./       	 ////./        	  -87.60580	  41.76242	   551.3
00073.0  	  955.7       	  20.9	  63	   555    	  13.5  	 255.0	   ///./	  313.4	 343.9  	 1132.6 	 15.5    	   28.9    	  22.7    	 10.17       	 63106.7      	   2.4   	 082    	 ////./       	 ////./       	 ////./        	  -87.60583	  41.76241	   555.2
00074.0  	  955.3       	  20.8	  63	   559    	  13.5  	 254.9	   ///./	  313.9	 343.9  	 1132.2 	 15.5    	   28.9    	  22.6    	 10.14       	 63107.7      	   2.4   	 083    	 ////./       	 ////./       	 ////./        	  -87.60586	  41.76241	   559.0
00075.0  	  954.9       	  20.8	  63	   563    	  13.4  	 254.8	   ///./	  314.5	 343.9  	 1131.8 	 15.4    	   28.9    	  22.6    	 10.10       	 63108.7      	   2.3   	 085    	 ////./       	 ////./       	 ////./        	  -87.60588	  41.76240	   562.9
00076.0  	  954.5       	  20.8	  62	   567    	  13.4  	 254.7	   ///./	  315.0	 343.9  	 1131.4 	 15.3    	   28.9    	  22.6    	 10.06       	 63109.7      	   2.3   	 086    	 ////./       	 ////./       	 ////./        	  -87.60591	  41.76240	   566.8
00077.0  	  954.0       	  20.8	  62	   570    	  13.3  	 254.6	   ///./	  315.5	 343.9  	 1131.0 	 15.3    	   28.9    	  22.5    	 10.02       	 63110.7      	   2.3   	 088    	 ////./       	 ////./       	 ////./        	  -87.60593	  41.76241	   570.7
00078.0  	  953.6       	  20.7	  62	   574    	  13.2  	 254.5	   ///./	  316.0	 343.9  	 1130.6 	 15.2    	   28.9    	  22.5    	  9.98       	 63111.7      	   2.2   	 089    	 ////./       	 ////./       	 ////./        	  -87.60595	  41.76241	   574.5
00079.0  	  953.2       	  20.7	  62	   578    	  13.1  	 254.4	   ///./	  316.5	 343.8  	 1130.2 	 15.1    	   29.0    	  22.5    	  9.94       	 63112.7      	   2.2   	 091    	 ////./       	 ////./       	 ////./        	  -87.60596	  41.76242	   578.4
00080.0  	  952.8       	  20.7	  62	   582    	  13.1  	 254.3	   ///./	  317.0	 343.8  	 1129.8 	 15.1    	   29.0    	  22.4    	  9.90       	 63113.7      	   2.2   	 092    	 ////./       	 ////./       	 ////./        	  -87.60598	  41.76242	   582.2
00081.0  	  952.3       	  20.7	  62	   586    	  13.0  	 254.2	   ///./	  317.5	 343.8  	 1129.4 	 15.0    	   29.0    	  22.4    	  9.86       	 63114.7      	   2.1   	 094    	 ////./       	 ////./       	 ////./        	  -87.60600	  41.76243	   586.1
00082.0  	  951.9       	  20.6	  61	   590    	  12.9  	 254.1	   ///./	  318.0	 343.8  	 1129.0 	 14.9    	   29.0    	  22.4    	  9.82       	 63115.7      	   2.1   	 095    	 ////./       	 ////./       	 ////./        	  -87.60601	  41.76244	   589.9
00083.0  	  951.5       	  20.6	  61	   594    	  12.9  	 254.0	   ///./	  318.5	 343.8  	 1128.6 	 14.9    	   29.0    	  22.3    	  9.78       	 63116.7      	   2.1   	 097    	 ////./       	 ////./       	 ////./        	  -87.60603	  41.76244	   593.8
00084.0  	  951.1       	  20.6	  61	   597    	  12.8  	 253.9	   ///./	  319.0	 343.8  	 1128.2 	 14.8    	   29.0    	  22.3    	  9.73       	 63117.7      	   2.0   	 099    	 ////./       	 ////./       	 ////./        	  -87.60605	  41.76245	   597.7
00085.0  	  950.6       	  20.6	  61	   601    	  12.7  	 253.8	   ///./	  319.6	 343.7  	 1127.7 	 14.7    	   29.0    	  22.3    	  9.69       	 63118.7      	   2.0   	 100    	 ////./       	 ////./       	 ////./        	  -87.60606	  41.76245	   601.7
00086.0  	  950.2       	  20.5	  61	   605    	  12.7  	 253.7	   ///./	  320.1	 343.7  	 1127.3 	 14.7    	   29.1    	  22.2    	  9.65       	 63119.7      	   2.0   	 101    	 ////./       	 ////./       	 ////./        	  -87.60608	  41.76246	   605.7
00087.0  	  949.7       	  20.5	  60	   609    	  12.6  	 253.6	   ///./	  320.6	 343.7  	 1126.9 	 14.6    	   29.1    	  22.2    	  9.62       	 63120.7      	   1.9   	 102    	 ////./       	 ////./       	 ////./        	  -87.60609	  41.76247	   609.6
00088.0  	  949.3       	  20.5	  61	   613    	  12.6  	 253.5	   ///./	  321.2	 343.7  	 1126.5 	 14.6    	   29.1    	  22.2    	  9.63       	 63121.7      	   1.9   	 103    	 ////./       	 ////./       	 ////./        	  -87.60611	  41.76247	   613.6
00089.0  	  948.8       	  20.4	  61	   617    	  12.6  	 253.4	   ///./	  321.7	 343.7  	 1126.1 	 14.6    	   29.1    	  22.1    	  9.64       	 63122.7      	   1.9   	 104    	 ////./       	 ////./       	 ////./        	  -87.60613	  41.76248	   617.6
00090.0  	  948.4       	  20.4	  61	   622    	  12.6  	 253.4	   ///./	  322.3	 343.6  	 1125.8 	 14.6    	   29.1    	  22.1    	  9.65       	 63123.7      	   1.8   	 105    	 ////./       	 ////./       	 ////./        	  -87.60614	  41.76249	   622.0
00091.0  	  947.9       	  20.3	  61	   626    	  12.6  	 253.3	   ///./	  322.9	 343.6  	 1125.3 	 14.6    	   29.1    	  22.1    	  9.65       	 63124.7      	   1.8   	 106    	 ////./       	 ////./       	 ////./        	  -87.60616	  41.76249	   626.5
00092.0  	  947.4       	  20.3	  61	   631    	  12.6  	 253.2	   ///./	  323.6	 343.6  	 1124.9 	 14.6    	   29.1    	  22.0    	  9.66       	 63125.7      	   1.8   	 107    	 ////./       	 ////./       	 ////./        	  -87.60618	  41.76250	   631.1
00093.0  	  946.9       	  20.3	  61	   635    	  12.6  	 253.1	   ///./	  324.2	 343.6  	 1124.4 	 14.6    	   29.1    	  22.0    	  9.67       	 63126.7      	   1.8   	 108    	 ////./       	 ////./       	 ////./        	  -87.60619	  41.76250	   635.6
00094.0  	  946.4       	  20.2	  62	   640    	  12.6  	 253.0	   ///./	  324.8	 343.6  	 1124.0 	 14.6    	   29.1    	  22.0    	  9.68       	 63127.7      	   1.7   	 109    	 ////./       	 ////./       	 ////./        	  -87.60621	  41.76251	   640.1
00095.0  	  945.9       	  20.2	  62	   644    	  12.6  	 252.9	   ///./	  325.4	 343.5  	 1123.5 	 14.7    	   29.1    	  21.9    	  9.69       	 63128.7      	   1.7   	 110    	 ////./       	 ////./       	 ////./        	  -87.60622	  41.76252	   644.6
00096.0  	  945.4       	  20.2	  62	   649    	  12.7  	 252.8	   ///./	  326.1	 343.5  	 1123.1 	 14.7    	   29.1    	  21.9    	  9.70       	 63129.7      	   1.7   	 111    	 ////./       	 ////./       	 ////./        	  -87.60624	  41.76252	   649.3
00097.0  	  944.9       	  20.1	  62	   654    	  12.7  	 252.7	   ///./	  326.7	 343.5  	 1122.6 	 14.7    	   29.1    	  21.8    	  9.71       	 63130.7      	   1.6   	 112    	 ////./       	 ////./       	 ////./        	  -87.60626	  41.76253	   654.0
00098.0  	  944.4       	  20.1	  62	   658    	  12.7  	 252.6	   ///./	  327.3	 343.5  	 1122.2 	 14.7    	   29.1    	  21.8    	  9.72       	 63131.7      	   1.6   	 113    	 ////./       	 ////./       	 ////./        	  -87.60627	  41.76253	   658.7
00099.0  	  943.9       	  20.0	  62	   663    	  12.7  	 252.5	   ///./	  328.0	 343.4  	 1121.7 	 14.7    	   29.1    	  21.8    	  9.73       	 63132.7      	   1.6   	 115    	 ////./       	 ////./       	 ////./        	  -87.60629	  41.76254	   663.4
