Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
01:16.5     	17:26:10.2         	6.0      	-0.5                	0.1                   	-87.60282    	41.7636     	180.5
01:17.6     	17:26:11.3         	6.3      	0.0                 	0.1                   	-87.60282    	41.7636     	180.0
01:18.5     	17:26:12.2         	6.5      	-0.1                	0.1                   	-87.60282    	41.7636     	179.8
01:19.6     	17:26:13.3         	6.4      	0.4                 	0.1                   	-87.60282    	41.7636     	180.1
01:20.5     	17:26:14.2         	6.9      	-0.3                	0.2                   	-87.60282    	41.7636     	180.3
01:21.6     	17:26:15.4         	6.0      	0.0                 	0.2                   	-87.60281    	41.7636     	180.5
01:22.5     	17:26:16.3         	6.1      	0.5                 	0.2                   	-87.60281    	41.7636     	180.9
01:23.6     	17:26:17.4         	5.8      	0.4                 	0.0                   	-87.60280    	41.7636     	181.0
01:24.6     	17:26:18.3         	5.8      	0.5                 	0.1                   	-87.60280    	41.7636     	181.3
01:25.7     	17:26:19.4         	5.7      	0.0                 	0.1                   	-87.60280    	41.7636     	181.2
01:26.6     	17:26:20.3         	5.5      	-0.1                	0.4                   	-87.60280    	41.7636     	181.2
01:27.7     	17:26:21.4         	5.5      	0.2                 	0.1                   	-87.60280    	41.7636     	181.0
01:28.6     	17:26:22.3         	5.8      	0.1                 	0.1                   	-87.60280    	41.7636     	181.3
01:29.7     	17:26:23.4         	6.7      	0.3                 	0.1                   	-87.60280    	41.7636     	181.6
01:30.6     	17:26:24.3         	6.8      	0.2                 	0.0                   	-87.60280    	41.7636     	183.0
01:31.5     	17:26:25.2         	6.7      	0.1                 	0.1                   	-87.60280    	41.7636     	183.2
01:32.6     	17:26:26.3         	7.2      	0.6                 	0.4                   	-87.60280    	41.7636     	183.5
01:33.5     	17:26:27.2         	7.4      	0.1                 	0.0                   	-87.60279    	41.7636     	183.9
01:34.6     	17:26:28.3         	7.5      	0.2                 	0.0                   	-87.60280    	41.7636     	184.2
01:35.5     	17:26:29.2         	7.2      	0.1                 	0.1                   	-87.60280    	41.7636     	184.0
01:36.6     	17:26:30.4         	7.7      	1.7                 	1.0                   	-87.60279    	41.7636     	185.3
01:37.5     	17:26:31.3         	8.3      	0.9                 	0.3                   	-87.60278    	41.7636     	186.2
01:38.6     	17:26:32.4         	8.6      	0.5                 	0.2                   	-87.60278    	41.7636     	186.6
01:39.5     	17:26:33.3         	8.8      	0.2                 	0.5                   	-87.60278    	41.7636     	186.8
01:40.7     	17:26:34.4         	9.1      	0.3                 	0.2                   	-87.60278    	41.7636     	187.2
01:41.6     	17:26:35.3         	9.0      	-0.2                	0.1                   	-87.60278    	41.7636     	187.1
01:42.7     	17:26:36.4         	8.8      	-0.2                	0.0                   	-87.60279    	41.7636     	186.7
01:43.6     	17:26:37.3         	9.3      	-0.1                	0.1                   	-87.60278    	41.7636     	187.3
01:44.5     	17:26:38.2         	9.8      	0.3                 	0.2                   	-87.60278    	41.7636     	188.0
01:45.6     	17:26:39.3         	8.6      	0.2                 	0.0                   	-87.60279    	41.7636     	186.9
01:46.5     	17:26:40.2         	182.1    	0.1                 	0.1                   	-87.60279    	41.7636     	0.0
01:47.6     	17:26:41.3         	7.8      	0.1                 	0.2                   	-87.60279    	41.7636     	186.4
01:48.5     	17:26:42.2         	7.8      	0.5                 	0.2                   	-87.60279    	41.7636     	186.5
01:49.6     	17:26:43.3         	7.7      	0.3                 	0.1                   	-87.60279    	41.7636     	186.5
01:50.5     	17:26:44.3         	7.3      	0.1                 	0.2                   	-87.60279    	41.7636     	186.5
01:51.6     	17:26:45.4         	7.2      	-0.1                	0.1                   	-87.60280    	41.7636     	186.4
01:52.5     	17:26:46.3         	6.8      	0.0                 	0.0                   	-87.60280    	41.7636     	185.9
01:53.7     	17:26:47.4         	6.4      	0.2                 	0.0                   	-87.60280    	41.7636     	185.4
01:54.6     	17:26:48.3         	6.0      	0.0                 	0.0                   	-87.60280    	41.7636     	184.6
01:55.7     	17:26:49.4         	6.0      	0.4                 	0.1                   	-87.60280    	41.7636     	184.3
01:56.6     	17:26:50.3         	6.0      	0.4                 	0.1                   	-87.60280    	41.7636     	184.4
01:57.7     	17:26:51.4         	3.9      	0.0                 	0.1                   	-87.60281    	41.7636     	181.9
01:58.6     	17:26:52.3         	3.8      	0.4                 	0.2                   	-87.60281    	41.7636     	182.4
01:59.5     	17:26:53.2         	3.6      	0.1                 	0.2                   	-87.60281    	41.7636     	182.6
02:00.6     	17:26:54.3         	3.4      	0.3                 	0.0                   	-87.60281    	41.7636     	182.8
02:02.6     	17:26:56.3         	3.5      	0.3                 	0.0                   	-87.60281    	41.7636     	183.1
02:03.5     	17:26:57.2         	3.7      	0.2                 	0.2                   	-87.60281    	41.7636     	183.7
02:04.6     	17:26:58.3         	4.2      	0.6                 	0.3                   	-87.60282    	41.7636     	184.5
02:05.5     	17:26:59.3         	4.5      	0.0                 	0.0                   	-87.60282    	41.7636     	184.8
02:06.6     	17:27:00.4         	4.7      	0.1                 	0.1                   	-87.60281    	41.7636     	185.0
02:08.7     	17:27:02.4         	6.3      	0.0                 	0.2                   	-87.60279    	41.7636     	185.5
02:09.6     	17:27:03.3         	6.3      	0.1                 	0.0                   	-87.60279    	41.7636     	185.3
02:10.7     	17:27:04.4         	5.8      	0.1                 	0.1                   	-87.60279    	41.7636     	184.0
02:12.5     	17:27:06.2         	5.5      	0.0                 	0.1                   	-87.60279    	41.7636     	184.3
02:13.6     	17:27:07.3         	5.7      	0.2                 	0.1                   	-87.60279    	41.7636     	184.5
02:14.5     	17:27:08.2         	5.6      	0.0                 	0.0                   	-87.60279    	41.7636     	184.5
02:15.6     	17:27:09.3         	5.3      	0.3                 	0.1                   	-87.60279    	41.7636     	184.1
02:16.5     	17:27:10.2         	5.3      	0.3                 	0.1                   	-87.60279    	41.7636     	184.1
02:17.6     	17:27:11.3         	5.3      	0.3                 	0.2                   	-87.60279    	41.7636     	184.1
02:18.5     	17:27:12.2         	5.2      	0.3                 	0.1                   	-87.60279    	41.7636     	184.0
02:19.6     	17:27:13.4         	5.4      	0.4                 	0.2                   	-87.60279    	41.7636     	184.2
02:20.5     	17:27:14.3         	4.7      	0.0                 	0.2                   	-87.60280    	41.7636     	183.0
02:21.6     	17:27:15.4         	4.2      	-0.3                	0.1                   	-87.60280    	41.7636     	181.9
02:22.6     	17:27:16.3         	4.0      	0.3                 	0.2                   	-87.60280    	41.7636     	181.7
02:23.7     	17:27:17.4         	3.8      	1.1                 	0.3                   	-87.60280    	41.7636     	182.6
02:24.6     	17:27:18.3         	3.7      	0.2                 	0.2                   	-87.60280    	41.7636     	183.0
02:25.7     	17:27:19.4         	3.8      	0.5                 	0.1                   	-87.60280    	41.7636     	183.3
02:26.6     	17:27:20.3         	3.5      	-0.3                	0.2                   	-87.60280    	41.7636     	183.2
02:27.5     	17:27:21.2         	3.9      	0.1                 	0.1                   	-87.60281    	41.7636     	183.7
02:28.6     	17:27:22.3         	4.1      	-0.2                	0.1                   	-87.60280    	41.7636     	183.8
02:29.5     	17:27:23.2         	4.6      	0.6                 	0.3                   	-87.60280    	41.7636     	184.4
02:30.6     	17:27:24.3         	7.3      	0.7                 	0.0                   	-87.60280    	41.7636     	187.6
02:31.5     	17:27:25.2         	8.2      	0.5                 	0.3                   	-87.60280    	41.7636     	188.5
02:32.6     	17:27:26.3         	8.1      	0.3                 	0.2                   	-87.60280    	41.7636     	188.5
02:33.5     	17:27:27.2         	7.9      	0.3                 	0.2                   	-87.60280    	41.7636     	188.9
02:34.6     	17:27:28.4         	7.5      	-0.1                	0.1                   	-87.60280    	41.7636     	188.4
02:35.5     	17:27:29.3         	6.0      	0.0                 	0.1                   	-87.60281    	41.7636     	186.8
02:36.6     	17:27:30.4         	5.9      	0.2                 	0.2                   	-87.60281    	41.7636     	186.8
02:37.5     	17:27:31.3         	6.5      	0.3                 	0.2                   	-87.60282    	41.7636     	187.7
02:38.7     	17:27:32.4         	7.1      	0.9                 	0.3                   	-87.60282    	41.7636     	188.4
02:39.6     	17:27:33.3         	7.3      	0.2                 	0.2                   	-87.60282    	41.7636     	188.7
02:40.5     	17:27:34.2         	7.8      	1.0                 	1.0                   	-87.60281    	41.7636     	189.3
02:41.6     	17:27:35.3         	8.1      	0.4                 	0.5                   	-87.60281    	41.7636     	189.6
02:42.5     	17:27:36.2         	8.8      	0.9                 	0.5                   	-87.60281    	41.7636     	190.4
02:43.6     	17:27:37.3         	8.9      	0.2                 	0.2                   	-87.60281    	41.7636     	190.7
02:44.5     	17:27:38.2         	8.3      	-0.2                	0.4                   	-87.60281    	41.7636     	190.1
02:45.6     	17:27:39.3         	8.1      	-0.2                	1.1                   	-87.60280    	41.7636     	189.7
02:46.5     	17:27:40.2         	8.2      	0.3                 	1.2                   	-87.60278    	41.7636     	189.1
02:47.6     	17:27:41.3         	8.5      	-0.2                	1.0                   	-87.60277    	41.7635     	188.9
02:48.5     	17:27:42.2         	8.7      	-0.5                	1.2                   	-87.60276    	41.7635     	188.2
02:49.6     	17:27:43.3         	9.3      	0.0                 	1.4                   	-87.60274    	41.7635     	187.6
02:50.5     	17:27:44.3         	9.8      	0.2                 	1.1                   	-87.60273    	41.7635     	186.7
02:51.6     	17:27:45.4         	10.4     	-0.3                	0.9                   	-87.60271    	41.7635     	184.3
02:52.5     	17:27:46.3         	11.8     	0.0                 	0.8                   	-87.60269    	41.7635     	182.7
02:53.7     	17:27:47.4         	12.9     	0.2                 	0.8                   	-87.60268    	41.7635     	183.2
02:54.6     	17:27:48.3         	14.3     	-0.1                	0.9                   	-87.60266    	41.7635     	183.7
02:55.5     	17:27:49.2         	15.1     	0.1                 	1.0                   	-87.60265    	41.7635     	182.9
02:56.6     	17:27:50.3         	16.0     	-0.1                	0.9                   	-87.60264    	41.7635     	182.6
02:57.5     	17:27:51.2         	16.8     	-0.6                	1.0                   	-87.60263    	41.7635     	182.2
02:58.6     	17:27:52.3         	17.5     	-0.2                	0.9                   	-87.60262    	41.7635     	181.6
02:59.5     	17:27:53.2         	18.4     	-0.3                	0.9                   	-87.60261    	41.7635     	181.3
03:00.6     	17:27:54.3         	19.4     	0.0                 	1.1                   	-87.60260    	41.7635     	181.2
03:01.5     	17:27:55.2         	20.7     	0.3                 	1.1                   	-87.60258    	41.7635     	181.4
03:02.6     	17:27:56.3         	21.8     	0.0                 	1.1                   	-87.60257    	41.7635     	181.7
03:03.5     	17:27:57.2         	22.8     	-0.2                	1.2                   	-87.60256    	41.7635     	181.3
03:04.6     	17:27:58.4         	23.7     	0.3                 	0.7                   	-87.60255    	41.7635     	181.3
03:06.6     	17:28:00.4         	25.7     	0.1                 	1.4                   	-87.60253    	41.7635     	181.4
03:07.6     	17:28:01.3         	26.7     	-0.4                	1.1                   	-87.60251    	41.7635     	181.1
03:08.7     	17:28:02.4         	28.4     	0.3                 	1.2                   	-87.60249    	41.7635     	183.9
03:09.6     	17:28:03.3         	29.3     	-0.1                	1.3                   	-87.60249    	41.7635     	183.1
03:10.5     	17:28:04.2         	30.3     	-0.1                	1.2                   	-87.60247    	41.7635     	182.9
03:11.6     	17:28:05.3         	31.3     	0.1                 	1.2                   	-87.60246    	41.7635     	182.9
03:14.5     	17:28:08.2         	34.7     	0.3                 	1.1                   	-87.60243    	41.7635     	183.9
03:15.6     	17:28:09.3         	35.5     	-0.2                	0.7                   	-87.60242    	41.7635     	183.9
03:16.5     	17:28:10.2         	36.1     	0.3                 	0.8                   	-87.60241    	41.7635     	183.7
03:17.6     	17:28:11.4         	36.9     	0.0                 	0.6                   	-87.60241    	41.7635     	183.8
03:18.5     	17:28:12.3         	37.1     	-0.1                	0.3                   	-87.60240    	41.7635     	183.7
03:19.7     	17:28:13.4         	37.1     	0.0                 	0.1                   	-87.60240    	41.7635     	183.7
03:20.6     	17:28:14.3         	37.9     	-0.1                	0.1                   	-87.60239    	41.7635     	184.8
03:21.7     	17:28:15.4         	38.2     	0.1                 	0.2                   	-87.60239    	41.7635     	185.0
03:22.6     	17:28:16.3         	38.3     	0.4                 	0.3                   	-87.60238    	41.7635     	185.1
03:23.5     	17:28:17.2         	38.5     	-0.1                	0.4                   	-87.60238    	41.7635     	184.8
03:24.6     	17:28:18.3         	39.3     	-0.3                	0.9                   	-87.60237    	41.7635     	184.6
03:25.5     	17:28:19.2         	40.2     	0.0                 	1.2                   	-87.60236    	41.7635     	184.0
03:26.6     	17:28:20.3         	41.4     	0.0                 	1.4                   	-87.60234    	41.7635     	184.0
03:27.5     	17:28:21.2         	42.6     	0.3                 	1.2                   	-87.60233    	41.7635     	183.9
03:28.6     	17:28:22.3         	43.8     	0.3                 	1.3                   	-87.60231    	41.7635     	183.8
03:29.5     	17:28:23.3         	44.6     	0.1                 	1.2                   	-87.60230    	41.7635     	183.1
03:30.6     	17:28:24.4         	45.3     	0.3                 	1.5                   	-87.60229    	41.7635     	183.2
03:31.5     	17:28:25.3         	45.6     	0.2                 	1.4                   	-87.60229    	41.7635     	184.2
03:32.7     	17:28:26.4         	45.7     	0.3                 	1.1                   	-87.60229    	41.7635     	184.8
03:37.6     	17:28:31.3         	48.1     	0.4                 	1.4                   	-87.60225    	41.7635     	184.5
03:38.5     	17:28:32.2         	49.3     	-0.1                	1.4                   	-87.60224    	41.7635     	183.9
03:39.6     	17:28:33.3         	50.3     	-0.2                	1.7                   	-87.60223    	41.7635     	184.0
03:40.5     	17:28:34.2         	51.3     	-0.2                	1.7                   	-87.60221    	41.7636     	184.2
03:41.6     	17:28:35.3         	52.0     	-0.3                	1.5                   	-87.60221    	41.7636     	185.5
03:42.5     	17:28:36.3         	52.9     	0.0                 	1.4                   	-87.60220    	41.7636     	185.5
03:43.6     	17:28:37.4         	53.7     	0.1                 	0.7                   	-87.60219    	41.7636     	184.9
03:44.5     	17:28:38.3         	54.4     	0.0                 	1.1                   	-87.60218    	41.7636     	184.7
03:45.7     	17:28:39.4         	55.4     	-0.1                	1.1                   	-87.60217    	41.7636     	184.4
03:48.6     	17:28:42.3         	56.7     	0.1                 	0.2                   	-87.60215    	41.7636     	183.6
03:50.6     	17:28:44.3         	56.6     	-0.6                	0.4                   	-87.60215    	41.7636     	183.1
03:51.5     	17:28:45.2         	56.6     	0.1                 	0.2                   	-87.60215    	41.7636     	182.8
03:52.6     	17:28:46.3         	57.0     	0.1                 	0.4                   	-87.60215    	41.7636     	182.1
03:53.5     	17:28:47.2         	57.1     	-0.1                	0.1                   	-87.60215    	41.7636     	181.7
03:54.6     	17:28:48.3         	57.0     	0.0                 	0.1                   	-87.60215    	41.7636     	181.7
03:55.5     	17:28:49.2         	57.0     	0.0                 	0.2                   	-87.60215    	41.7636     	181.5
03:56.6     	17:28:50.3         	56.9     	0.2                 	0.1                   	-87.60215    	41.7636     	181.8
03:57.5     	17:28:51.3         	56.5     	0.1                 	0.1                   	-87.60215    	41.7636     	182.5
03:58.6     	17:28:52.4         	56.2     	0.0                 	0.1                   	-87.60216    	41.7636     	182.9
03:59.5     	17:28:53.3         	55.9     	0.1                 	0.2                   	-87.60216    	41.7636     	183.2
04:00.7     	17:28:54.4         	55.5     	0.2                 	0.0                   	-87.60217    	41.7636     	183.6
04:01.6     	17:28:55.3         	55.3     	0.3                 	0.1                   	-87.60217    	41.7636     	183.0
04:02.7     	17:28:56.4         	55.2     	0.4                 	0.2                   	-87.60217    	41.7636     	183.1
04:03.6     	17:28:57.3         	55.0     	0.1                 	0.1                   	-87.60217    	41.7636     	183.3
04:04.5     	17:28:58.2         	54.9     	-0.3                	0.2                   	-87.60217    	41.7636     	183.3
04:05.6     	17:28:59.3         	54.6     	0.0                 	0.1                   	-87.60218    	41.7636     	183.5
04:06.5     	17:29:00.2         	54.2     	0.5                 	0.2                   	-87.60218    	41.7636     	184.4
04:07.6     	17:29:01.3         	53.8     	0.4                 	0.1                   	-87.60219    	41.7636     	185.8
04:08.5     	17:29:02.2         	52.9     	0.1                 	0.1                   	-87.60220    	41.7636     	189.8
04:09.6     	17:29:03.3         	52.6     	0.3                 	0.1                   	-87.60221    	41.7636     	190.9
04:10.5     	17:29:04.3         	52.6     	0.3                 	0.2                   	-87.60221    	41.7636     	190.8
04:11.6     	17:29:05.4         	52.7     	0.2                 	0.4                   	-87.60221    	41.7636     	189.0
04:12.5     	17:29:06.3         	53.1     	-0.1                	0.4                   	-87.60220    	41.7636     	186.4
04:13.6     	17:29:07.4         	53.0     	0.2                 	0.5                   	-87.60220    	41.7636     	186.2
04:14.6     	17:29:08.3         	52.8     	0.2                 	0.2                   	-87.60220    	41.7636     	186.3
04:15.7     	17:29:09.4         	53.0     	0.1                 	0.3                   	-87.60220    	41.7636     	185.5
04:16.6     	17:29:10.3         	53.3     	0.3                 	0.1                   	-87.60219    	41.7636     	184.9
04:17.5     	17:29:11.2         	53.3     	0.4                 	0.0                   	-87.60219    	41.7636     	185.3
04:18.6     	17:29:12.3         	53.3     	0.2                 	0.1                   	-87.60219    	41.7636     	185.4
04:19.5     	17:29:13.2         	53.7     	0.1                 	0.1                   	-87.60219    	41.7636     	185.0
04:20.6     	17:29:14.3         	53.9     	0.0                 	0.0                   	-87.60219    	41.7636     	184.2
04:21.5     	17:29:15.2         	53.6     	0.3                 	0.2                   	-87.60219    	41.7636     	184.9
04:22.6     	17:29:16.3         	53.8     	0.4                 	0.1                   	-87.60219    	41.7636     	184.6
04:23.5     	17:29:17.2         	53.8     	0.2                 	0.2                   	-87.60219    	41.7636     	185.2
04:24.6     	17:29:18.3         	53.7     	0.2                 	0.1                   	-87.60219    	41.7636     	185.5
04:25.5     	17:29:19.2         	53.9     	0.2                 	0.1                   	-87.60219    	41.7636     	185.4
04:26.6     	17:29:20.4         	54.0     	0.1                 	0.1                   	-87.60219    	41.7636     	185.5
04:27.5     	17:29:21.3         	54.0     	0.3                 	0.2                   	-87.60219    	41.7636     	186.0
04:28.6     	17:29:22.4         	53.9     	0.4                 	0.2                   	-87.60219    	41.7636     	186.6
04:29.6     	17:29:23.3         	53.8     	0.4                 	0.1                   	-87.60219    	41.7636     	187.3
04:30.7     	17:29:24.4         	53.8     	0.4                 	0.2                   	-87.60219    	41.7636     	187.8
04:31.6     	17:29:25.3         	54.0     	0.3                 	0.1                   	-87.60219    	41.7636     	188.2
04:32.5     	17:29:26.2         	53.9     	0.2                 	0.1                   	-87.60219    	41.7636     	188.5
04:33.6     	17:29:27.3         	54.0     	0.1                 	0.1                   	-87.60219    	41.7636     	188.6
04:34.5     	17:29:28.2         	54.0     	0.1                 	0.1                   	-87.60219    	41.7636     	188.6
04:35.6     	17:29:29.3         	54.1     	0.1                 	0.1                   	-87.60219    	41.7636     	188.7
04:36.4     	17:29:30.1         	54.1     	0.2                 	0.1                   	-87.60219    	41.7636     	188.8
04:37.6     	17:29:31.3         	54.2     	0.2                 	0.1                   	-87.60219    	41.7636     	189.0
04:38.5     	17:29:32.2         	54.3     	0.1                 	0.0                   	-87.60219    	41.7636     	189.1
04:39.6     	17:29:33.4         	54.4     	0.3                 	0.1                   	-87.60219    	41.7636     	189.3
04:40.5     	17:29:34.3         	54.4     	0.2                 	0.1                   	-87.60219    	41.7636     	189.5
04:41.6     	17:29:35.4         	54.5     	0.2                 	0.1                   	-87.60219    	41.7636     	189.7
04:42.6     	17:29:36.3         	54.5     	0.1                 	0.2                   	-87.60219    	41.7636     	189.8
04:43.7     	17:29:37.4         	54.5     	0.2                 	0.1                   	-87.60219    	41.7636     	190.1
04:44.6     	17:29:38.3         	54.4     	0.1                 	0.2                   	-87.60219    	41.7636     	190.2
04:45.5     	17:29:39.2         	54.2     	0.6                 	0.3                   	-87.60219    	41.7636     	190.6
04:47.5     	17:29:41.2         	53.9     	0.4                 	0.3                   	-87.60220    	41.7636     	190.9
04:48.6     	17:29:42.3         	53.9     	0.1                 	0.1                   	-87.60220    	41.7636     	190.7
04:49.5     	17:29:43.2         	54.0     	0.2                 	0.1                   	-87.60219    	41.7636     	190.4
04:50.6     	17:29:44.3         	54.0     	0.5                 	0.1                   	-87.60219    	41.7636     	190.5
04:51.5     	17:29:45.2         	54.1     	0.1                 	0.1                   	-87.60219    	41.7636     	190.0
04:52.6     	17:29:46.3         	54.5     	-1.0                	1.0                   	-87.60219    	41.7636     	188.7
04:53.5     	17:29:47.3         	55.2     	0.0                 	0.1                   	-87.60217    	41.7636     	186.2
04:54.6     	17:29:48.4         	55.3     	-0.1                	0.1                   	-87.60217    	41.7636     	185.8
04:55.5     	17:29:49.3         	55.3     	0.2                 	0.1                   	-87.60217    	41.7636     	185.8
04:56.7     	17:29:50.4         	55.1     	0.4                 	0.2                   	-87.60217    	41.7636     	186.5
04:57.6     	17:29:51.3         	55.0     	0.0                 	0.0                   	-87.60218    	41.7636     	186.6
04:58.7     	17:29:52.4         	55.1     	-0.1                	0.1                   	-87.60218    	41.7636     	186.6
04:59.6     	17:29:53.3         	55.0     	0.0                 	0.0                   	-87.60218    	41.7636     	186.7
