Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
00:38.3     	00:19:53.3         	4.1      	0.2                 	0.3                   	-87.60281    	41.7636     	187.0
00:39.4     	00:19:54.4         	3.8      	0.0                 	0.1                   	-87.60280    	41.7636     	186.8
00:40.3     	00:19:55.3         	3.7      	-0.1                	0.1                   	-87.60280    	41.7636     	186.7
00:41.2     	00:19:56.2         	3.8      	-0.1                	0.1                   	-87.60280    	41.7636     	186.3
00:42.3     	00:19:57.3         	3.9      	0.0                 	0.1                   	-87.60280    	41.7636     	186.2
00:43.2     	00:19:58.2         	3.8      	-0.1                	0.1                   	-87.60280    	41.7636     	186.2
00:44.3     	00:19:59.4         	3.6      	-0.2                	0.1                   	-87.60280    	41.7636     	186.2
00:46.3     	00:20:01.4         	3.0      	-0.1                	0.1                   	-87.60279    	41.7636     	186.9
00:47.2     	00:20:02.3         	2.6      	0.1                 	0.1                   	-87.60279    	41.7636     	187.5
00:48.3     	00:20:03.4         	2.6      	0.0                 	0.1                   	-87.60279    	41.7636     	187.6
00:49.2     	00:20:04.3         	2.4      	-0.1                	0.2                   	-87.60279    	41.7636     	187.7
00:50.3     	00:20:05.4         	2.5      	0.0                 	0.1                   	-87.60279    	41.7636     	187.5
00:51.2     	00:20:06.3         	2.6      	0.3                 	0.1                   	-87.60279    	41.7636     	187.1
00:52.3     	00:20:07.4         	2.8      	0.2                 	0.0                   	-87.60279    	41.7636     	186.8
00:53.3     	00:20:08.3         	3.1      	0.1                 	0.1                   	-87.60279    	41.7636     	186.5
00:54.4     	00:20:09.4         	3.2      	0.3                 	0.1                   	-87.60279    	41.7636     	186.5
00:55.3     	00:20:10.3         	3.5      	0.6                 	0.1                   	-87.60279    	41.7636     	186.2
00:56.1     	00:20:11.1         	3.5      	0.5                 	0.1                   	-87.60279    	41.7636     	186.2
00:57.3     	00:20:12.3         	3.8      	0.3                 	0.2                   	-87.60279    	41.7636     	185.9
00:58.2     	00:20:13.2         	4.2      	0.0                 	0.2                   	-87.60279    	41.7636     	185.6
00:59.3     	00:20:14.3         	4.6      	0.1                 	0.1                   	-87.60279    	41.7636     	185.2
01:04.2     	00:20:19.3         	5.1      	0.2                 	0.0                   	-87.60279    	41.7636     	184.4
01:05.3     	00:20:20.4         	5.3      	0.2                 	0.0                   	-87.60279    	41.7636     	184.2
01:06.2     	00:20:21.3         	4.9      	0.3                 	0.2                   	-87.60279    	41.7636     	184.5
01:07.3     	00:20:22.4         	4.9      	0.0                 	0.1                   	-87.60279    	41.7636     	184.6
01:09.2     	00:20:24.2         	5.0      	0.1                 	0.1                   	-87.60279    	41.7636     	184.4
01:10.3     	00:20:25.3         	5.1      	0.0                 	0.1                   	-87.60279    	41.7636     	184.4
01:11.2     	00:20:26.2         	5.2      	0.1                 	0.1                   	-87.60279    	41.7636     	184.4
01:13.2     	00:20:28.2         	5.3      	0.1                 	0.0                   	-87.60279    	41.7636     	184.3
01:14.3     	00:20:29.3         	5.6      	0.0                 	0.1                   	-87.60279    	41.7636     	184.0
01:15.2     	00:20:30.2         	5.7      	0.3                 	0.1                   	-87.60279    	41.7636     	183.9
01:16.3     	00:20:31.4         	6.1      	0.2                 	0.1                   	-87.60279    	41.7636     	183.6
01:17.2     	00:20:32.3         	6.2      	0.2                 	0.2                   	-87.60279    	41.7636     	183.5
01:18.3     	00:20:33.4         	6.3      	0.3                 	0.4                   	-87.60280    	41.7636     	183.6
01:19.2     	00:20:34.3         	6.4      	0.2                 	0.1                   	-87.60280    	41.7636     	183.7
01:20.3     	00:20:35.4         	6.2      	0.0                 	0.0                   	-87.60280    	41.7636     	184.0
01:21.2     	00:20:36.3         	6.2      	0.3                 	0.1                   	-87.60280    	41.7636     	184.1
01:23.2     	00:20:38.3         	5.8      	0.1                 	0.6                   	-87.60279    	41.7636     	184.3
01:24.2     	00:20:39.2         	5.5      	0.2                 	0.2                   	-87.60279    	41.7636     	184.5
01:25.3     	00:20:40.3         	5.5      	0.1                 	0.2                   	-87.60279    	41.7636     	184.4
01:26.2     	00:20:41.2         	5.5      	0.2                 	0.1                   	-87.60279    	41.7636     	184.2
01:27.3     	00:20:42.3         	5.4      	0.0                 	0.2                   	-87.60279    	41.7636     	184.3
01:28.2     	00:20:43.2         	5.3      	0.1                 	0.1                   	-87.60279    	41.7636     	184.4
01:29.3     	00:20:44.3         	5.2      	0.1                 	0.0                   	-87.60279    	41.7636     	184.7
01:30.2     	00:20:45.2         	5.3      	0.1                 	0.1                   	-87.60279    	41.7636     	184.5
01:31.3     	00:20:46.4         	5.5      	0.0                 	0.1                   	-87.60279    	41.7636     	184.4
01:32.2     	00:20:47.3         	5.6      	0.0                 	0.2                   	-87.60279    	41.7636     	184.3
01:33.3     	00:20:48.4         	5.7      	0.2                 	0.4                   	-87.60279    	41.7636     	184.4
01:34.2     	00:20:49.3         	6.0      	0.3                 	0.1                   	-87.60280    	41.7636     	184.3
01:35.3     	00:20:50.4         	6.2      	0.0                 	0.1                   	-87.60280    	41.7636     	184.1
01:37.2     	00:20:52.2         	6.2      	0.3                 	0.1                   	-87.60280    	41.7636     	184.2
01:38.3     	00:20:53.3         	6.1      	0.2                 	0.0                   	-87.60280    	41.7636     	184.2
01:39.2     	00:20:54.2         	6.0      	0.2                 	0.0                   	-87.60280    	41.7636     	184.2
01:40.3     	00:20:55.3         	6.0      	0.1                 	0.1                   	-87.60280    	41.7636     	184.0
01:41.1     	00:20:56.2         	6.0      	0.2                 	0.1                   	-87.60280    	41.7636     	183.9
01:42.3     	00:20:57.4         	6.1      	0.2                 	0.0                   	-87.60280    	41.7636     	183.8
01:43.1     	00:20:58.2         	6.2      	0.2                 	0.1                   	-87.60280    	41.7636     	183.6
01:44.3     	00:20:59.4         	6.2      	0.3                 	0.1                   	-87.60280    	41.7636     	183.5
01:45.1     	00:21:00.2         	6.3      	0.4                 	0.1                   	-87.60280    	41.7636     	183.4
01:46.3     	00:21:01.4         	6.2      	0.4                 	0.1                   	-87.60280    	41.7636     	183.4
01:47.2     	00:21:02.3         	6.0      	0.4                 	0.1                   	-87.60280    	41.7636     	183.6
01:48.3     	00:21:03.4         	6.1      	0.2                 	0.0                   	-87.60280    	41.7636     	183.5
01:49.2     	00:21:04.3         	6.2      	0.2                 	0.1                   	-87.60280    	41.7636     	183.4
01:50.4     	00:21:05.4         	6.1      	0.2                 	0.0                   	-87.60280    	41.7636     	183.5
01:51.3     	00:21:06.3         	6.1      	0.2                 	0.1                   	-87.60280    	41.7636     	183.5
01:52.2     	00:21:07.2         	6.2      	0.3                 	0.1                   	-87.60280    	41.7636     	183.5
01:53.3     	00:21:08.3         	6.1      	0.1                 	0.0                   	-87.60280    	41.7636     	183.7
01:54.2     	00:21:09.2         	5.9      	0.2                 	0.1                   	-87.60280    	41.7636     	183.9
01:55.3     	00:21:10.3         	5.8      	0.3                 	0.1                   	-87.60280    	41.7636     	183.9
01:56.2     	00:21:11.3         	5.9      	0.3                 	0.0                   	-87.60280    	41.7636     	183.8
01:57.3     	00:21:12.4         	5.9      	0.2                 	0.1                   	-87.60280    	41.7636     	183.9
01:58.2     	00:21:13.3         	6.3      	-0.7                	0.3                   	-87.60280    	41.7636     	183.3
01:59.3     	00:21:14.4         	6.3      	0.2                 	0.4                   	-87.60280    	41.7636     	183.2
02:00.2     	00:21:15.3         	6.6      	-0.2                	0.1                   	-87.60280    	41.7636     	182.8
02:01.3     	00:21:16.4         	6.8      	-0.1                	0.1                   	-87.60280    	41.7636     	182.6
02:02.2     	00:21:17.3         	7.1      	-0.1                	0.1                   	-87.60280    	41.7636     	182.3
02:03.3     	00:21:18.4         	7.3      	0.0                 	0.1                   	-87.60280    	41.7636     	182.1
02:04.3     	00:21:19.3         	7.5      	0.1                 	0.0                   	-87.60280    	41.7636     	181.9
02:05.4     	00:21:20.4         	7.6      	0.1                 	0.1                   	-87.60280    	41.7636     	181.7
02:09.2     	00:21:24.2         	7.8      	-0.1                	0.1                   	-87.60280    	41.7636     	181.5
02:10.3     	00:21:25.4         	8.1      	0.1                 	0.1                   	-87.60280    	41.7636     	181.2
02:11.2     	00:21:26.3         	8.2      	0.2                 	0.1                   	-87.60280    	41.7636     	181.1
02:12.3     	00:21:27.4         	8.4      	-0.5                	0.4                   	-87.60280    	41.7636     	180.9
02:13.2     	00:21:28.3         	8.5      	-0.3                	0.5                   	-87.60280    	41.7636     	180.7
02:14.3     	00:21:29.4         	8.4      	-0.2                	0.0                   	-87.60279    	41.7636     	180.7
02:15.2     	00:21:30.3         	8.5      	-0.1                	0.0                   	-87.60279    	41.7636     	180.7
02:16.3     	00:21:31.4         	8.4      	0.2                 	0.0                   	-87.60279    	41.7636     	180.9
02:17.2     	00:21:32.3         	8.3      	0.0                 	0.1                   	-87.60279    	41.7636     	181.0
02:18.4     	00:21:33.4         	8.3      	0.0                 	0.1                   	-87.60279    	41.7636     	181.1
02:19.3     	00:21:34.3         	8.1      	0.2                 	0.0                   	-87.60279    	41.7636     	181.4
02:20.1     	00:21:35.1         	7.6      	0.2                 	0.1                   	-87.60279    	41.7636     	181.9
02:21.3     	00:21:36.3         	7.3      	0.1                 	0.1                   	-87.60279    	41.7636     	182.3
02:22.2     	00:21:37.2         	7.0      	0.1                 	0.1                   	-87.60279    	41.7636     	182.7
02:23.3     	00:21:38.3         	7.0      	0.1                 	0.0                   	-87.60279    	41.7636     	182.8
02:24.2     	00:21:39.3         	7.0      	-0.1                	0.2                   	-87.60280    	41.7636     	182.9
02:25.3     	00:21:40.4         	6.9      	0.0                 	0.2                   	-87.60280    	41.7636     	183.0
02:26.2     	00:21:41.3         	7.0      	0.1                 	0.1                   	-87.60280    	41.7636     	182.9
02:27.3     	00:21:42.4         	7.0      	-0.1                	0.1                   	-87.60280    	41.7636     	182.9
02:28.2     	00:21:43.3         	6.9      	0.5                 	0.3                   	-87.60280    	41.7636     	183.2
02:29.3     	00:21:44.4         	6.8      	0.2                 	0.1                   	-87.60280    	41.7636     	183.5
02:30.2     	00:21:45.3         	6.9      	0.1                 	0.1                   	-87.60280    	41.7636     	183.4
02:31.3     	00:21:46.4         	6.8      	-0.1                	0.1                   	-87.60280    	41.7636     	183.5
02:32.3     	00:21:47.3         	6.9      	-0.1                	0.1                   	-87.60280    	41.7636     	183.6
02:33.4     	00:21:48.4         	6.8      	0.1                 	0.0                   	-87.60281    	41.7636     	183.8
02:34.3     	00:21:49.3         	6.7      	0.2                 	0.1                   	-87.60281    	41.7636     	184.0
02:35.2     	00:21:50.2         	6.6      	0.1                 	0.1                   	-87.60281    	41.7636     	184.1
02:36.3     	00:21:51.3         	6.6      	0.0                 	0.0                   	-87.60281    	41.7636     	184.1
02:37.2     	00:21:52.2         	6.6      	0.0                 	0.1                   	-87.60280    	41.7636     	184.1
02:38.3     	00:21:53.3         	6.5      	0.2                 	0.1                   	-87.60280    	41.7636     	184.2
02:39.2     	00:21:54.3         	6.4      	0.2                 	0.1                   	-87.60280    	41.7636     	184.4
02:40.3     	00:21:55.4         	6.4      	0.1                 	0.1                   	-87.60280    	41.7636     	184.4
02:41.2     	00:21:56.3         	6.6      	0.0                 	0.0                   	-87.60280    	41.7636     	184.3
02:42.3     	00:21:57.4         	6.9      	0.2                 	0.0                   	-87.60281    	41.7636     	184.1
02:43.2     	00:21:58.3         	6.8      	0.1                 	0.1                   	-87.60281    	41.7636     	184.2
02:44.3     	00:21:59.4         	6.8      	0.0                 	0.0                   	-87.60281    	41.7636     	184.3
02:45.2     	00:22:00.3         	7.7      	0.1                 	0.1                   	-87.60282    	41.7636     	184.2
02:46.3     	00:22:01.4         	8.5      	0.1                 	0.1                   	-87.60283    	41.7636     	184.1
02:47.3     	00:22:02.3         	9.1      	0.0                 	0.0                   	-87.60284    	41.7636     	184.1
02:48.2     	00:22:03.2         	9.0      	0.1                 	0.0                   	-87.60284    	41.7636     	184.3
02:49.3     	00:22:04.3         	8.9      	-0.1                	0.0                   	-87.60283    	41.7636     	184.2
02:50.2     	00:22:05.2         	8.7      	0.1                 	0.2                   	-87.60283    	41.7636     	184.3
02:51.3     	00:22:06.3         	8.6      	-0.2                	0.2                   	-87.60283    	41.7636     	184.4
02:52.2     	00:22:07.2         	8.9      	0.0                 	0.1                   	-87.60283    	41.7636     	184.4
02:53.3     	00:22:08.3         	8.9      	0.0                 	0.1                   	-87.60283    	41.7636     	184.4
02:54.2     	00:22:09.3         	8.7      	0.0                 	0.0                   	-87.60283    	41.7636     	184.3
02:59.3     	00:22:14.4         	8.0      	0.1                 	0.0                   	-87.60282    	41.7636     	183.1
03:00.2     	00:22:15.3         	8.0      	-0.1                	0.1                   	-87.60281    	41.7636     	182.8
03:01.3     	00:22:16.4         	7.9      	-0.1                	0.1                   	-87.60281    	41.7636     	182.6
03:02.3     	00:22:17.3         	7.8      	0.0                 	0.1                   	-87.60281    	41.7636     	182.6
03:03.2     	00:22:18.2         	8.1      	-0.1                	0.3                   	-87.60281    	41.7636     	182.3
03:04.3     	00:22:19.3         	8.3      	0.3                 	0.2                   	-87.60281    	41.7636     	182.2
03:05.2     	00:22:20.2         	8.2      	0.4                 	0.1                   	-87.60281    	41.7636     	182.2
03:06.3     	00:22:21.3         	8.3      	0.0                 	0.1                   	-87.60281    	41.7636     	182.0
03:07.2     	00:22:22.2         	8.4      	0.1                 	0.0                   	-87.60280    	41.7636     	181.7
03:08.3     	00:22:23.4         	8.3      	0.1                 	0.1                   	-87.60280    	41.7636     	181.8
03:09.2     	00:22:24.3         	8.2      	0.0                 	0.1                   	-87.60280    	41.7636     	182.0
03:10.3     	00:22:25.4         	8.3      	0.1                 	0.2                   	-87.60280    	41.7636     	181.8
03:11.2     	00:22:26.3         	8.2      	-0.1                	0.0                   	-87.60280    	41.7636     	181.8
03:12.3     	00:22:27.4         	8.2      	0.0                 	0.1                   	-87.60280    	41.7636     	181.7
03:13.2     	00:22:28.3         	8.0      	0.2                 	0.1                   	-87.60280    	41.7636     	182.0
03:14.3     	00:22:29.4         	7.9      	0.0                 	0.0                   	-87.60280    	41.7636     	182.0
03:15.2     	00:22:30.3         	8.0      	0.0                 	0.1                   	-87.60280    	41.7636     	181.9
03:16.2     	00:22:31.2         	7.9      	0.0                 	0.1                   	-87.60280    	41.7636     	181.9
03:17.3     	00:22:32.3         	7.7      	0.2                 	0.0                   	-87.60280    	41.7636     	182.1
03:18.2     	00:22:33.2         	7.4      	0.1                 	0.2                   	-87.60280    	41.7636     	182.4
03:19.3     	00:22:34.3         	7.0      	0.2                 	0.1                   	-87.60280    	41.7636     	182.8
03:20.2     	00:22:35.2         	6.8      	0.2                 	0.1                   	-87.60281    	41.7636     	183.1
03:21.3     	00:22:36.3         	6.6      	0.1                 	0.1                   	-87.60281    	41.7636     	183.3
03:22.2     	00:22:37.2         	6.5      	0.2                 	0.1                   	-87.60281    	41.7636     	183.4
03:23.3     	00:22:38.4         	6.1      	0.2                 	0.1                   	-87.60281    	41.7636     	183.9
03:24.2     	00:22:39.3         	5.9      	0.2                 	0.1                   	-87.60281    	41.7636     	184.1
03:25.3     	00:22:40.4         	5.8      	0.0                 	0.0                   	-87.60281    	41.7636     	184.2
03:26.2     	00:22:41.3         	5.9      	0.2                 	0.0                   	-87.60281    	41.7636     	184.2
03:27.3     	00:22:42.4         	5.7      	0.4                 	0.2                   	-87.60281    	41.7636     	184.5
03:28.2     	00:22:43.3         	5.5      	0.0                 	0.1                   	-87.60281    	41.7636     	184.8
03:29.3     	00:22:44.4         	5.5      	0.2                 	0.1                   	-87.60281    	41.7636     	184.9
03:30.2     	00:22:45.3         	5.6      	0.0                 	0.1                   	-87.60281    	41.7636     	184.9
03:31.1     	00:22:46.2         	5.7      	-0.1                	0.1                   	-87.60282    	41.7636     	184.9
03:32.3     	00:22:47.3         	5.6      	0.0                 	0.0                   	-87.60282    	41.7636     	185.1
03:33.2     	00:22:48.2         	5.5      	-0.1                	0.1                   	-87.60282    	41.7636     	185.2
03:34.3     	00:22:49.3         	5.5      	0.0                 	0.0                   	-87.60282    	41.7636     	185.4
03:35.2     	00:22:50.2         	5.5      	-0.3                	0.1                   	-87.60282    	41.7636     	185.4
03:36.3     	00:22:51.3         	5.6      	0.0                 	0.1                   	-87.60282    	41.7636     	185.4
03:37.2     	00:22:52.2         	5.5      	0.3                 	0.0                   	-87.60282    	41.7636     	185.7
03:38.3     	00:22:53.4         	5.5      	-0.1                	0.1                   	-87.60282    	41.7636     	185.9
03:39.2     	00:22:54.3         	5.6      	0.1                 	0.1                   	-87.60282    	41.7636     	186.0
03:40.3     	00:22:55.4         	5.7      	-0.2                	0.0                   	-87.60282    	41.7636     	185.9
03:41.2     	00:22:56.3         	5.6      	0.2                 	0.1                   	-87.60282    	41.7636     	185.9
03:42.3     	00:22:57.4         	5.6      	0.1                 	0.1                   	-87.60282    	41.7636     	186.0
03:43.2     	00:22:58.3         	5.5      	0.1                 	0.1                   	-87.60282    	41.7636     	186.1
03:44.1     	00:22:59.2         	5.5      	0.0                 	0.1                   	-87.60282    	41.7636     	186.2
03:45.2     	00:23:00.3         	5.5      	0.2                 	0.1                   	-87.60282    	41.7636     	186.3
03:46.1     	00:23:01.2         	5.5      	0.0                 	0.0                   	-87.60282    	41.7636     	186.3
03:47.3     	00:23:02.3         	5.6      	-0.1                	0.3                   	-87.60282    	41.7636     	186.1
03:48.2     	00:23:03.2         	5.6      	0.0                 	0.0                   	-87.60282    	41.7636     	185.9
03:49.3     	00:23:04.3         	5.7      	0.0                 	0.0                   	-87.60282    	41.7636     	185.9
03:50.2     	00:23:05.2         	5.7      	0.1                 	0.1                   	-87.60282    	41.7636     	185.8
03:51.3     	00:23:06.3         	5.7      	0.1                 	0.1                   	-87.60282    	41.7636     	185.8
03:52.2     	00:23:07.2         	5.8      	0.0                 	0.1                   	-87.60282    	41.7636     	185.5
03:53.3     	00:23:08.3         	5.8      	0.0                 	0.0                   	-87.60282    	41.7636     	185.5
03:54.2     	00:23:09.2         	5.8      	0.2                 	0.1                   	-87.60282    	41.7636     	185.3
03:55.3     	00:23:10.4         	5.8      	0.1                 	0.0                   	-87.60282    	41.7636     	185.3
03:56.3     	00:23:11.4         	5.8      	0.1                 	0.1                   	-87.60282    	41.7636     	185.2
03:57.3     	00:23:12.4         	5.7      	0.1                 	0.1                   	-87.60282    	41.7636     	185.3
03:58.3     	00:23:13.4         	5.8      	0.1                 	0.0                   	-87.60282    	41.7636     	185.3
03:59.1     	00:23:14.2         	5.8      	0.2                 	0.1                   	-87.60282    	41.7636     	185.3
04:00.3     	00:23:15.4         	5.8      	0.2                 	0.1                   	-87.60282    	41.7635     	185.4
04:01.1     	00:23:16.2         	5.8      	0.0                 	0.1                   	-87.60282    	41.7635     	185.5
04:02.4     	00:23:17.4         	5.9      	0.0                 	0.1                   	-87.60282    	41.7635     	185.4
04:03.2     	00:23:18.2         	5.9      	0.1                 	0.1                   	-87.60282    	41.7635     	185.4
04:04.4     	00:23:19.4         	6.0      	0.1                 	0.0                   	-87.60282    	41.7635     	185.3
04:05.2     	00:23:20.2         	6.0      	0.1                 	0.0                   	-87.60282    	41.7635     	185.2
04:06.4     	00:23:21.4         	6.1      	0.2                 	0.1                   	-87.60282    	41.7636     	185.0
04:07.2     	00:23:22.2         	6.1      	0.1                 	0.1                   	-87.60282    	41.7636     	185.0
04:08.4     	00:23:23.5         	6.1      	0.2                 	0.0                   	-87.60282    	41.7636     	184.8
04:09.2     	00:23:24.3         	6.2      	0.1                 	0.0                   	-87.60282    	41.7636     	184.6
04:10.4     	00:23:25.5         	6.3      	0.0                 	0.0                   	-87.60282    	41.7636     	184.4
04:11.2     	00:23:26.3         	6.4      	-0.1                	0.1                   	-87.60282    	41.7636     	184.1
04:12.1     	00:23:27.2         	6.8      	-0.1                	0.2                   	-87.60282    	41.7636     	183.5
04:13.2     	00:23:28.3         	7.1      	-0.1                	0.0                   	-87.60282    	41.7636     	183.1
04:14.1     	00:23:29.2         	7.2      	-0.1                	0.1                   	-87.60282    	41.7636     	182.9
04:15.2     	00:23:30.3         	7.3      	0.1                 	0.0                   	-87.60282    	41.7636     	182.8
04:16.1     	00:23:31.2         	7.4      	-0.1                	0.0                   	-87.60282    	41.7636     	182.6
04:17.3     	00:23:32.3         	7.7      	0.0                 	0.0                   	-87.60282    	41.7636     	182.3
04:18.2     	00:23:33.2         	7.9      	0.2                 	0.1                   	-87.60282    	41.7636     	182.1
04:19.3     	00:23:34.3         	7.7      	0.0                 	0.0                   	-87.60282    	41.7636     	182.2
04:20.2     	00:23:35.2         	7.6      	0.1                 	0.0                   	-87.60281    	41.7636     	182.2
04:21.3     	00:23:36.3         	7.6      	0.0                 	0.3                   	-87.60281    	41.7636     	182.2
04:22.2     	00:23:37.2         	7.6      	0.0                 	0.1                   	-87.60281    	41.7636     	182.1
04:23.3     	00:23:38.4         	7.7      	-0.1                	0.1                   	-87.60281    	41.7636     	181.9
04:24.2     	00:23:39.3         	7.6      	0.3                 	0.2                   	-87.60281    	41.7636     	181.9
04:25.3     	00:23:40.4         	7.4      	0.2                 	0.2                   	-87.60281    	41.7636     	182.1
04:26.2     	00:23:41.3         	7.3      	0.3                 	0.2                   	-87.60280    	41.7636     	182.2
04:27.1     	00:23:42.2         	7.4      	0.0                 	0.2                   	-87.60280    	41.7636     	182.0
04:28.2     	00:23:43.3         	7.7      	0.1                 	0.0                   	-87.60280    	41.7636     	181.7
04:29.2     	00:23:44.3         	7.6      	0.4                 	0.1                   	-87.60280    	41.7636     	181.7
04:30.2     	00:23:45.3         	7.4      	0.2                 	0.0                   	-87.60280    	41.7636     	181.9
04:31.3     	00:23:46.3         	7.5      	0.2                 	0.2                   	-87.60280    	41.7636     	181.9
04:32.3     	00:23:47.3         	7.5      	-0.1                	0.0                   	-87.60280    	41.7636     	181.9
04:33.3     	00:23:48.3         	7.8      	0.0                 	0.1                   	-87.60280    	41.7636     	181.6
04:34.3     	00:23:49.3         	8.4      	-0.3                	0.2                   	-87.60280    	41.7636     	180.9
04:35.3     	00:23:50.3         	8.6      	0.4                 	0.1                   	-87.60280    	41.7636     	180.7
04:36.3     	00:23:51.3         	8.9      	-0.1                	0.2                   	-87.60280    	41.7636     	180.4
04:37.2     	00:23:52.3         	8.9      	0.1                 	0.1                   	-87.60280    	41.7636     	180.4
04:38.3     	00:23:53.4         	8.8      	0.2                 	0.1                   	-87.60280    	41.7636     	180.5
04:39.2     	00:23:54.3         	8.9      	-0.1                	0.1                   	-87.60280    	41.7636     	180.3
04:40.1     	00:23:55.2         	8.7      	0.2                 	0.0                   	-87.60280    	41.7636     	180.6
04:41.2     	00:23:56.3         	8.7      	0.1                 	0.1                   	-87.60280    	41.7636     	180.6
04:42.1     	00:23:57.2         	8.7      	0.1                 	0.0                   	-87.60280    	41.7636     	180.6
04:43.2     	00:23:58.3         	8.8      	-0.2                	0.0                   	-87.60280    	41.7636     	180.5
04:44.1     	00:23:59.2         	8.8      	0.2                 	0.0                   	-87.60280    	41.7636     	180.5
04:45.3     	00:24:00.4         	8.8      	0.1                 	0.1                   	-87.60280    	41.7636     	180.4
04:46.2     	00:24:01.2         	9.3      	0.0                 	0.0                   	-87.60280    	41.7636     	180.0
04:47.4     	00:24:02.4         	9.3      	0.2                 	0.0                   	-87.60280    	41.7636     	179.9
04:48.2     	00:24:03.2         	9.8      	0.1                 	0.1                   	-87.60280    	41.7636     	179.4
04:49.4     	00:24:04.4         	10.1     	0.0                 	0.0                   	-87.60280    	41.7636     	179.1
04:50.2     	00:24:05.2         	10.4     	-0.1                	0.0                   	-87.60281    	41.7636     	178.9
04:51.4     	00:24:06.4         	10.6     	0.1                 	0.0                   	-87.60281    	41.7636     	178.7
04:52.2     	00:24:07.2         	10.5     	0.0                 	0.0                   	-87.60281    	41.7636     	178.8
04:53.4     	00:24:08.5         	10.5     	0.2                 	0.1                   	-87.60281    	41.7636     	178.8
04:54.2     	00:24:09.3         	10.3     	0.2                 	0.0                   	-87.60281    	41.7636     	179.1
04:55.1     	00:24:10.2         	10.1     	0.2                 	0.1                   	-87.60281    	41.7636     	179.4
04:56.2     	00:24:11.3         	9.9      	0.0                 	0.1                   	-87.60282    	41.7636     	179.9
04:57.1     	00:24:12.2         	9.7      	0.1                 	0.0                   	-87.60282    	41.7636     	180.2
04:58.2     	00:24:13.3         	9.6      	0.1                 	0.0                   	-87.60282    	41.7636     	180.3
04:59.1     	00:24:14.2         	9.7      	-0.1                	0.1                   	-87.60282    	41.7636     	180.2
05:00.2     	00:24:15.3         	9.9      	-0.1                	0.1                   	-87.60282    	41.7636     	180.0
