Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00026.0  	  961.5       	  21.7	  79	   301    	  17.8  	 256.5	   ///./	  275.1	 344.4  	 1136.4 	 20.4    	   29.2    	  24.0    	 13.29       	  1680.1      	   3.4   	 063    	 ////./       	 ////./       	 ////./        	  -87.60320	  41.76324	   301.5
00027.0  	  961.1       	  21.6	  79	   305    	  17.7  	 256.4	   ///./	  275.5	 344.4  	 1136.0 	 20.3    	   29.2    	  24.0    	 13.28       	  1681.1      	   3.4   	 063    	 ////./       	 ////./       	 ////./        	  -87.60324	  41.76323	   304.9
00028.0  	  960.7       	  21.6	  79	   308    	  17.7  	 256.3	   ///./	  276.0	 344.4  	 1135.7 	 20.3    	   29.2    	  23.9    	 13.26       	  1682.1      	   3.5   	 063    	 ////./       	 ////./       	 ////./        	  -87.60328	  41.76322	   308.4
00029.0  	  960.3       	  21.6	  79	   312    	  17.7  	 256.2	   ///./	  276.5	 344.3  	 1135.4 	 20.3    	   29.2    	  23.9    	 13.25       	  1683.1      	   3.5   	 063    	 ////./       	 ////./       	 ////./        	  -87.60332	  41.76320	   311.8
00030.0  	  959.9       	  21.5	  79	   315    	  17.7  	 256.2	   ///./	  277.0	 344.3  	 1135.0 	 20.3    	   29.2    	  23.9    	 13.23       	  1684.1      	   3.5   	 064    	 ////./       	 ////./       	 ////./        	  -87.60336	  41.76319	   315.2
00031.0  	  959.4       	  21.5	  79	   319    	  17.7  	 256.1	   ///./	  277.4	 344.3  	 1134.7 	 20.2    	   29.2    	  23.8    	 13.22       	  1685.1      	   3.5   	 064    	 ////./       	 ////./       	 ////./        	  -87.60340	  41.76318	   318.8
00032.0  	  959.0       	  21.4	  79	   323    	  17.6  	 256.0	   ///./	  278.0	 344.3  	 1134.3 	 20.2    	   29.2    	  23.8    	 13.20       	  1686.1      	   3.6   	 065    	 ////./       	 ////./       	 ////./        	  -87.60344	  41.76317	   323.0
00033.0  	  958.5       	  21.4	  79	   327    	  17.6  	 255.9	   ///./	  278.6	 344.2  	 1133.8 	 20.2    	   29.2    	  23.8    	 13.18       	  1687.1      	   3.6   	 065    	 ////./       	 ////./       	 ////./        	  -87.60348	  41.76315	   327.2
00034.0  	  958.1       	  21.4	  78	   331    	  17.5  	 255.8	   ///./	  279.1	 344.2  	 1133.4 	 20.0    	   29.2    	  23.7    	 13.11       	  1688.1      	   3.6   	 066    	 ////./       	 ////./       	 ////./        	  -87.60352	  41.76314	   331.4
00035.0  	  957.6       	  21.4	  78	   335    	  17.4  	 255.7	   ///./	  279.6	 344.2  	 1132.9 	 19.9    	   29.3    	  23.7    	 13.04       	  1689.1      	   3.6   	 066    	 ////./       	 ////./       	 ////./        	  -87.60356	  41.76313	   335.6
00036.0  	  957.2       	  21.4	  78	   340    	  17.3  	 255.5	   ///./	  280.2	 344.2  	 1132.4 	 19.8    	   29.3    	  23.7    	 12.96       	  1690.1      	   3.6   	 066    	 ////./       	 ////./       	 ////./        	  -87.60360	  41.76312	   339.8
00037.0  	  956.7       	  21.4	  77	   344    	  17.2  	 255.4	   ///./	  280.7	 344.2  	 1131.9 	 19.7    	   29.3    	  23.6    	 12.89       	  1691.1      	   3.7   	 067    	 ////./       	 ////./       	 ////./        	  -87.60364	  41.76310	   344.2
00038.0  	  956.2       	  21.3	  77	   349    	  17.1  	 255.3	   ///./	  281.3	 344.2  	 1131.4 	 19.6    	   29.3    	  23.6    	 12.82       	  1692.1      	   3.7   	 067    	 ////./       	 ////./       	 ////./        	  -87.60368	  41.76309	   348.7
00039.0  	  955.7       	  21.3	  76	   353    	  17.0  	 255.1	   ///./	  281.9	 344.2  	 1130.8 	 19.4    	   29.4    	  23.6    	 12.74       	  1693.1      	   3.7   	 068    	 ////./       	 ////./       	 ////./        	  -87.60372	  41.76308	   353.1
00040.0  	  955.2       	  21.3	  76	   357    	  16.9  	 255.0	   ///./	  282.4	 344.2  	 1130.3 	 19.3    	   29.4    	  23.6    	 12.67       	  1694.1      	   3.7   	 068    	 ////./       	 ////./       	 ////./        	  -87.60376	  41.76306	   357.6
00041.0  	  954.8       	  21.3	  76	   362    	  16.8  	 254.9	   ///./	  283.0	 344.2  	 1129.8 	 19.2    	   29.4    	  23.5    	 12.60       	  1695.1      	   3.7   	 069    	 ////./       	 ////./       	 ////./        	  -87.60380	  41.76305	   362.0
00042.0  	  954.3       	  21.3	  75	   366    	  16.7  	 254.7	   ///./	  283.5	 344.2  	 1129.3 	 19.1    	   29.5    	  23.5    	 12.53       	  1696.1      	   3.8   	 069    	 ////./       	 ////./       	 ////./        	  -87.60385	  41.76304	   366.3
00043.0  	  953.9       	  21.3	  75	   370    	  16.6  	 254.6	   ///./	  284.0	 344.2  	 1128.9 	 19.0    	   29.5    	  23.5    	 12.45       	  1697.1      	   3.8   	 070    	 ////./       	 ////./       	 ////./        	  -87.60389	  41.76303	   370.0
00044.0  	  953.5       	  21.3	  74	   374    	  16.5  	 254.5	   ///./	  284.5	 344.2  	 1128.4 	 18.8    	   29.5    	  23.5    	 12.38       	  1698.1      	   3.8   	 070    	 ////./       	 ////./       	 ////./        	  -87.60393	  41.76301	   373.8
00045.0  	  953.1       	  21.2	  74	   377    	  16.4  	 254.4	   ///./	  285.0	 344.1  	 1128.0 	 18.7    	   29.5    	  23.4    	 12.31       	  1699.1      	   3.8   	 070    	 ////./       	 ////./       	 ////./        	  -87.60397	  41.76300	   377.5
00046.0  	  952.6       	  21.2	  74	   381    	  16.3  	 254.3	   ///./	  285.4	 344.1  	 1127.6 	 18.6    	   29.5    	  23.4    	 12.23       	  1700.1      	   3.8   	 070    	 ////./       	 ////./       	 ////./        	  -87.60401	  41.76298	   381.2
00047.0  	  952.2       	  21.3	  73	   385    	  16.2  	 254.1	   ///./	  285.8	 344.2  	 1127.0 	 18.4    	   29.6    	  23.4    	 12.11       	  1701.1      	   3.8   	 070    	 ////./       	 ////./       	 ////./        	  -87.60404	  41.76296	   384.9
00048.0  	  951.8       	  21.3	  72	   388    	  16.0  	 254.0	   ///./	  286.2	 344.2  	 1126.4 	 18.2    	   29.7    	  23.4    	 11.95       	  1702.1      	   3.9   	 069    	 ////./       	 ////./       	 ////./        	  -87.60408	  41.76295	   388.6
00049.0  	  951.5       	  21.3	  71	   392    	  15.7  	 253.8	   ///./	  286.6	 344.2  	 1125.9 	 17.9    	   29.7    	  23.4    	 11.80       	  1703.1      	   3.9   	 069    	 ////./       	 ////./       	 ////./        	  -87.60412	  41.76293	   392.0
00050.0  	  951.1       	  21.3	  70	   395    	  15.5  	 253.6	   ///./	  287.0	 344.2  	 1125.3 	 17.7    	   29.8    	  23.4    	 11.64       	  1704.1      	   3.9   	 069    	 ////./       	 ////./       	 ////./        	  -87.60416	  41.76291	   395.4
00051.0  	  950.7       	  21.4	  68	   399    	  15.3  	 253.4	   ///./	  287.3	 344.2  	 1124.8 	 17.4    	   29.9    	  23.4    	 11.49       	  1705.1      	   3.9   	 068    	 ////./       	 ////./       	 ////./        	  -87.60420	  41.76289	   398.8
00052.0  	  950.4       	  21.4	  67	   402    	  15.1  	 253.3	   ///./	  287.7	 344.2  	 1124.3 	 17.2    	   29.9    	  23.4    	 11.33       	  1706.1      	   3.9   	 068    	 ////./       	 ////./       	 ////./        	  -87.60424	  41.76288	   402.2
00053.0  	  950.0       	  21.4	  66	   405    	  14.9  	 253.1	   ///./	  288.1	 344.2  	 1123.7 	 16.9    	   30.0    	  23.4    	 11.17       	  1707.1      	   3.9   	 067    	 ////./       	 ////./       	 ////./        	  -87.60428	  41.76286	   405.6
00054.0  	  949.6       	  21.4	  65	   409    	  14.7  	 252.9	   ///./	  288.4	 344.3  	 1123.2 	 16.7    	   30.0    	  23.4    	 11.01       	  1708.1      	   3.9   	 067    	 ////./       	 ////./       	 ////./        	  -87.60432	  41.76284	   408.8
00055.0  	  949.3       	  21.5	  64	   412    	  14.4  	 252.8	   ///./	  288.8	 344.3  	 1122.7 	 16.5    	   30.1    	  23.4    	 10.85       	  1709.1      	   3.9   	 067    	 ////./       	 ////./       	 ////./        	  -87.60436	  41.76282	   412.1
00056.0  	  948.9       	  21.5	  63	   415    	  14.2  	 252.6	   ///./	  289.1	 344.3  	 1122.1 	 16.2    	   30.2    	  23.4    	 10.69       	  1710.1      	   3.9   	 066    	 ////./       	 ////./       	 ////./        	  -87.60439	  41.76281	   415.3
00057.0  	  948.5       	  21.5	  62	   418    	  14.0  	 252.5	   ///./	  289.5	 344.3  	 1121.6 	 16.0    	   30.2    	  23.4    	 10.53       	  1711.1      	   3.9   	 066    	 ////./       	 ////./       	 ////./        	  -87.60443	  41.76279	   418.5
00058.0  	  948.2       	  21.5	  61	   422    	  13.7  	 252.3	   ///./	  289.8	 344.3  	 1121.1 	 15.7    	   30.3    	  23.4    	 10.37       	  1712.1      	   3.9   	 066    	 ////./       	 ////./       	 ////./        	  -87.60447	  41.76277	   421.7
00059.0  	  947.8       	  21.6	  60	   425    	  13.5  	 252.1	   ///./	  290.1	 344.3  	 1120.6 	 15.5    	   30.3    	  23.4    	 10.21       	  1713.1      	   4.0   	 065    	 ////./       	 ////./       	 ////./        	  -87.60451	  41.76276	   425.0
00060.0  	  947.5       	  21.6	  59	   428    	  13.3  	 252.0	   ///./	  290.5	 344.4  	 1120.1 	 15.2    	   30.4    	  23.4    	 10.07       	  1714.1      	   4.0   	 065    	 ////./       	 ////./       	 ////./        	  -87.60455	  41.76274	   428.4
00061.0  	  947.1       	  21.6	  59	   432    	  13.2  	 251.9	   ///./	  290.9	 344.4  	 1119.6 	 15.2    	   30.4    	  23.4    	 10.02       	  1715.1      	   4.0   	 065    	 ////./       	 ////./       	 ////./        	  -87.60459	  41.76272	   431.7
00062.0  	  946.7       	  21.6	  58	   435    	  13.1  	 251.8	   ///./	  291.4	 344.4  	 1119.2 	 15.1    	   30.5    	  23.4    	  9.96       	  1716.1      	   4.0   	 064    	 ////./       	 ////./       	 ////./        	  -87.60463	  41.76270	   435.1
00063.0  	  946.4       	  21.6	  58	   438    	  13.0  	 251.6	   ///./	  291.8	 344.4  	 1118.7 	 15.0    	   30.5    	  23.4    	  9.91       	  1717.1      	   4.0   	 064    	 ////./       	 ////./       	 ////./        	  -87.60467	  41.76269	   438.5
00064.0  	  946.0       	  21.6	  58	   442    	  12.9  	 251.5	   ///./	  292.2	 344.4  	 1118.3 	 14.9    	   30.5    	  23.4    	  9.85       	  1718.1      	   4.0   	 064    	 ////./       	 ////./       	 ////./        	  -87.60471	  41.76267	   441.9
00065.0  	  945.6       	  21.6	  57	   445    	  12.8  	 251.4	   ///./	  292.6	 344.4  	 1117.8 	 14.8    	   30.6    	  23.3    	  9.80       	  1719.1      	   4.0   	 063    	 ////./       	 ////./       	 ////./        	  -87.60474	  41.76265	   445.4
00066.0  	  945.2       	  21.6	  57	   449    	  12.7  	 251.3	   ///./	  293.1	 344.4  	 1117.4 	 14.7    	   30.6    	  23.3    	  9.75       	  1720.1      	   4.0   	 063    	 ////./       	 ////./       	 ////./        	  -87.60478	  41.76263	   449.0
00067.0  	  944.8       	  21.6	  57	   452    	  12.6  	 251.2	   ///./	  293.5	 344.4  	 1116.9 	 14.6    	   30.7    	  23.3    	  9.69       	  1721.1      	   4.0   	 062    	 ////./       	 ////./       	 ////./        	  -87.60482	  41.76262	   452.6
00068.0  	  944.4       	  21.6	  56	   456    	  12.5  	 251.1	   ///./	  294.0	 344.4  	 1116.4 	 14.6    	   30.7    	  23.3    	  9.64       	  1722.1      	   3.9   	 061    	 ////./       	 ////./       	 ////./        	  -87.60486	  41.76260	   456.2
00069.0  	  944.1       	  21.6	  56	   460    	  12.4  	 250.9	   ///./	  294.4	 344.4  	 1115.9 	 14.5    	   30.7    	  23.3    	  9.58       	  1723.1      	   3.9   	 060    	 ////./       	 ////./       	 ////./        	  -87.60490	  41.76258	   459.8
00070.0  	  943.7       	  21.6	  56	   463    	  12.4  	 250.8	   ///./	  294.9	 344.4  	 1115.5 	 14.4    	   30.8    	  23.3    	  9.53       	  1724.1      	   3.9   	 060    	 ////./       	 ////./       	 ////./        	  -87.60494	  41.76256	   463.5
00071.0  	  943.3       	  21.6	  55	   467    	  12.3  	 250.7	   ///./	  295.3	 344.4  	 1115.0 	 14.3    	   30.8    	  23.3    	  9.48       	  1725.1      	   3.8   	 059    	 ////./       	 ////./       	 ////./        	  -87.60498	  41.76255	   467.1
00072.0  	  942.9       	  21.6	  55	   471    	  12.2  	 250.6	   ///./	  295.8	 344.4  	 1114.5 	 14.2    	   30.8    	  23.3    	  9.42       	  1726.1      	   3.8   	 058    	 ////./       	 ////./       	 ////./        	  -87.60502	  41.76253	   470.7
00073.0  	  942.5       	  21.6	  55	   474    	  12.1  	 250.4	   ///./	  296.2	 344.4  	 1114.0 	 14.1    	   30.9    	  23.3    	  9.37       	  1727.1      	   3.8   	 057    	 ////./       	 ////./       	 ////./        	  -87.60506	  41.76251	   474.3
00074.0  	  942.1       	  21.6	  54	   478    	  12.0  	 250.4	   ///./	  296.7	 344.4  	 1113.6 	 14.1    	   30.9    	  23.3    	  9.34       	  1728.1      	   3.8   	 056    	 ////./       	 ////./       	 ////./        	  -87.60509	  41.76249	   477.9
00075.0  	  941.7       	  21.6	  54	   481    	  12.0  	 250.3	   ///./	  297.2	 344.4  	 1113.2 	 14.0    	   30.9    	  23.3    	  9.33       	  1729.1      	   3.8   	 055    	 ////./       	 ////./       	 ////./        	  -87.60513	  41.76248	   481.6
00076.0  	  941.3       	  21.6	  54	   485    	  12.0  	 250.2	   ///./	  297.6	 344.3  	 1112.8 	 14.0    	   30.9    	  23.2    	  9.32       	  1730.1      	   3.7   	 055    	 ////./       	 ////./       	 ////./        	  -87.60516	  41.76245	   485.2
00077.0  	  940.9       	  21.6	  54	   489    	  11.9  	 250.1	   ///./	  298.1	 344.3  	 1112.4 	 14.0    	   31.0    	  23.2    	  9.30       	  1731.1      	   3.7   	 054    	 ////./       	 ////./       	 ////./        	  -87.60518	  41.76243	   488.8
00078.0  	  940.5       	  21.6	  54	   492    	  11.9  	 250.0	   ///./	  298.6	 344.3  	 1112.0 	 14.0    	   31.0    	  23.2    	  9.29       	  1732.1      	   3.7   	 053    	 ////./       	 ////./       	 ////./        	  -87.60521	  41.76241	   492.4
00079.0  	  940.1       	  21.5	  54	   496    	  11.9  	 249.9	   ///./	  299.1	 344.3  	 1111.6 	 13.9    	   31.0    	  23.2    	  9.27       	  1733.1      	   3.6   	 052    	 ////./       	 ////./       	 ////./        	  -87.60524	  41.76239	   496.1
00080.0  	  939.8       	  21.5	  54	   500    	  11.9  	 249.8	   ///./	  299.5	 344.3  	 1111.2 	 13.9    	   31.0    	  23.2    	  9.26       	  1734.1      	   3.6   	 051    	 ////./       	 ////./       	 ////./        	  -87.60526	  41.76237	   499.7
00081.0  	  939.4       	  21.5	  54	   503    	  11.8  	 249.7	   ///./	  300.0	 344.3  	 1110.8 	 13.9    	   31.0    	  23.2    	  9.24       	  1735.1      	   3.6   	 050    	 ////./       	 ////./       	 ////./        	  -87.60529	  41.76235	   503.3
00082.0  	  939.0       	  21.5	  54	   506    	  11.8  	 249.6	   ///./	  300.5	 344.3  	 1110.5 	 13.9    	   31.1    	  23.1    	  9.23       	  1736.1      	   3.5   	 049    	 ////./       	 ////./       	 ////./        	  -87.60532	  41.76233	   506.6
00083.0  	  938.7       	  21.5	  54	   510    	  11.8  	 249.5	   ///./	  300.9	 344.3  	 1110.1 	 13.8    	   31.1    	  23.1    	  9.22       	  1737.1      	   3.5   	 048    	 ////./       	 ////./       	 ////./        	  -87.60534	  41.76231	   509.8
00084.0  	  938.3       	  21.5	  54	   513    	  11.7  	 249.5	   ///./	  301.3	 344.3  	 1109.7 	 13.8    	   31.1    	  23.1    	  9.20       	  1738.1      	   3.5   	 047    	 ////./       	 ////./       	 ////./        	  -87.60537	  41.76229	   513.0
00085.0  	  937.9       	  21.4	  54	   516    	  11.7  	 249.4	   ///./	  301.7	 344.3  	 1109.3 	 13.8    	   31.1    	  23.1    	  9.19       	  1739.1      	   3.5   	 046    	 ////./       	 ////./       	 ////./        	  -87.60540	  41.76227	   516.2
00086.0  	  937.6       	  21.4	  54	   519    	  11.7  	 249.3	   ///./	  302.1	 344.3  	 1109.0 	 13.7    	   31.1    	  23.1    	  9.17       	  1740.1      	   3.5   	 046    	 ////./       	 ////./       	 ////./        	  -87.60542	  41.76225	   519.4
00087.0  	  937.2       	  21.4	  54	   522    	  11.6  	 249.2	   ///./	  302.5	 344.3  	 1108.6 	 13.7    	   31.2    	  23.1    	  9.15       	  1741.1      	   3.5   	 046    	 ////./       	 ////./       	 ////./        	  -87.60545	  41.76223	   522.7
00088.0  	  936.9       	  21.4	  53	   526    	  11.6  	 249.1	   ///./	  303.0	 344.3  	 1108.2 	 13.7    	   31.2    	  23.0    	  9.12       	  1742.1      	   3.4   	 046    	 ////./       	 ////./       	 ////./        	  -87.60548	  41.76221	   525.9
00089.0  	  936.5       	  21.4	  53	   529    	  11.5  	 249.0	   ///./	  303.4	 344.2  	 1107.8 	 13.6    	   31.2    	  23.0    	  9.08       	  1743.1      	   3.4   	 046    	 ////./       	 ////./       	 ////./        	  -87.60550	  41.76219	   529.2
00090.0  	  936.2       	  21.4	  53	   532    	  11.4  	 248.9	   ///./	  303.8	 344.2  	 1107.4 	 13.5    	   31.2    	  23.0    	  9.04       	  1744.1      	   3.4   	 046    	 ////./       	 ////./       	 ////./        	  -87.60553	  41.76217	   532.5
00091.0  	  935.8       	  21.4	  53	   536    	  11.4  	 248.8	   ///./	  304.2	 344.2  	 1107.0 	 13.5    	   31.3    	  23.0    	  9.01       	  1745.1      	   3.4   	 046    	 ////./       	 ////./       	 ////./        	  -87.60556	  41.76215	   535.8
00092.0  	  935.5       	  21.4	  53	   539    	  11.3  	 248.7	   ///./	  304.6	 344.2  	 1106.6 	 13.4    	   31.3    	  23.0    	  8.97       	  1746.1      	   3.4   	 046    	 ////./       	 ////./       	 ////./        	  -87.60558	  41.76213	   539.1
00093.0  	  935.2       	  21.4	  52	   542    	  11.2  	 248.6	   ///./	  305.0	 344.2  	 1106.2 	 13.4    	   31.3    	  23.0    	  8.94       	  1747.1      	   3.3   	 046    	 ////./       	 ////./       	 ////./        	  -87.60561	  41.76211	   542.2
00094.0  	  934.8       	  21.4	  52	   545    	  11.2  	 248.5	   ///./	  305.4	 344.2  	 1105.9 	 13.3    	   31.4    	  23.0    	  8.90       	  1748.1      	   3.3   	 046    	 ////./       	 ////./       	 ////./        	  -87.60563	  41.76209	   545.4
00095.0  	  934.5       	  21.4	  52	   548    	  11.1  	 248.4	   ///./	  305.8	 344.2  	 1105.5 	 13.2    	   31.4    	  23.0    	  8.87       	  1749.1      	   3.3   	 046    	 ////./       	 ////./       	 ////./        	  -87.60566	  41.76207	   548.5
00096.0  	  934.1       	  21.4	  52	   551    	  11.1  	 248.3	   ///./	  306.2	 344.2  	 1105.1 	 13.2    	   31.4    	  23.0    	  8.83       	  1750.1      	   3.3   	 046    	 ////./       	 ////./       	 ////./        	  -87.60569	  41.76204	   551.6
00097.0  	  933.8       	  21.4	  52	   554    	  11.0  	 248.2	   ///./	  306.6	 344.2  	 1104.7 	 13.1    	   31.4    	  22.9    	  8.79       	  1751.1      	   3.3   	 046    	 ////./       	 ////./       	 ////./        	  -87.60571	  41.76202	   554.7
00098.0  	  933.4       	  21.4	  51	   558    	  10.9  	 248.1	   ///./	  307.0	 344.2  	 1104.3 	 13.1    	   31.5    	  22.9    	  8.76       	  1752.1      	   3.2   	 046    	 ////./       	 ////./       	 ////./        	  -87.60574	  41.76200	   557.8
00099.0  	  933.1       	  21.4	  51	   561    	  10.9  	 248.0	   ///./	  307.4	 344.2  	 1103.9 	 13.0    	   31.5    	  22.9    	  8.72       	  1753.1      	   3.2   	 046    	 ////./       	 ////./       	 ////./        	  -87.60577	  41.76198	   561.2
