,Time[sec],Pressure[mbar],T[°C] ,U[%],Geo Pot[m],Dew [°C],RI    ,GRI     ,MRI    ,CL [m/s],D [g/m3],VP [mbar],Pot Te [°C],Vi Te [°C],Spec U [g/kg],UTC Time [sec],Wsp [m/s],Wdir [°],N/S Wind [m/s],E/W Wind [m/s],Vert Wind [m/s],Lon [°]    ,Lat [°]   ,Geometric Height [m]
10,10.0,976.5,22.4,75,166,17.8,259.6,   ///./,256.9,344.8,1151.2,20.4,28.6,24.7,13.07,1664.1,2.8,61, ////./       , ////./       , ////./        ,-87.60275,41.76344,165.9
11,11.0,974.6,22.4,75,182,17.8,259.2,   ///./,259.1,344.8,1149.2,20.4,28.7,24.7,13.11,1665.1,2.8,61, ////./       , ////./       , ////./        ,-87.60275,41.76343,182.5
12,12.0,972.8,22.3,76,199,17.8,258.7,   ///./,261.3,344.8,1147.2,20.4,28.8,24.6,13.15,1666.1,2.8,62, ////./       , ////./       , ////./        ,-87.60275,41.76342,199.1
13,13.0,971.5,22.2,76,216,17.8,258.5,   ///./,263.6,344.7,1146.0,20.4,28.9,24.6,13.19,1667.1,2.8,63, ////./       , ////./       , ////./        ,-87.60274,41.76341,215.7
14,14.0,970.3,22.2,76,232,17.8,258.2,   ///./,265.9,344.7,1144.7,20.5,29.0,24.5,13.22,1668.1,2.8,63, ////./       , ////./       , ////./        ,-87.60274,41.7634,232.3
15,15.0,969.0,22.1,77,249,17.9,257.9,   ///./,268.3,344.7,1143.4,20.5,29.0,24.5,13.25,1669.1,2.8,64, ////./       , ////./       , ////./        ,-87.60275,41.76338,248.8
16,16.0,967.8,22.1,77,257,17.9,257.7,   ///./,269.3,344.6,1142.1,20.5,29.1,24.5,13.29,1670.1,2.9,64, ////./       , ////./       , ////./        ,-87.60279,41.76337,257.3
17,17.0,966.5,22.0,77,262,17.9,257.4,   ///./,269.8,344.6,1140.8,20.5,29.1,24.4,13.32,1671.1,2.9,64, ////./       , ////./       , ////./        ,-87.60283,41.76336,262.1
18,18.0,965.2,22.0,78,267,17.9,257.1,   ///./,270.3,344.6,1139.6,20.6,29.2,24.4,13.35,1672.1,3.0,64, ////./       , ////./       , ////./        ,-87.60287,41.76334,266.9
19,19.0,964.8,21.9,78,272,17.9,257.1,   ///./,271.0,344.5,1139.2,20.6,29.2,24.3,13.37,1673.1,3.0,63, ////./       , ////./       , ////./        ,-87.60291,41.76333,271.8
20,20.0,964.3,21.9,78,276,17.9,257.0,   ///./,271.7,344.5,1138.8,20.6,29.2,24.3,13.38,1674.1,3.1,63, ////./       , ////./       , ////./        ,-87.60295,41.76332,276.5
21,21.0,963.8,21.8,78,281,17.9,256.9,   ///./,272.2,344.5,1138.3,20.5,29.2,24.2,13.36,1675.1,3.1,63, ////./       , ////./       , ////./        ,-87.60299,41.76331,280.8
22,22.0,963.3,21.8,78,285,17.9,256.8,   ///./,272.8,344.5,1137.9,20.5,29.2,24.2,13.35,1676.1,3.2,63, ////./       , ////./       , ////./        ,-87.60303,41.76329,285.0
23,23.0,962.8,21.8,78,289,17.8,256.7,   ///./,273.4,344.5,1137.5,20.5,29.2,24.1,13.33,1677.1,3.2,63, ////./       , ////./       , ////./        ,-87.60307,41.76328,289.3
24,24.0,962.3,21.7,78,293,17.8,256.6,   ///./,274.0,344.4,1137.0,20.4,29.2,24.1,13.32,1678.1,3.3,63, ////./       , ////./       , ////./        ,-87.60311,41.76327,293.6
25,25.0,961.9,21.7,78,298,17.8,256.5,   ///./,274.6,344.4,1136.7,20.4,29.2,24.1,13.31,1679.1,3.3,63, ////./       , ////./       , ////./        ,-87.60315,41.76326,297.8
26,26.0,961.5,21.7,79,301,17.8,256.5,   ///./,275.1,344.4,1136.4,20.4,29.2,24.0,13.29,1680.1,3.4,63, ////./       , ////./       , ////./        ,-87.6032,41.76324,301.5
27,27.0,961.1,21.6,79,305,17.7,256.4,   ///./,275.5,344.4,1136.0,20.3,29.2,24.0,13.28,1681.1,3.4,63, ////./       , ////./       , ////./        ,-87.60324,41.76323,304.9
28,28.0,960.7,21.6,79,308,17.7,256.3,   ///./,276.0,344.4,1135.7,20.3,29.2,23.9,13.26,1682.1,3.5,63, ////./       , ////./       , ////./        ,-87.60328,41.76322,308.4
29,29.0,960.3,21.6,79,312,17.7,256.2,   ///./,276.5,344.3,1135.4,20.3,29.2,23.9,13.25,1683.1,3.5,63, ////./       , ////./       , ////./        ,-87.60332,41.7632,311.8
30,30.0,959.9,21.5,79,315,17.7,256.2,   ///./,277.0,344.3,1135.0,20.3,29.2,23.9,13.23,1684.1,3.5,64, ////./       , ////./       , ////./        ,-87.60336,41.76319,315.2
31,31.0,959.4,21.5,79,319,17.7,256.1,   ///./,277.4,344.3,1134.7,20.2,29.2,23.8,13.22,1685.1,3.5,64, ////./       , ////./       , ////./        ,-87.6034,41.76318,318.8
32,32.0,959.0,21.4,79,323,17.6,256.0,   ///./,278.0,344.3,1134.3,20.2,29.2,23.8,13.2,1686.1,3.6,65, ////./       , ////./       , ////./        ,-87.60344,41.76317,323.0
33,33.0,958.5,21.4,79,327,17.6,255.9,   ///./,278.6,344.2,1133.8,20.2,29.2,23.8,13.18,1687.1,3.6,65, ////./       , ////./       , ////./        ,-87.60348,41.76315,327.2
34,34.0,958.1,21.4,78,331,17.5,255.8,   ///./,279.1,344.2,1133.4,20.0,29.2,23.7,13.11,1688.1,3.6,66, ////./       , ////./       , ////./        ,-87.60352,41.76314,331.4
35,35.0,957.6,21.4,78,335,17.4,255.7,   ///./,279.6,344.2,1132.9,19.9,29.3,23.7,13.04,1689.1,3.6,66, ////./       , ////./       , ////./        ,-87.60356,41.76313,335.6
36,36.0,957.2,21.4,78,340,17.3,255.5,   ///./,280.2,344.2,1132.4,19.8,29.3,23.7,12.96,1690.1,3.6,66, ////./       , ////./       , ////./        ,-87.6036,41.76312,339.8
37,37.0,956.7,21.4,77,344,17.2,255.4,   ///./,280.7,344.2,1131.9,19.7,29.3,23.6,12.89,1691.1,3.7,67, ////./       , ////./       , ////./        ,-87.60364,41.7631,344.2
38,38.0,956.2,21.3,77,349,17.1,255.3,   ///./,281.3,344.2,1131.4,19.6,29.3,23.6,12.82,1692.1,3.7,67, ////./       , ////./       , ////./        ,-87.60368,41.76309,348.7
39,39.0,955.7,21.3,76,353,17.0,255.1,   ///./,281.9,344.2,1130.8,19.4,29.4,23.6,12.74,1693.1,3.7,68, ////./       , ////./       , ////./        ,-87.60372,41.76308,353.1
40,40.0,955.2,21.3,76,357,16.9,255.0,   ///./,282.4,344.2,1130.3,19.3,29.4,23.6,12.67,1694.1,3.7,68, ////./       , ////./       , ////./        ,-87.60376,41.76306,357.6
41,41.0,954.8,21.3,76,362,16.8,254.9,   ///./,283.0,344.2,1129.8,19.2,29.4,23.5,12.6,1695.1,3.7,69, ////./       , ////./       , ////./        ,-87.6038,41.76305,362.0
42,42.0,954.3,21.3,75,366,16.7,254.7,   ///./,283.5,344.2,1129.3,19.1,29.5,23.5,12.53,1696.1,3.8,69, ////./       , ////./       , ////./        ,-87.60385,41.76304,366.3
43,43.0,953.9,21.3,75,370,16.6,254.6,   ///./,284.0,344.2,1128.9,19.0,29.5,23.5,12.45,1697.1,3.8,70, ////./       , ////./       , ////./        ,-87.60389,41.76303,370.0
44,44.0,953.5,21.3,74,374,16.5,254.5,   ///./,284.5,344.2,1128.4,18.8,29.5,23.5,12.38,1698.1,3.8,70, ////./       , ////./       , ////./        ,-87.60393,41.76301,373.8
45,45.0,953.1,21.2,74,377,16.4,254.4,   ///./,285.0,344.1,1128.0,18.7,29.5,23.4,12.31,1699.1,3.8,70, ////./       , ////./       , ////./        ,-87.60397,41.763,377.5
46,46.0,952.6,21.2,74,381,16.3,254.3,   ///./,285.4,344.1,1127.6,18.6,29.5,23.4,12.23,1700.1,3.8,70, ////./       , ////./       , ////./        ,-87.60401,41.76298,381.2
47,47.0,952.2,21.3,73,385,16.2,254.1,   ///./,285.8,344.2,1127.0,18.4,29.6,23.4,12.11,1701.1,3.8,70, ////./       , ////./       , ////./        ,-87.60404,41.76296,384.9
48,48.0,951.8,21.3,72,388,16.0,254.0,   ///./,286.2,344.2,1126.4,18.2,29.7,23.4,11.95,1702.1,3.9,69, ////./       , ////./       , ////./        ,-87.60408,41.76295,388.6
49,49.0,951.5,21.3,71,392,15.7,253.8,   ///./,286.6,344.2,1125.9,17.9,29.7,23.4,11.8,1703.1,3.9,69, ////./       , ////./       , ////./        ,-87.60412,41.76293,392.0
50,50.0,951.1,21.3,70,395,15.5,253.6,   ///./,287.0,344.2,1125.3,17.7,29.8,23.4,11.64,1704.1,3.9,69, ////./       , ////./       , ////./        ,-87.60416,41.76291,395.4
51,51.0,950.7,21.4,68,399,15.3,253.4,   ///./,287.3,344.2,1124.8,17.4,29.9,23.4,11.49,1705.1,3.9,68, ////./       , ////./       , ////./        ,-87.6042,41.76289,398.8
52,52.0,950.4,21.4,67,402,15.1,253.3,   ///./,287.7,344.2,1124.3,17.2,29.9,23.4,11.33,1706.1,3.9,68, ////./       , ////./       , ////./        ,-87.60424,41.76288,402.2
53,53.0,950.0,21.4,66,405,14.9,253.1,   ///./,288.1,344.2,1123.7,16.9,30.0,23.4,11.17,1707.1,3.9,67, ////./       , ////./       , ////./        ,-87.60428,41.76286,405.6
54,54.0,949.6,21.4,65,409,14.7,252.9,   ///./,288.4,344.3,1123.2,16.7,30.0,23.4,11.01,1708.1,3.9,67, ////./       , ////./       , ////./        ,-87.60432,41.76284,408.8
55,55.0,949.3,21.5,64,412,14.4,252.8,   ///./,288.8,344.3,1122.7,16.5,30.1,23.4,10.85,1709.1,3.9,67, ////./       , ////./       , ////./        ,-87.60436,41.76282,412.1
56,56.0,948.9,21.5,63,415,14.2,252.6,   ///./,289.1,344.3,1122.1,16.2,30.2,23.4,10.69,1710.1,3.9,66, ////./       , ////./       , ////./        ,-87.60439,41.76281,415.3
57,57.0,948.5,21.5,62,418,14.0,252.5,   ///./,289.5,344.3,1121.6,16.0,30.2,23.4,10.53,1711.1,3.9,66, ////./       , ////./       , ////./        ,-87.60443,41.76279,418.5
58,58.0,948.2,21.5,61,422,13.7,252.3,   ///./,289.8,344.3,1121.1,15.7,30.3,23.4,10.37,1712.1,3.9,66, ////./       , ////./       , ////./        ,-87.60447,41.76277,421.7
59,59.0,947.8,21.6,60,425,13.5,252.1,   ///./,290.1,344.3,1120.6,15.5,30.3,23.4,10.21,1713.1,4.0,65, ////./       , ////./       , ////./        ,-87.60451,41.76276,425.0
60,60.0,947.5,21.6,59,428,13.3,252.0,   ///./,290.5,344.4,1120.1,15.2,30.4,23.4,10.07,1714.1,4.0,65, ////./       , ////./       , ////./        ,-87.60455,41.76274,428.4
61,61.0,947.1,21.6,59,432,13.2,251.9,   ///./,290.9,344.4,1119.6,15.2,30.4,23.4,10.02,1715.1,4.0,65, ////./       , ////./       , ////./        ,-87.60459,41.76272,431.7
62,62.0,946.7,21.6,58,435,13.1,251.8,   ///./,291.4,344.4,1119.2,15.1,30.5,23.4,9.96,1716.1,4.0,64, ////./       , ////./       , ////./        ,-87.60463,41.7627,435.1
63,63.0,946.4,21.6,58,438,13.0,251.6,   ///./,291.8,344.4,1118.7,15.0,30.5,23.4,9.91,1717.1,4.0,64, ////./       , ////./       , ////./        ,-87.60467,41.76269,438.5
64,64.0,946.0,21.6,58,442,12.9,251.5,   ///./,292.2,344.4,1118.3,14.9,30.5,23.4,9.85,1718.1,4.0,64, ////./       , ////./       , ////./        ,-87.60471,41.76267,441.9
65,65.0,945.6,21.6,57,445,12.8,251.4,   ///./,292.6,344.4,1117.8,14.8,30.6,23.3,9.8,1719.1,4.0,63, ////./       , ////./       , ////./        ,-87.60474,41.76265,445.4
66,66.0,945.2,21.6,57,449,12.7,251.3,   ///./,293.1,344.4,1117.4,14.7,30.6,23.3,9.75,1720.1,4.0,63, ////./       , ////./       , ////./        ,-87.60478,41.76263,449.0
67,67.0,944.8,21.6,57,452,12.6,251.2,   ///./,293.5,344.4,1116.9,14.6,30.7,23.3,9.69,1721.1,4.0,62, ////./       , ////./       , ////./        ,-87.60482,41.76262,452.6
68,68.0,944.4,21.6,56,456,12.5,251.1,   ///./,294.0,344.4,1116.4,14.6,30.7,23.3,9.64,1722.1,3.9,61, ////./       , ////./       , ////./        ,-87.60486,41.7626,456.2
69,69.0,944.1,21.6,56,460,12.4,250.9,   ///./,294.4,344.4,1115.9,14.5,30.7,23.3,9.58,1723.1,3.9,60, ////./       , ////./       , ////./        ,-87.6049,41.76258,459.8
70,70.0,943.7,21.6,56,463,12.4,250.8,   ///./,294.9,344.4,1115.5,14.4,30.8,23.3,9.53,1724.1,3.9,60, ////./       , ////./       , ////./        ,-87.60494,41.76256,463.5
71,71.0,943.3,21.6,55,467,12.3,250.7,   ///./,295.3,344.4,1115.0,14.3,30.8,23.3,9.48,1725.1,3.8,59, ////./       , ////./       , ////./        ,-87.60498,41.76255,467.1
72,72.0,942.9,21.6,55,471,12.2,250.6,   ///./,295.8,344.4,1114.5,14.2,30.8,23.3,9.42,1726.1,3.8,58, ////./       , ////./       , ////./        ,-87.60502,41.76253,470.7
73,73.0,942.5,21.6,55,474,12.1,250.4,   ///./,296.2,344.4,1114.0,14.1,30.9,23.3,9.37,1727.1,3.8,57, ////./       , ////./       , ////./        ,-87.60506,41.76251,474.3
74,74.0,942.1,21.6,54,478,12.0,250.4,   ///./,296.7,344.4,1113.6,14.1,30.9,23.3,9.34,1728.1,3.8,56, ////./       , ////./       , ////./        ,-87.60509,41.76249,477.9
75,75.0,941.7,21.6,54,481,12.0,250.3,   ///./,297.2,344.4,1113.2,14.0,30.9,23.3,9.33,1729.1,3.8,55, ////./       , ////./       , ////./        ,-87.60513,41.76248,481.6
76,76.0,941.3,21.6,54,485,12.0,250.2,   ///./,297.6,344.3,1112.8,14.0,30.9,23.2,9.32,1730.1,3.7,55, ////./       , ////./       , ////./        ,-87.60516,41.76245,485.2
77,77.0,940.9,21.6,54,489,11.9,250.1,   ///./,298.1,344.3,1112.4,14.0,31.0,23.2,9.3,1731.1,3.7,54, ////./       , ////./       , ////./        ,-87.60518,41.76243,488.8
78,78.0,940.5,21.6,54,492,11.9,250.0,   ///./,298.6,344.3,1112.0,14.0,31.0,23.2,9.29,1732.1,3.7,53, ////./       , ////./       , ////./        ,-87.60521,41.76241,492.4
79,79.0,940.1,21.5,54,496,11.9,249.9,   ///./,299.1,344.3,1111.6,13.9,31.0,23.2,9.27,1733.1,3.6,52, ////./       , ////./       , ////./        ,-87.60524,41.76239,496.1
80,80.0,939.8,21.5,54,500,11.9,249.8,   ///./,299.5,344.3,1111.2,13.9,31.0,23.2,9.26,1734.1,3.6,51, ////./       , ////./       , ////./        ,-87.60526,41.76237,499.7
81,81.0,939.4,21.5,54,503,11.8,249.7,   ///./,300.0,344.3,1110.8,13.9,31.0,23.2,9.24,1735.1,3.6,50, ////./       , ////./       , ////./        ,-87.60529,41.76235,503.3
82,82.0,939.0,21.5,54,506,11.8,249.6,   ///./,300.5,344.3,1110.5,13.9,31.1,23.1,9.23,1736.1,3.5,49, ////./       , ////./       , ////./        ,-87.60532,41.76233,506.6
83,83.0,938.7,21.5,54,510,11.8,249.5,   ///./,300.9,344.3,1110.1,13.8,31.1,23.1,9.22,1737.1,3.5,48, ////./       , ////./       , ////./        ,-87.60534,41.76231,509.8
84,84.0,938.3,21.5,54,513,11.7,249.5,   ///./,301.3,344.3,1109.7,13.8,31.1,23.1,9.2,1738.1,3.5,47, ////./       , ////./       , ////./        ,-87.60537,41.76229,513.0
85,85.0,937.9,21.4,54,516,11.7,249.4,   ///./,301.7,344.3,1109.3,13.8,31.1,23.1,9.19,1739.1,3.5,46, ////./       , ////./       , ////./        ,-87.6054,41.76227,516.2
86,86.0,937.6,21.4,54,519,11.7,249.3,   ///./,302.1,344.3,1109.0,13.7,31.1,23.1,9.17,1740.1,3.5,46, ////./       , ////./       , ////./        ,-87.60542,41.76225,519.4
87,87.0,937.2,21.4,54,522,11.6,249.2,   ///./,302.5,344.3,1108.6,13.7,31.2,23.1,9.15,1741.1,3.5,46, ////./       , ////./       , ////./        ,-87.60545,41.76223,522.7
88,88.0,936.9,21.4,53,526,11.6,249.1,   ///./,303.0,344.3,1108.2,13.7,31.2,23.0,9.12,1742.1,3.4,46, ////./       , ////./       , ////./        ,-87.60548,41.76221,525.9
89,89.0,936.5,21.4,53,529,11.5,249.0,   ///./,303.4,344.2,1107.8,13.6,31.2,23.0,9.08,1743.1,3.4,46, ////./       , ////./       , ////./        ,-87.6055,41.76219,529.2
90,90.0,936.2,21.4,53,532,11.4,248.9,   ///./,303.8,344.2,1107.4,13.5,31.2,23.0,9.04,1744.1,3.4,46, ////./       , ////./       , ////./        ,-87.60553,41.76217,532.5
91,91.0,935.8,21.4,53,536,11.4,248.8,   ///./,304.2,344.2,1107.0,13.5,31.3,23.0,9.01,1745.1,3.4,46, ////./       , ////./       , ////./        ,-87.60556,41.76215,535.8
92,92.0,935.5,21.4,53,539,11.3,248.7,   ///./,304.6,344.2,1106.6,13.4,31.3,23.0,8.97,1746.1,3.4,46, ////./       , ////./       , ////./        ,-87.60558,41.76213,539.1
93,93.0,935.2,21.4,52,542,11.2,248.6,   ///./,305.0,344.2,1106.2,13.4,31.3,23.0,8.94,1747.1,3.3,46, ////./       , ////./       , ////./        ,-87.60561,41.76211,542.2
94,94.0,934.8,21.4,52,545,11.2,248.5,   ///./,305.4,344.2,1105.9,13.3,31.4,23.0,8.9,1748.1,3.3,46, ////./       , ////./       , ////./        ,-87.60563,41.76209,545.4
95,95.0,934.5,21.4,52,548,11.1,248.4,   ///./,305.8,344.2,1105.5,13.2,31.4,23.0,8.87,1749.1,3.3,46, ////./       , ////./       , ////./        ,-87.60566,41.76207,548.5
96,96.0,934.1,21.4,52,551,11.1,248.3,   ///./,306.2,344.2,1105.1,13.2,31.4,23.0,8.83,1750.1,3.3,46, ////./       , ////./       , ////./        ,-87.60569,41.76204,551.6
97,97.0,933.8,21.4,52,554,11.0,248.2,   ///./,306.6,344.2,1104.7,13.1,31.4,22.9,8.79,1751.1,3.3,46, ////./       , ////./       , ////./        ,-87.60571,41.76202,554.7
98,98.0,933.4,21.4,51,558,10.9,248.1,   ///./,307.0,344.2,1104.3,13.1,31.5,22.9,8.76,1752.1,3.2,46, ////./       , ////./       , ////./        ,-87.60574,41.762,557.8
99,99.0,933.1,21.4,51,561,10.9,248.0,   ///./,307.4,344.2,1103.9,13.0,31.5,22.9,8.72,1753.1,3.2,46, ////./       , ////./       , ////./        ,-87.60577,41.76198,561.2
100,100.0,932.7,21.4,51,564,10.8,247.9,   ///./,307.9,344.2,1103.5,13.0,31.5,22.9,8.69,1754.1,3.2,46, ////./       , ////./       , ////./        ,-87.60579,41.76196,564.6
101,101.0,932.3,21.4,51,568,10.8,247.8,   ///./,308.3,344.2,1103.0,12.9,31.6,22.9,8.67,1755.1,3.2,46, ////./       , ////./       , ////./        ,-87.60582,41.76194,568.0
102,102.0,932.0,21.4,51,571,10.7,247.7,   ///./,308.7,344.2,1102.5,12.9,31.6,22.9,8.66,1756.1,3.2,46, ////./       , ////./       , ////./        ,-87.60585,41.76192,571.4
103,103.0,931.6,21.4,50,575,10.7,247.6,   ///./,309.1,344.2,1102.0,12.9,31.7,22.9,8.64,1757.1,3.1,46, ////./       , ////./       , ////./        ,-87.60587,41.7619,574.9
104,104.0,931.3,21.4,50,578,10.7,247.5,   ///./,309.6,344.3,1101.5,12.8,31.7,23.0,8.62,1758.1,3.1,46, ////./       , ////./       , ////./        ,-87.6059,41.76188,578.2
105,105.0,930.9,21.4,50,581,10.6,247.4,   ///./,309.9,344.3,1101.1,12.8,31.8,23.0,8.61,1759.1,3.1,46, ////./       , ////./       , ////./        ,-87.60593,41.76186,581.4
106,106.0,930.6,21.5,50,584,10.6,247.3,   ///./,310.3,344.3,1100.6,12.8,31.8,23.0,8.59,1760.1,3.1,45, ////./       , ////./       , ////./        ,-87.60595,41.76184,584.6
107,107.0,930.2,21.5,50,588,10.6,247.1,   ///./,310.7,344.3,1100.1,12.8,31.9,23.0,8.57,1761.1,3.1,44, ////./       , ////./       , ////./        ,-87.60596,41.76181,587.8
108,108.0,929.9,21.5,50,591,10.5,247.0,   ///./,311.1,344.3,1099.6,12.7,31.9,23.0,8.56,1762.1,3.0,43, ////./       , ////./       , ////./        ,-87.60598,41.76179,591.0
109,109.0,929.6,21.5,49,594,10.5,246.9,   ///./,311.5,344.3,1099.2,12.7,32.0,23.0,8.54,1763.1,3.0,42, ////./       , ////./       , ////./        ,-87.60599,41.76177,594.2
110,110.0,929.3,21.5,49,597,10.5,246.8,   ///./,311.9,344.3,1098.8,12.7,32.0,23.0,8.52,1764.1,3.0,41, ////./       , ////./       , ////./        ,-87.606,41.76174,597.2
111,111.0,928.9,21.5,49,600,10.4,246.7,   ///./,312.2,344.3,1098.4,12.6,32.1,23.1,8.51,1765.1,3.0,40, ////./       , ////./       , ////./        ,-87.60601,41.76172,600.0
112,112.0,928.6,21.6,49,603,10.4,246.6,   ///./,312.6,344.3,1097.9,12.6,32.1,23.1,8.49,1766.1,3.0,39, ////./       , ////./       , ////./        ,-87.60603,41.76169,602.9
113,113.0,928.3,21.6,49,606,10.3,246.5,   ///./,312.9,344.3,1097.5,12.6,32.1,23.1,8.47,1767.1,3.0,38, ////./       , ////./       , ////./        ,-87.60604,41.76167,605.8
114,114.0,928.0,21.6,49,608,10.4,246.4,   ///./,313.3,344.3,1097.2,12.6,32.2,23.1,8.48,1768.1,3.0,37, ////./       , ////./       , ////./        ,-87.60605,41.76164,608.6
115,115.0,927.7,21.5,49,612,10.4,246.4,   ///./,313.7,344.3,1096.8,12.6,32.2,23.1,8.52,1769.1,3.0,36, ////./       , ////./       , ////./        ,-87.60607,41.76162,611.8
116,116.0,927.3,21.5,49,615,10.5,246.3,   ///./,314.2,344.3,1096.5,12.7,32.2,23.0,8.56,1770.1,3.0,35, ////./       , ////./       , ////./        ,-87.60608,41.76159,615.0
117,117.0,927.0,21.5,50,618,10.5,246.3,   ///./,314.6,344.3,1096.2,12.8,32.2,23.0,8.6,1771.1,3.0,34, ////./       , ////./       , ////./        ,-87.60609,41.76157,618.3
118,118.0,926.6,21.5,50,621,10.6,246.2,   ///./,315.1,344.3,1095.9,12.8,32.2,23.0,8.64,1772.1,3.0,33, ////./       , ////./       , ////./        ,-87.6061,41.76155,621.6
119,119.0,926.3,21.4,50,625,10.7,246.1,   ///./,315.5,344.3,1095.5,12.9,32.2,23.0,8.68,1773.1,3.0,32, ////./       , ////./       , ////./        ,-87.60612,41.76152,624.9
120,120.0,925.9,21.4,51,628,10.7,246.1,   ///./,316.0,344.3,1095.2,12.9,32.2,23.0,8.72,1774.1,3.0,31, ////./       , ////./       , ////./        ,-87.60613,41.7615,628.2
121,121.0,925.5,21.4,51,631,10.8,246.0,   ///./,316.5,344.2,1094.9,13.0,32.2,23.0,8.77,1775.1,2.9,30, ////./       , ////./       , ////./        ,-87.60614,41.76147,631.7
122,122.0,925.2,21.4,51,635,10.9,246.0,   ///./,317.0,344.2,1094.5,13.0,32.2,22.9,8.81,1776.1,2.9,29, ////./       , ////./       , ////./        ,-87.60616,41.76145,635.2
123,123.0,924.8,21.4,51,639,10.9,245.9,   ///./,317.5,344.2,1094.1,13.1,32.3,22.9,8.85,1777.1,2.9,28, ////./       , ////./       , ////./        ,-87.60617,41.76142,638.8
124,124.0,924.4,21.3,52,642,11.0,245.8,   ///./,318.0,344.2,1093.8,13.1,32.3,22.9,8.89,1778.1,2.9,27, ////./       , ////./       , ////./        ,-87.60618,41.7614,642.3
125,125.0,924.0,21.3,52,646,11.1,245.8,   ///./,318.4,344.2,1093.4,13.2,32.3,22.9,8.93,1779.1,2.9,26, ////./       , ////./       , ////./        ,-87.60619,41.76137,645.8
126,126.0,923.7,21.3,52,649,11.1,245.7,   ///./,318.9,344.2,1093.1,13.2,32.3,22.9,8.97,1780.1,2.9,25, ////./       , ////./       , ////./        ,-87.60621,41.76135,649.3
127,127.0,923.3,21.3,53,652,11.2,245.6,   ///./,319.3,344.2,1092.8,13.3,32.3,22.9,9.01,1781.1,2.9,25, ////./       , ////./       , ////./        ,-87.60622,41.76133,652.4
128,128.0,923.0,21.2,53,655,11.4,245.6,   ///./,319.8,344.1,1092.5,13.5,32.3,22.9,9.14,1782.1,2.9,24, ////./       , ////./       , ////./        ,-87.60623,41.7613,655.4
129,129.0,922.7,21.2,54,658,11.6,245.6,   ///./,320.3,344.1,1092.2,13.7,32.3,22.8,9.26,1783.1,2.9,23, ////./       , ////./       , ////./        ,-87.60625,41.76128,658.5
130,130.0,922.3,21.2,55,661,11.8,245.6,   ///./,320.7,344.1,1091.9,13.8,32.3,22.8,9.38,1784.1,2.9,22, ////./       , ////./       , ////./        ,-87.60626,41.76125,661.6
131,131.0,922.0,21.1,56,664,12.0,245.5,   ///./,321.2,344.1,1091.7,14.0,32.3,22.8,9.51,1785.1,2.9,21, ////./       , ////./       , ////./        ,-87.60627,41.76123,664.7
132,132.0,921.7,21.1,57,667,12.2,245.5,   ///./,321.6,344.1,1091.4,14.2,32.3,22.8,9.63,1786.1,2.9,21, ////./       , ////./       , ////./        ,-87.60628,41.7612,667.8
